id,plant_name,total_score,perc_score,plant_score,medicinal_score,see_score
62,Matricaria chamomilla var. recutita,2.0442477876106193,59.64588712652157,28.99299151604574,9.33234968646256,21.320545924013278
66,Gastrodia elata,2.13527180783818,62.30173367760975,13.353006270748802,15.676872002950942,33.271855403909996
67,Houttuynia cordata,2.9026548672566372,84.69199557358908,40.20656584286241,28.3659166359277,16.119513094798968
68,Solanum nigrum,2.506953223767383,73.14644042788639,40.20656584286241,22.02139431943932,10.918480265584655
69,Calendula officinalis,3,87.53227591294726,37.84581335300627,28.3659166359277,21.320545924013278
71,Trachyspermum ammi,1.968394437420986,57.43268166728145,24.49280708225747,22.02139431943932,10.918480265584655
72,Nelumbo nucifera,1.8900126422250316,55.14570269273331,24.49280708225747,9.33234968646256,21.320545924013278
73,Zataria multiflora,1.7686472819216184,51.60457395794909,31.353744005901884,9.33234968646256,10.918480265584655
74,Lavandula angustifolia,2.3805309734513274,69.45776466248617,20.140169679085208,27.99704905938768,21.320545924013278
76,Rhodiola rosea,1.838179519595449,53.633345628919216,17.779417189229065,9.33234968646256,26.521578753227594
78,Acorus calamus,1.652338811630847,48.210992253780894,8.926595352268535,28.3659166359277,10.918480265584655
81,Myrtus communis,2.0518331226295827,59.86720767244559,26.92733308742162,22.02139431943932,10.918480265584655
82,Plantago ovata,2.6283185840707963,76.6875691626706,33.345628919217994,22.02139431943932,21.320545924013278
84,Vitex negundo,1.313527180783818,38.3253412025083,18.074511250461086,9.33234968646256,10.918480265584655
85,Capparis spinosa,1.9608091024020229,57.21136112135744,17.926964219845072,28.3659166359277,10.918480265584655
86,Citrullus colocynthis,1.8950695322376738,55.29324972334931,22.353375138325344,22.02139431943932,10.918480265584655
87,Hibiscus sabdariffa,1.7901390644753477,52.23164883806714,26.779786056805605,9.33234968646256,16.119513094798968
88,Lantana camara,2.2035398230088497,64.29361859092586,31.353744005901884,22.02139431943932,10.918480265584655
89,Lessertia frutescens,1.3034134007585336,38.030247141276284,17.779417189229065,9.33234968646256,10.918480265584655
90,Lycium barbarum,1.90897597977244,55.69900405754334,13.500553301364812,15.676872002950942,26.521578753227594
91,Mentha arvensis,2.800252844500632,81.7041682036149,42.419771302102546,28.3659166359277,10.918480265584655
93,Teucrium polium,2.506953223767383,73.14644042788639,40.20656584286241,22.02139431943932,10.918480265584655
95,Cuminum cyminum,2.4892541087231352,72.63002582073035,33.345628919217994,28.3659166359277,10.918480265584655
97,Hippophae rhamnoides,1.9873577749683944,57.98598303209148,13.500553301364812,28.3659166359277,16.119513094798968
99,Swertia chirayita,1.3868520859671303,40.46477314644043,20.213943194393213,9.33234968646256,10.918480265584655
