PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Hosseini, SH; Sadeghi, ZW; Hosseini, SV; Bussmann, R				Hosseini, Seyed Hamzeh; Sadeghi, Zahra W.; Hosseini, Seyed Vrya; Bussmann, Rainer			Ethnopharmacological study of medicinal plants in Sarvabad, Kurdistan province, Iran	JOURNAL OF ETHNOPHARMACOLOGY																	Bussmann, Rainer W/A-6105-2010	Bussmann, Rainer W/0000-0002-3524-5273; Sadeghi, Zahra/0000-0002-1591-8514													0378-8741	1872-7573				APR 24	2022	288								114985	10.1016/j.jep.2022.114985	http://dx.doi.org/10.1016/j.jep.2022.114985		JAN 2022						35032582					WOS:000789510200002
J	Singh, A; Verma, K; Kumar, D; Nilofer; Lothe, NB; Kumar, A; Chaudhary, A; Kaur, P; Singh, KP; Singh, AK; Kumar, R; Anandakumar, TM; Singh, S				Singh, Anjali; Verma, Kirti; Kumar, Devendra; Nilofer; Lothe, Nikil Bhashkar; Kumar, Anuj; Chaudhary, Archana; Kaur, Parminder; Singh, Kushal Pal; Singh, Anil Kumar; Kumar, Rakesh; Anandakumar, T. M.; Singh, Saudan			Optimized irrigation regime and planting technique improve yields and economics in aloe vera [Aloe barbadensis (Miller)]	INDUSTRIAL CROPS AND PRODUCTS																		Kaur, Parminder/0000-0001-6871-5393; Lothe, Nikil Bhashkar/0009-0003-2998-5050													0926-6690	1872-633X				SEP 1	2021	167								113539	10.1016/j.indcrop.2021.113539	http://dx.doi.org/10.1016/j.indcrop.2021.113539		APR 2021											WOS:000663323300006
J	Badamjav, R; Zhang, L; Sonom, D; Wu, YH; Kou, JP; Yu, BY; Li, F				Badamjav, Rentsen; Zhang, Lu; Sonom, Dolgor; Wu, Yun-Hao; Kou, Jun-Ping; Yu, Bo-Yang; Li, Fang			Thalictrum minus L. ameliorates particulate matter-induced acute lung injury in mice	JOURNAL OF ETHNOPHARMACOLOGY																	zhang, lu/GRO-2969-2022	Zhang, Lu/0000-0001-8358-6112													0378-8741	1872-7573				JAN 10	2021	264								113379	10.1016/j.jep.2020.113379	http://dx.doi.org/10.1016/j.jep.2020.113379								32916235					WOS:000582639600064
J	Manwill, PK; Kalsi, M; Wu, SJ; Martinez-Rodriguez, EJ; Cheng, XL; Piermarini, PM; Rakotondraibe, HL				Manwill, Preston K.; Kalsi, Megha; Wu, Sijin; Martinez-Rodriguez, Erick J.; Cheng, Xiaolin; Piermarini, Peter M.; Rakotondraibe, Harinantenaina L.			Semi-synthetic cinnamodial analogues: Structural insights into the insecticidal and antifeedant activities of drimane sesquiterpenes against the mosquito Aedes aegypti	PLOS NEGLECTED TROPICAL DISEASES																	Piermarini, Peter/AAO-5666-2021; Kalsi, Megha/AAB-3244-2021; Wu, Sijin/AAL-3482-2020	Cheng, Xiaolin/0000-0002-7396-3225; Manwill, Preston K./0000-0002-6072-1067; Rakotondraibe, L. Harinantenaina/0000-0003-2166-4992; Piermarini, Peter/0000-0003-1020-5774													1935-2735					FEB	2020	14	2							e0008073	10.1371/journal.pntd.0008073	http://dx.doi.org/10.1371/journal.pntd.0008073								32101555					WOS:000519231700030
J	Hu, JR; Jung, CJ; Ku, SM; Jung, DH; Ku, SK; Choi, JS				Hu, Jin-Ryul; Jung, Chul-Jong; Ku, Seong-Min; Jung, Dae-Hwa; Ku, Sae-Kwang; Choi, Jae-Suk			Antitussive, expectorant, and anti-inflammatory effects of Adenophorae Radix powder in ICR mice	JOURNAL OF ETHNOPHARMACOLOGY																		Choi, Jae-Suk/0000-0002-8151-6054													0378-8741	1872-7573				JUL 15	2019	239								111915	10.1016/j.jep.2019.111915	http://dx.doi.org/10.1016/j.jep.2019.111915								31039428					WOS:000472124100012
J	Dad, JM				Dad, Javaid M.			Phytodiversity and medicinal plant distribution in pasturelands of North Western Himalaya in relation to environmental gradients	JOURNAL OF MOUNTAIN SCIENCE																		Dad, Javaid/0000-0002-6553-4594													1672-6316	1993-0321				APR	2019	16	4					884	897		10.1007/s11629-018-5104-1	http://dx.doi.org/10.1007/s11629-018-5104-1													WOS:000464752500012
J	Basera, P; Lavania, M; Agnihotri, A; Lal, B				Basera, Priyanka; Lavania, Meeta; Agnihotri, Anil; Lal, Banwari			Analytical Investigation of Cymbopogon citratus and Exploiting the Potential of Developed Silver Nanoparticle Against the Dominating Species of Pathogenic Bacteria	FRONTIERS IN MICROBIOLOGY																																1664-302X				FEB 27	2019	10								282	10.3389/fmicb.2019.00282	http://dx.doi.org/10.3389/fmicb.2019.00282								30873133					WOS:000459756500001
J	Rahman, IU; Hart, R; Afzal, A; Iqbal, Z; Ijaz, F; Abd Allah, EF; Ali, N; Khan, SM; Alqarawi, AA; Alsubeie, MS; Bussmann, RW				Rahman, I. U.; Hart, R.; Afzal, A.; Iqbal, Z.; Ijaz, F.; Abd Allah, E. F.; Ali, N.; Khan, S. M.; Alqarawi, A. A.; Alsubeie, M. S.; Bussmann, R. W.			A NEW ETHNOBIOLOGICAL SIMILARITY INDEX FOR THE EVALUATION OF NOVEL USE REPORTS	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH																	Ijaz, Farhana/Y-9723-2019; Khan, Shujaul Mulk/AAW-4492-2020; Afzal, Aftab/GQB-0908-2022; Abd_Allah, Elsayed Fathi/N-6846-2017; Khan, Shujaul Mulk/E-3064-2012; Afzal, Aftab/F-4057-2017; Ali, Niaz/AAD-1367-2020; Bussmann, Rainer W/A-6105-2010; Rahman, Inayat Ur/D-5420-2015	Khan, Shujaul Mulk/0000-0003-1217-6612; Abd_Allah, Elsayed Fathi/0000-0002-8509-8953; Khan, Shujaul Mulk/0000-0001-7850-3212; Ali, Niaz/0000-0003-3814-5531; Bussmann, Rainer W/0000-0002-3524-5273; Ur Rahman, Inayat/0000-0003-3312-7975													1589-1623	1785-0037					2019	17	2					2765	2777		10.15666/aeer/1702_27652777	http://dx.doi.org/10.15666/aeer/1702_27652777													WOS:000462830400087
J	Camille, N; Dealtry, G				Camille, N.; Dealtry, G.			Regulation of M1/M2 macrophage polarization by Sutherlandia frutescens via NFkB and MAPK signaling pathways	SOUTH AFRICAN JOURNAL OF BOTANY																															0254-6299	1727-9321				MAY	2018	116						42	51		10.1016/j.sajb.2018.02.400	http://dx.doi.org/10.1016/j.sajb.2018.02.400													WOS:000432546500006
J	Awounfack, CF; Ateba, SB; Zingue, S; Mouchili, OR; Njamen, D				Awounfack, Charline Florence; Ateba, Sylvin Benjamin; Zingue, Stephane; Mouchili, Oumarou Riepouo; Njamen, Dieudonne			Safety evaluation (acute and sub-acute studies) of the aqueous extract of the leaves of Myrianthus arboreus P. Beauv. (Cecropiaceae) in Wistar rats	JOURNAL OF ETHNOPHARMACOLOGY																	Ateba, Sylvin Benjamin/AAF-1297-2021	Ateba, Sylvin Benjamin/0000-0003-1198-9347; ZINGUE, Stephane/0000-0002-4854-8783													0378-8741					DEC 24	2016	194						169	178		10.1016/j.jep.2016.08.052	http://dx.doi.org/10.1016/j.jep.2016.08.052								27592311					WOS:000391076800019
J	Kim, YS; Jung, DH; Lee, IS; Pyun, BJ; Kim, JS				Kim, Young Sook; Jung, Dong Ho; Lee, Ik-Soo; Pyun, Bo-Jeong; Kim, Jin Sook			Osteomeles schwerinae extracts inhibits the binding to receptors of advanced glycation end products and TGF-beta 1 expression in mesangial cells under diabetic conditions	PHYTOMEDICINE																		jeong, dongho/0000-0002-6250-5720													0944-7113	1618-095X				APR 15	2016	23	4					388	397		10.1016/j.phymed.2016.02.005	http://dx.doi.org/10.1016/j.phymed.2016.02.005								27002409					WOS:000372355800007
J	Jafari, S; Saeidnia, S; Hajimehdipoor, H; Ardekani, MRS; Faramarzi, MA; Hadjiakhoondi, A; Khanavi, M				Jafari, Samineh; Saeidnia, Soodabeh; Hajimehdipoor, Homa; Ardekani, Mohammad Reza Shams; Faramarzi, Mohammad Ali; Hadjiakhoondi, Abbas; Khanavi, Mahnaz			Cytotoxic evaluation of Melia azedarach in comparison with, Azadirachta indica and its phytochemical investigation	DARU-JOURNAL OF PHARMACEUTICAL SCIENCES																	Khanavi, Mahnaz/G-3121-2017; Faramarzi, Mohammad Ali/R-5549-2017; Jafari, Samineh/K-5159-2016	Khanavi, Mahnaz/0000-0002-4053-6331; Faramarzi, Mohammad Ali/0000-0002-8822-453X; Jafari, Samineh/0000-0002-9087-2341													1560-8115					MAY 16	2013	21								37	10.1186/2008-2231-21-37	http://dx.doi.org/10.1186/2008-2231-21-37								23679992					WOS:000319449600001
J	Marimuthu, G; Rajamohan, S; Mohan, R; Krishnamoorthy, Y				Marimuthu, Govindarajan; Rajamohan, Sivakumar; Mohan, Rajeswari; Krishnamoorthy, Yogalakshmi			Larvicidal and ovicidal properties of leaf and seed extracts of Delonix elata (L.) Gamble (Family: Fabaceae) against malaria (Anopheles stephensi Liston) and dengue (Aedes aegypti Linn.) (Diptera: Culicidae) vector mosquitoes	PARASITOLOGY RESEARCH																	GOVINDARAJAN, MARIMUTHU/A-8070-2019	GOVINDARAJAN, MARIMUTHU/0000-0002-4662-8931													0932-0113	1432-1955				JUL	2012	111	1					65	77		10.1007/s00436-011-2802-9	http://dx.doi.org/10.1007/s00436-011-2802-9								22231265					WOS:000305532700006
J	Allemailem, KS				Allemailem, Khaled S.			Aqueous Extract of Artemisia annua Shows In Vitro Antimicrobial Activity and an In Vivo Chemopreventive Effect in a Small-Cell Lung Cancer Model	PLANTS-BASEL																		Allemailem, Khaled/0000-0002-6486-9835														2223-7747				DEC	2022	11	23							3341	10.3390/plants11233341	http://dx.doi.org/10.3390/plants11233341								36501380					WOS:000896136000001
J	Kusza, DA; Hunter, R; Schafer, G; Smith, M; Katz, AA; Kaschula, CH				Kusza, Daniel A.; Hunter, Roger; Schafer, Georgia; Smith, Muneerah; Katz, Arieh A.; Kaschula, Catherine H.			Activity-Based Proteomic Identification of the S-Thiolation Targets of Ajoene in MDA-MB-231 Breast Cancer Cells	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY																		Hunter, Roger/0000-0001-8775-083X													0021-8561	1520-5118				2022 NOV 9	2022										10.1021/acs.jafc.2c04972	http://dx.doi.org/10.1021/acs.jafc.2c04972		NOV 2022						36351177					WOS:000884854900001
J	Abuauf, HW; Jalal, RS; Ashy, RA; Shami, A; Baeissa, HM; Baz, L; Tashkandi, MA; Abulfaraj, AA				Abuauf, Haneen W.; Jalal, Rewaa S.; Ashy, Ruba A.; Shami, Ashwag; Baeissa, Hanadi M.; Baz, Lina; Tashkandi, Manal A.; Abulfaraj, Aala A.			Microbiome structure and response to watering in rhizosphere of Nitrosalsola vermiculata and surrounding bulk soil	NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA																	Abuauf, Haneen/IRZ-3733-2023	Abuauf, Haneen/0000-0001-9331-7581; Shami, Ashwag/0000-0002-5336-038X													0255-965X	1842-4309					2022	50	1							12567	10.15835/nbha50112567	http://dx.doi.org/10.15835/nbha50112567													WOS:000779795900016
J	Dwivedi, PSR; Patil, R; Khanal, P; Gurav, NS; Murade, VD; Hase, DP; Kalaskar, MG; Ayyanar, M; Chikhale, RV; Gurav, SS				Dwivedi, Prarambh S. R.; Patil, Rajesh; Khanal, Pukar; Gurav, Nilambari S.; Murade, Vaishali D.; Hase, Dinesh P.; Kalaskar, Mohan G.; Ayyanar, Muniappan; Chikhale, Rupesh, V; Gurav, Shailendra S.			Exploring the therapeutic mechanisms of Cassia glauca in diabetes mellitus through network pharmacology, molecular docking and molecular dynamics	RSC ADVANCES																	Kalaskar, Mohan/AID-6606-2022; Ayyanar, Muniappan/AAZ-3196-2021; Khanal, Pukar/AAH-2231-2020; Dwivedi, Prarambh SR/AAU-9826-2021; Hase, Dinesh/HCH-0417-2022; Chikhale, Rupesh/GLR-3147-2022; Murade, Vaishali/HGU-1487-2022; Gurav, Shailendra Shivaji/AAO-4240-2020	Ayyanar, Muniappan/0000-0003-4685-6376; Khanal, Pukar/0000-0002-8187-2120; Dwivedi, Prarambh SR/0000-0001-6995-9066; Hase, Dinesh/0000-0002-0214-4783; Chikhale, Rupesh/0000-0001-5622-3981; Murade, Vaishali/0000-0003-0211-1401; Gurav, Shailendra Shivaji/0000-0001-5564-2121; Gurav, Nilambari/0000-0001-6369-9961; Patil, Rajesh/0000-0003-2986-9546														2046-2069				DEC 9	2021	11	62					39362	39375		10.1039/d1ra07661b	http://dx.doi.org/10.1039/d1ra07661b								35492478					WOS:000728357000001
J	Bencheikh, N; Bouhrim, M; Kharchoufa, L; Al Kamaly, OM; Mechchate, H; Es-safi, I; Dahmani, A; Ouahhoud, S; El Assri, S; Eto, B; Bnouham, M; Choukri, M; Elachouri, M				Bencheikh, Noureddine; Bouhrim, Mohamed; Kharchoufa, Loubna; Al Kamaly, Omkulthom Mohamed; Mechchate, Hamza; Es-safi, Imane; Dahmani, Ahmed; Ouahhoud, Sabir; El Assri, Soufiane; Eto, Bruno; Bnouham, Mohamed; Choukri, Mohammed; Elachouri, Mostafa			The Nephroprotective Effect of Zizyphus lotus L. (Desf.) Fruits in a Gentamicin-Induced Acute Kidney Injury Model in Rats: A Biochemical and Histopathological Investigation	MOLECULES																	bencheikh, Noureddine/GRN-8040-2022; Al kamaly, Omkulthom/AFV-8845-2022; Mechchate, Hamza/HJP-5496-2023; MECHCHATE, HAMZA/AAB-6834-2021; Mostafa, Elachouri/AAF-4459-2022; Mostafa, Elachouri/AFJ-0991-2022	Al kamaly, Omkulthom/0000-0003-4706-4311; MECHCHATE, HAMZA/0000-0003-4571-9089; OUAHHOUD, Sabir/0000-0003-2249-5529; BENCHEIKH, Noureddine/0000-0002-4581-2470; CHOUKRI, Mohammed/0000-0001-9275-5061; BOUHRIM, Mohamed/0000-0001-9944-811X; Es-safi, Imane/0000-0002-9239-3045														1420-3049				AUG	2021	26	16							4806	10.3390/molecules26164806	http://dx.doi.org/10.3390/molecules26164806								34443393					WOS:000690256400001
J	Tong, NN; Zhou, XY; Peng, LP; Liu, ZA; Shu, QY				Tong, Ning-Ning; Zhou, Xiao-Yang; Peng, Li-Ping; Liu, Zheng-An; Shu, Qing-Yan			A comprehensive study of three species of Paeonia stem and leaf phytochemicals, and their antioxidant activities	JOURNAL OF ETHNOPHARMACOLOGY																															0378-8741	1872-7573				JUN 12	2021	273								113985	10.1016/j.jep.2021.113985	http://dx.doi.org/10.1016/j.jep.2021.113985		MAR 2021						33667571					WOS:000636765200002
J	Chai, M; Wang, SN; He, J; Chen, W; Fan, ZL; Li, J; Wang, YL				Chai, Min; Wang, Shengnan; He, Juan; Chen, Wei; Fan, Zelu; Li, Jia; Wang, Yiling			De novo Assembly and Transcriptome Characterization of Opisthopappus (Asteraceae) for Population Differentiation and Adaption	FRONTIERS IN GENETICS																																1664-8021				SEP 19	2018	9								371	10.3389/fgene.2018.00371	http://dx.doi.org/10.3389/fgene.2018.00371								30283491					WOS:000445066300001
J	Busari, ZA; Dauda, KA; Morenikeji, OA; Afolayan, F; Oyeyemi, OT; Meena, J; Sahu, D; Panda, AK				Busari, Zulaikha A.; Dauda, Kabiru A.; Morenikeji, Olajumoke A.; Afolayan, Funmilayo; Oyeyemi, Oyetunde T.; Meena, Jairam; Sahu, Debasis; Panda, Amulya K.			Antiplasmodial Activity and Toxicological Assessment of Curcumin PLGA-Encapsulated Nanoparticles	FRONTIERS IN PHARMACOLOGY																	Oyeyemi, Oyetunde/G-7824-2012	Oyeyemi, Oyetunde/0000-0002-3089-2578; Meena, Dr. Jairam/0000-0002-7625-6817													1663-9812					SEP 6	2017	8								622	10.3389/fphar.2017.00622	http://dx.doi.org/10.3389/fphar.2017.00622								28932197					WOS:000409385300001
J	Paterna, A; Gomes, SE; Borralho, PM; Mulhovo, S; Rodrigues, CMP; Ferreira, MJU				Paterna, Angela; Gomes, Sofia E.; Borralho, Pedro M.; Mulhovo, Silva; Rodrigues, Cecilia M. P.; Ferreira, Maria Jose U.			(3 ' R)-hydroxytabernaelegantine C: A bisindole alkaloid with potent apoptosis inducing activity in colon (HCT116, SW620) and liver (HepG2) cancer cells	JOURNAL OF ETHNOPHARMACOLOGY																	gomes, sofia/I-9436-2016; Paterna, Angela/X-7641-2018; iMed.ULisboa, NatProdChem/B-5387-2014; Rodrigues, Cecilia/M-3572-2013; Ferreira, Maria José Umbelino/M-8053-2013; iMed.ULisboa, CellFun/A-4244-2014; Borralho, Pedro/AAJ-2829-2021; Borralho, Pedro/C-2727-2011	gomes, sofia/0000-0003-3624-1933; Paterna, Angela/0000-0002-4903-4143; Rodrigues, Cecilia/0000-0002-4829-754X; Ferreira, Maria José Umbelino/0000-0002-8742-1486; Borralho, Pedro/0000-0003-4488-7240													0378-8741					DEC 24	2016	194						236	244		10.1016/j.jep.2016.09.020	http://dx.doi.org/10.1016/j.jep.2016.09.020								27616029					WOS:000391076800025
J	Kirika, MW; Kahia, JW; Diby, LN; Njagi, EM; Dadjo, C; Kouame, C				Kirika, Margaret W.; Kahia, Jane W.; Diby, Lucien N.; Njagi, Eliud M.; Dadjo, Colombe; Kouame, Christophe			Micropropagation of an Endangered Medicinal and Indigenous Multipurpose Tree Species: Erythrina abyssinica	HORTSCIENCE																															0018-5345	2327-9834				MAY	2015	50	5					738	743		10.21273/HORTSCI.50.5.738	http://dx.doi.org/10.21273/HORTSCI.50.5.738													WOS:000355777800017
J	Selvaraj, D; Sarma, RK; Shanmughanandhan, D; Srinivasan, R; Ramalingam, S				Selvaraj, Dhivya; Sarma, Rajeev Kumar; Shanmughanandhan, Dhivya; Srinivasan, Ramachandran; Ramalingam, Sathishkumar			Evaluation of DNA barcode candidates for the discrimination of the large plant family Apocynaceae	PLANT SYSTEMATICS AND EVOLUTION																	Ramalingam, Sathishkumar/F-5506-2012	Ramalingam, Sathishkumar/0000-0002-3145-7324; Shanmughanandhan, Dhivya/0000-0003-1709-4050													0378-2697	1615-6110				APR	2015	301	4					1263	1273		10.1007/s00606-014-1149-y	http://dx.doi.org/10.1007/s00606-014-1149-y													WOS:000351864500015
J	Zeng, WL; Li, WK; Han, H; Tao, YY; Yang, L; Wang, ZT; Chen, KX				Zeng, Wen-Liang; Li, Wan-Kui; Han, Han; Tao, Yan-Yan; Yang, Li; Wang, Zheng-Tao; Chen, Kai-Xian			Microbial Biotransformation of Gentiopicroside by the Endophytic Fungus Penicillium crustosum 2T01Y01	APPLIED AND ENVIRONMENTAL MICROBIOLOGY																	Wang, Zhengtao/AAH-7360-2019; han, han/HDL-7807-2022	Wang, Zhengtao/0000-0003-2797-4625; Yang, Li/0000-0002-5484-0895													0099-2240	1098-5336				JAN	2014	80	1					184	192		10.1128/AEM.02309-13	http://dx.doi.org/10.1128/AEM.02309-13								24141132					WOS:000328851400020
J	Hogner, C; Sturm, S; Seger, C; Stuppner, H				Hoegner, C.; Sturm, S.; Seger, C.; Stuppner, H.			Development and validation of a rapid ultra-high performance liquid chromatography diode array detector method for Vitex agnus-castus	JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES																	Seger, Christoph/P-6864-2015	Seger, Christoph/0000-0002-3984-461X; Sturm, Sonja/0000-0003-3395-6773													1570-0232	1873-376X				MAY 15	2013	927				SI		181	190		10.1016/j.jchromb.2013.02.037	http://dx.doi.org/10.1016/j.jchromb.2013.02.037								23522912					WOS:000318668000018
