PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Sharma, R; Shachter, A; Almog, L; Oren, G; Roynik-Toshner, H; Dudai, N				Sharma, Reena; Shachter, Alona; Almog, Limor; Oren, Gilad; Roynik-Toshner, Hagar; Dudai, Nativ			Genetic chemical variability of the volatiles and phenolic compounds in Clinopodium serpyllifolium subsp. fruticosum (L.) Brauchler syn. Micromeria fruticosa (L.) Druce grown in Israel	ISRAEL JOURNAL OF PLANT SCIENCES																															0792-9978	2223-8980				SEP	2021	68	1-2					142	150		10.1163/22238980-bja10017	http://dx.doi.org/10.1163/22238980-bja10017													WOS:000703209500002
J	Krochmal-Marczak, B; Zagorska-Dziok, M; Michalak, M; Kieltyka-Dadasiewicz, A				Krochmal-Marczak, Barbara; Zagorska-Dziok, Martyna; Michalak, Monika; Kieltyka-Dadasiewicz, Anna			Comparative assessment of phenolic content, cellular antioxidant, antityrosinase and protective activities on skin cells of extracts from three sweet potato (Ipomoea batatas (L.) Lam.) cultivars	JOURNAL OF KING SAUD UNIVERSITY SCIENCE																		KROCHMAL-MARCZAK, BARBARA/0000-0001-8619-3031; Kieltyka-Dadasiewicz, Anna/0000-0002-6107-2513; Michalak, Monika/0000-0003-0471-3561													1018-3647	2213-686X				SEP	2021	33	6							101532	10.1016/j.jksus.2021.101532	http://dx.doi.org/10.1016/j.jksus.2021.101532		JUL 2021											WOS:000695287300012
J	Salomon, L; Lorenz, P; Ehrmann, B; Spring, O; Stintzing, FC; Kammerer, DR				Salomon, Lysanne; Lorenz, Peter; Ehrmann, Bernhard; Spring, Otmar; Stintzing, Florian C.; Kammerer, Dietmar R.			Impact of Environmental Conditions on Growth and the Phenolic Profile of Achillea atrata L.	PROCESSES																		Stintzing, Florian/0000-0001-7006-6804; Lorenz, Peter/0000-0001-8664-0911														2227-9717				MAY	2021	9	5							853	10.3390/pr9050853	http://dx.doi.org/10.3390/pr9050853													WOS:000654477800001
J	Park, KR; Leem, HH; Lee, J; Kwon, IK; Hong, JT; Yun, HM				Park, Kyung-Ran; Leem, Hyun Hee; Lee, Joonyeop; Kwon, Il Keun; Hong, Jin Tae; Yun, Hyung-Mun			Anti-cancer effects of Hederoside C, a pentacyclic triterpene saponin, through the intrinsic apoptosis and STAT3 signaling pathways in osteosarcoma	AMERICAN JOURNAL OF CANCER RESEARCH																															2156-6976						2021	11	9					4541	4550											34659904					WOS:000707716300030
J	Rana, PS; Saklani, P; Chandel, C				Rana, Pawan Singh; Saklani, Pooja; Chandel, Chandresh			Analyzing the effects of altitudes on the metabolic diversity and forskolin content in Coleus forskohlii roots by HPTLC and HPLC	PLANT BIOSYSTEMS																															1126-3504	1724-5575				MAR 4	2022	156	2					323	329		10.1080/11263504.2020.1857865	http://dx.doi.org/10.1080/11263504.2020.1857865		DEC 2020											WOS:000617265100001
J	Hernandez-Altamirano, JM; Ugidos, IF; Palazon, J; Bonfill, M; Garcia-Angulo, P; Alvarez, J; Acebes, JL; Bye, R; Encina, A				Mabel Hernandez-Altamirano, J.; Ugidos, Irene F.; Palazon, Javier; Bonfill, Mercedes; Garcia-Angulo, Penelope; Alvarez, Jesus; Acebes, Jose L.; Bye, Robert; Encina, Antonio			Production of Encecalin in Cell Cultures and Hairy Roots ofHelianthella quinquenervis(Hook.) A. Gray	MOLECULES																	Encina, Antonio/L-3016-2014; Acebes, José Luis/HLP-5487-2023; Bonfill, Mercedes/K-3680-2014; Acebes, José-Luis/ABF-1601-2021	Encina, Antonio/0000-0002-1559-1136; Bonfill, Mercedes/0000-0003-0664-3755; Acebes, José-Luis/0000-0002-0960-085X; Fernandez Ugidos, Irene/0000-0002-3727-0544; Hernandez Altamirano, J. Mabel/0000-0002-8609-177X														1420-3049				JUL	2020	25	14							3231	10.3390/molecules25143231	http://dx.doi.org/10.3390/molecules25143231								32679820					WOS:000559359500001
J	Peron, G; Hosek, J; Phuyal, GP; Kandel, DR; Adhikari, R; Dall'Acqua, S				Peron, Gregorio; Hosek, Jan; Prasad Phuyal, Ganga; Raj Kandel, Dharma; Adhikari, Rameshwar; Dall'Acqua, Stefano			Comprehensive Characterization of Secondary Metabolites from Colebrookea oppositifolia (Smith) Leaves from Nepal and Assessment of Cytotoxic Effect and Anti-Nf-kappa B and AP-1 Activities In Vitro	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES																	Dall'Acqua, Stefano/C-1353-2013; Hosek, Jan/B-6274-2009; Peron, Gregorio/A-8440-2019	Hosek, Jan/0000-0003-0975-1671; Peron, Gregorio/0000-0002-6007-6184; Adhikari, Rameshwar/0000-0002-7350-0204														1422-0067				JUL	2020	21	14							4897	10.3390/ijms21144897	http://dx.doi.org/10.3390/ijms21144897								32664524					WOS:000556487000001
J	Lu, J; Liu, JN; Sarsaiya, S; Duns, GJ; Han, J; Jin, LL; Chen, JS				Lu, Jun; Liu, Jian Ning; Sarsaiya, Surendra; Duns, Gregory Joseph; Han, Jing; Jin, Leilei; Chen, Jishuang			Phenotypic and Transcriptomic Analysis of Two Pinellia ternata Varieties T2 line and T2Plus line	SCIENTIFIC REPORTS																	Liu, Jian Ning/GZA-6919-2022; Sarsaiya, Surendra/K-6970-2019	Liu, Jian Ning/0000-0002-8932-054X; Sarsaiya, Surendra/0000-0002-0850-8592													2045-2322					MAR 12	2020	10	1							4614	10.1038/s41598-020-61512-2	http://dx.doi.org/10.1038/s41598-020-61512-2								32165650					WOS:000520966500031
J	Kumari, P; Khajuria, A; Wani, IA; Khan, S; Verma, S				Kumari, Priyanka; Khajuria, Ankush; Wani, Ishfaq Ahmad; Khan, Sajid; Verma, Susheel			Effect of Floral Size Reduction on Pollination and Reproductive Efficiency of Female Flowers ofValeriana wallichii, a Threatened Medicinal Plant	NATIONAL ACADEMY SCIENCE LETTERS-INDIA																	KHAN, SAJID/AAN-9314-2021; KHAN, SAJID/AAO-4816-2021; VERMA, SUSHEEL/AAF-1156-2021	KHAN, Dr. SAJID/0000-0002-4961-1182; Verma, Susheel/0000-0003-1251-6277													0250-541X	2250-1754				FEB	2021	44	1					75	79		10.1007/s40009-020-00954-8	http://dx.doi.org/10.1007/s40009-020-00954-8		MAR 2020											WOS:000561808300005
J	Singh, D; Agrawal, A; Singal, CMS; Pandey, HS; Seth, P; Sharma, SK				Singh, Deepali; Agrawal, Apurva; Singal, Chitra Mohinder Singh; Pandey, Hriday Shanker; Seth, Pankaj; Sharma, Shiv Kumar			Sinomenine inhibits amyloid beta-induced astrocyte activation and protects neurons against indirect toxicity	MOLECULAR BRAIN																	Sharma, Shiv Kumar/AAC-9858-2021	Seth, Pankaj/0000-0003-1021-7839; Pandey, Hriday Shanker/0000-0001-5487-9995; Sharma, Shiv/0000-0001-5249-4741														1756-6606				MAR 4	2020	13	1							30	10.1186/s13041-020-00569-6	http://dx.doi.org/10.1186/s13041-020-00569-6								32127013					WOS:000520497100001
J	Ishtiaq, S; Hanif, U; Shaheen, S; Bahadur, S; Liaqat, I; Awan, UF; Shahid, MG; Shuaib, M; Zaman, W; Meo, M				Ishtiaq, Saiqa; Hanif, Uzma; Shaheen, Shabnum; Bahadur, Saraj; Liaqat, Iram; Awan, Umer Farooq; Shahid, Memuna Ghafoor; Shuaib, Muhammad; Zaman, Wajid; Meo, Mehwish			Antioxidant potential and chemical characterization of bioactive compounds from a medicinal plant Colebrokea oppositifolia Sm	ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS																	Ullah, Sami/IAM-8005-2023; Liaqat, Iram/B-8694-2009; Awan, Umer Farooq/ABF-2948-2021; Bahadur, Saraj/AAO-1746-2020; Zaman, Wajid/J-6491-2019; Shuaib, Muhammad/AAI-2026-2020; Ghafoor Shahid, Memuna/ABF-3276-2021	Liaqat, Iram/0000-0002-4638-8253; Awan, Umer Farooq/0000-0003-3955-2905; Bahadur, Saraj/0000-0002-5496-7861; Zaman, Wajid/0000-0001-6864-2366; Shuaib, Muhammad/0000-0001-6944-664X; Ghafoor Shahid, Memuna/0000-0002-6309-5591; Hanif, Uzma/0000-0002-3425-6886; ishtiaq, saiqa/0000-0002-1749-1956													0001-3765	1678-2690					2020	92	2							e20190387	10.1590/0001-3765202020190387	http://dx.doi.org/10.1590/0001-3765202020190387								32696843					WOS:000555351600001
J	Amiripour, M; Noori, SAS; Shariati, V; Howyzeh, MS				Amiripour, Mahboubeh; Noori, Seyed Ahmad Sadat; Shariati, Vahid; Howyzeh, Mehdi Soltani			Transcriptome analysis of Ajowan (Trachyspermum ammi L.) inflorescence	JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY																	Howyzeh, Mehdi Soltani/Q-9325-2019	Howyzeh, Mehdi Soltani/0000-0001-8005-1008													0971-7811	0974-1275				DEC	2019	28	4					496	508		10.1007/s13562-019-00504-4	http://dx.doi.org/10.1007/s13562-019-00504-4													WOS:000494827700014
J	de Moraes, GP; de Alencar, MVOB; Araujo, LD; Gomes, DCV; Paz, MFCJ; Islam, MT; Melo-Cavalcante, AAD; Picada, JN				de Moraes, Germano Pinho; Oliveira Barros de Alencar, Marcus Vinicius; Araujo, Lidiane da Silva; Vieira Gomes, Debora Cassia; Correia Jardim Paz, Marcia Fernanda; Islam, Muhammad Torequl; de Carvalho Melo-Cavalcante, Ana Amelia; Picada, Jaqueline Nascimento			Cytogenotoxic study of aqueous fruit extract of Morinda citrifolia in Wistar albino rats	ORIENTAL PHARMACY AND EXPERIMENTAL MEDICINE																	Islam, Md. Torequl/AFQ-8827-2022; Picada, Jaqueline Nascimento/B-2480-2014	Picada, Jaqueline Nascimento/0000-0003-2360-1557													1598-2386	2211-1069				SEP	2019	19	3					311	321		10.1007/s13596-019-00358-0	http://dx.doi.org/10.1007/s13596-019-00358-0													WOS:000485974800009
J	Ziyatdinova, GK; Zakharova, SP; Ziganshina, ER; Budnikov, HC				Ziyatdinova, G. K.; Zakharova, S. P.; Ziganshina, E. R.; Budnikov, H. C.			Voltammetric Determination of Flavonoids in Medicinal Plant Materials Using Electrodes Modified by Cerium Dioxide Nanoparticles and Surfactants	JOURNAL OF ANALYTICAL CHEMISTRY																	Ziyatdinova, Guzel/D-6612-2015	Ziyatdinova, Guzel/0000-0002-8219-2813													1061-9348	1608-3199				AUG	2019	74	8					816	824		10.1134/S106193481908015X	http://dx.doi.org/10.1134/S106193481908015X													WOS:000480582900012
J	Lee, SR; Mun, JY; Jeong, MS; Lee, HH; Roh, YG; Kim, WT; Kim, MH; Heo, J; Choi, YH; Kim, SJ; Cha, HJ; Jun, M; Leem, SH				Lee, Se-Ra; Mun, Jeong-Yeon; Jeong, Mi-So; Lee, Hyun-Hee; Roh, Yun-Gil; Kim, Won-Tae; Kim, Min-Hye; Heo, Jeonghoon; Choi, Yung Hyun; Kim, Su Jin; Cha, Hee-Jae; Jun, Mira; Leem, Sun-Hee			Thymoquinone-Induced Tristetraprolin Inhibits Tumor Growth and Metastasis through Destabilization of MUC4 mRNA	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES																	Cha, Hee-Jae/AFO-8772-2022	Cha, Hee-Jae/0000-0002-6963-2685; Choi, Yung Hyun/0000-0002-1454-3124														1422-0067				JUN 1	2019	20	11							2614	10.3390/ijms20112614	http://dx.doi.org/10.3390/ijms20112614								31141941					WOS:000472634100008
J	Liao, HC; Chou, YJ; Lin, CC; Liu, SH; Oswita, A; Huang, YL; Wang, YL; Syu, JL; Sun, CM; Leu, CM; Lin, CH; Fu, SL				Liao, Hsin-Chia; Chou, Yi-Ju; Lin, Ching-Cheng; Liu, Sheng-Hung; Oswita, Audrey; Huang, Yi-Long; Wang, Ying-Lien; Syu, Jia-Ling; Sun, Chung-Ming; Leu, Chuen-Miin; Lin, Chao-Hsiung; Fu, Shu-Ling			Andrographolide and its potent derivative exhibit anticancer effects against imatinib-resistant chronic myeloid leukemia cells by downregulating the Bcr-Abl oncoprotein	BIOCHEMICAL PHARMACOLOGY																		LIN, CHAO-HSIUNG/0000-0001-6344-271X; Fu, Shu-ling/0000-0003-2895-225X; Chou, Yi-ju/0000-0003-2990-070X; Oswita, Giovanni Audrey/0000-0003-4909-0353													0006-2952	1873-2968				MAY	2019	163						308	320		10.1016/j.bcp.2019.02.028	http://dx.doi.org/10.1016/j.bcp.2019.02.028								30822403					WOS:000466060000030
J	Kuruvilla, J; Iyer, RS; Anilkumar, M				Kuruvilla, Jaya; Iyer, R. Shanker; Anilkumar, M.			PHYTOCHEMICAL EVALUATION AND HPTLC FINGERPRINT PROFILE OF CISSUS LATIFOLIA LAM. STEM	INTERNATIONAL JOURNAL OF PHARMACEUTICAL SCIENCES AND RESEARCH																	NAIR, ANILKUMAR MADHAVAN/AAO-4677-2020; MADHAVAN NAIR, ANILKUMAR/M-4053-2015	MADHAVAN NAIR, ANILKUMAR/0000-0002-8955-0847													0975-8232					FEB	2019	10	2					568	577		10.13040/IJPSR.0975-8232.10(2).568-77	http://dx.doi.org/10.13040/IJPSR.0975-8232.10(2).568-77													WOS:000461243400012
J	Gupta, A; Kumar, P; Goshain, O; Rai, AK; Dwivedi, J				Gupta, Abhishek; Kumar, Prashant; Goshain, Omprakash; Rai, Awani Kumar; Dwivedi, Jyotsana			High-Performance Thin-Layer Chromatography Analysis for Simultaneous Quantifications of Phenolic Biomarkers in Oxalis corniculata L. Methanolic Fraction	JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC																		Rai, Awani/0000-0001-8423-8443; DWIVEDI, JYOTSANA/0000-0003-1665-8950													0933-4173	1789-0993				AUG	2018	31	4					327	331		10.1556/1006.2018.31.4.8	http://dx.doi.org/10.1556/1006.2018.31.4.8													WOS:000439815400009
J	Kumar, A; Kumar, R; Sharma, M; Kumar, U; Gajula, MNVP; Singh, KP				Kumar, Anuj; Kumar, Rohit; Sharma, Mansi; Kumar, Upendra; Gajula, M. N. V. Prasad; Singh, Krishna Pal			Uttarakhand Medicinal Plants Database (UMPDB): A Platform for Exploring Genomic, Chemical, and Traditional Knowledge	DATA																	Kumar, Upendra/AAU-4044-2021; Kumar, Anuj/J-7067-2019; Kumar, Rohit/IAQ-4215-2023; Kumar, Anuj/AAE-8773-2021; Gajula, MNV Prasad/K-3392-2013	Kumar, Upendra/0000-0002-1137-9103; Kumar, Anuj/0000-0002-5023-7618; Sharma, Mansi/0000-0002-4026-5498; Gajula, MNV Prasad/0000-0002-3882-1379													2306-5729					MAR	2018	3	1							7	10.3390/data3010007	http://dx.doi.org/10.3390/data3010007													WOS:000428778200006
J	Kim, H; Moon, JY; Burapan, S; Han, J; Cho, SK				Kim, Hyeonji; Moon, Jeong Yong; Burapan, Supawadee; Han, Jaehong; Cho, Somi Kim			Induction of ER Stress-Mediated Apoptosis by the Major Component 5,7,4 '-Trimethoxyflavone Isolated from Kaempferia parviflora Tea Infusion	NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL																	Han, Jaehong/C-9230-2011	Han, Jaehong/0000-0002-5328-3927													0163-5581	1532-7914					2018	70	6					984	996		10.1080/01635581.2018.1491607	http://dx.doi.org/10.1080/01635581.2018.1491607								30273054					WOS:000457554200017
J	Raina, AP; Misra, RC				Raina, Archana P.; Misra, R. C.			Chemical evaluation of Mucuna species for L-dopa content - an anti-Parkinson's drug yielding medicinal plant from India	INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE																															0972-5938	0975-1068				JAN	2018	17	1					148	154																WOS:000426892900016
J	Du, WJ; Ji, J; Wang, L; Lan, XY; Li, J; Lei, JQ; He, X; Zhang, CF; Huang, WZ; Wang, ZZ; Xiao, W; Wang, CZ; Yuan, CS				Du, Wen-Juan; Ji, Jun; Wang, Ling; Lan, Xin-Yi; Li, Jia; Lei, Jun-Qiu; He, Xin; Zhang, Chun-Feng; Huang, Wen-Zhe; Wang, Zhen-Zhong; Xiao, Wei; Wang, Chong-Zhi; Yuan, Chun-Su			Relationship between the UPLC-Q-TOF-MS fingerprinted constituents from Daphne genkwa and their anti-inflammatory, anti-oxidant activities	BIOMEDICAL CHROMATOGRAPHY																	Wang, Chong-Zhi/B-8337-2014; LAN, XIN/GRX-8159-2022	Wang, Chong-Zhi/0000-0002-0950-2109; 													0269-3879	1099-0801				DEC	2017	31	12							e4012	10.1002/bmc.4012	http://dx.doi.org/10.1002/bmc.4012								28543360					WOS:000415361700004
J	Kuppurangan, G; Karuppasamy, B; Nagarajan, K; Sekar, RK; Viswaprakash, N; Ramasamy, T				Kuppurangan, Gunaseelan; Karuppasamy, Balaji; Nagarajan, Kanipandian; Sekar, Rajkumar Krishnasamy; Viswaprakash, Nilmini; Ramasamy, Thirumurugan			Biogenic synthesis and spectroscopic characterization of silver nanoparticles using leaf extract of Indoneesiella echioides: in vitro assessment on antioxidant, antimicrobial and cytotoxicity potential	APPLIED NANOSCIENCE																	viswaprakash, nilmini/AAA-2375-2021	Kuppurangan, Gunaseelan/0000-0001-5015-4911													2190-5509	2190-5517				OCT	2016	6	7					973	982		10.1007/s13204-015-0514-7	http://dx.doi.org/10.1007/s13204-015-0514-7													WOS:000393372000004
J	Chen, M; Yang, CM; Sui, C; Jin, Y; Wei, JH				Chen, Meng; Yang, Chengmin; Sui, Chun; Jin, Yue; Wei, Jianhe			Zhongdanyaozhi No. 1 and Zhongdanyaozhi No. 2 Are Hybrid Cultivars of Salvia miltiorrhiza with High Yield and Active Compounds Content	PLOS ONE																	Sui, Chun/O-3678-2017	Sui, Chun/0000-0002-4678-2218													1932-6203					SEP 22	2016	11	9							e0162691	10.1371/journal.pone.0162691	http://dx.doi.org/10.1371/journal.pone.0162691								27658029					WOS:000383893200031
J	Vegh, K; Alberti, A; Riethmuller, E; Toth, A; Beni, S; Kery, A				Vegh, Krisztina; Alberti, Agnes; Riethmueller, Eszter; Toth, Anita; Beni, Szabolcs; Kery, Agnes			Supercritical fluid extraction and convergence chromatographic determination of parthenolide in Tanacetum parthenium L.: Experimental design, modeling and optimization	JOURNAL OF SUPERCRITICAL FLUIDS																	Alberti, Ágnes/O-9555-2017	Alberti, Ágnes/0000-0003-3096-4057; Riethmuller, Eszter/0000-0002-9719-5427													0896-8446	1872-8162				NOV	2014	95						84	91		10.1016/j.supflu.2014.07.029	http://dx.doi.org/10.1016/j.supflu.2014.07.029													WOS:000347360800011
J	Mishra, B; Sangwan, RS; Mishra, S; Jadaun, JS; Sabir, F; Sangwan, NS				Mishra, Bhawana; Sangwan, Rajender S.; Mishra, Smrati; Jadaun, Jyoti S.; Sabir, Farzana; Sangwan, Neelam S.			Effect of cadmium stress on inductive enzymatic and nonenzymatic responses of ROS and sugar metabolism in multiple shoot cultures of Ashwagandha (Withania somnifera Dunal)	PROTOPLASMA																	Jadaun, Dr Jyoti/GQA-8219-2022; Sangwan, Neelam/AAF-4010-2021; Sabir, Farzana/A-7319-2014; Jadaun, Jyoti Singh/AAF-5135-2020	Jadaun, Dr Jyoti/0000-0001-9276-4865; Sabir, Farzana/0000-0002-0181-989X; Mishra, Bhawana/0000-0002-0777-8830; sangwan, Neelam singh/0000-0003-2761-702X													0033-183X	1615-6102				SEP	2014	251	5					1031	1045		10.1007/s00709-014-0613-4	http://dx.doi.org/10.1007/s00709-014-0613-4								24510215					WOS:000340480300005
J	Sathishkumar, N; Karpagam, V; Sathiyamoorthy, S; Woo, MJ; Kim, YJ; Yang, DC				Sathishkumar, Natarajan; Karpagam, Veerappan; Sathiyamoorthy, Subramaniyam; Woo, Min Jin; Kim, Yeon-Ju; Yang, Deok-Chun			Computer-aided identification of EGFR tyrosine kinase inhibitors using ginsenosides from Panax ginseng	COMPUTERS IN BIOLOGY AND MEDICINE																		Veerappan, Karpagam/0000-0002-9910-6715; Natarajan, Sathishkumar/0000-0002-9001-8495													0010-4825	1879-0534				JUL 1	2013	43	6					786	797		10.1016/j.compbiomed.2013.02.020	http://dx.doi.org/10.1016/j.compbiomed.2013.02.020								23668355					WOS:000320838000019
