PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Gawande, DY; Goel, RK				Gawande, Dinesh Yugraj; Goel, Rajesh Kumar			Pharmacological validation of in-silico guided novel nootropic potential of Achyranthes aspera L.	JOURNAL OF ETHNOPHARMACOLOGY																	Gawande, Dinesh/AAZ-7342-2020; Goel, Rajesh/F-5532-2011	Goel, Rajesh/0000-0003-1408-4295; Gawande, Dinesh/0000-0001-5072-4304													0378-8741	1872-7573				DEC 4	2015	175						324	334		10.1016/j.jep.2015.09.025	http://dx.doi.org/10.1016/j.jep.2015.09.025								26408046					WOS:000366765600034
J	Shakya, G; Balasubramanian, S; Rajagopalan, R				Shakya, Garima; Balasubramanian, Sangeetha; Rajagopalan, Rukkumani			Methanol extract of wheatgrass induces G1 cell cycle arrest in a p53-dependent manner and down regulates the expression of cyclin D1 in human laryngeal cancer cells-an in vitro and in silico approach	PHARMACOGNOSY MAGAZINE																	Rajagopalan, Rukkumani/ABA-8491-2021; Balasubramanian, Sangeetha/K-1897-2016	Balasubramanian, Sangeetha/0000-0002-4525-6152; R, Rukkumani/0000-0001-9664-2400													0973-1296	0976-4062				MAY	2015	11	42		1			S139	S147		10.4103/0973-1296.157715	http://dx.doi.org/10.4103/0973-1296.157715								26109759					WOS:000356600100018
J	Stojanovic, D; Aleksic, JM; Jancic, I; Jancic, R				Stojanovic, Danilo; Aleksic, Jelena M.; Jancic, Ivan; Jancic, Radisa			A Mediterranean medicinal plant in the continental Balkans: A plastid DNA-based phylogeographic survey of Salvia officinalis (Lamiaceae) and its conservation implications	WILLDENOWIA																	Stojanović, Danilo/HGA-8259-2022; Stojanović, Danilo/HHT-1010-2022	Stojanovic, Danilo/0000-0001-6165-6511; Aleksic, Jelena M/0000-0003-3457-905X													0511-9618					APR	2015	45	1					103	118		10.3372/wi.45.45112	http://dx.doi.org/10.3372/wi.45.45112													WOS:000353250400012
J	Zerbe, P; Chiang, A; Dullat, H; O'Neil-Johnson, M; Starks, C; Hamberger, B; Bohlmann, J				Zerbe, Philipp; Chiang, Angela; Dullat, Harpreet; O'Neil-Johnson, Mark; Starks, Courtney; Hamberger, Bjorn; Bohlmann, Joerg			Diterpene synthases of the biosynthetic system of medicinally active diterpenoids in Marrubium vulgare	PLANT JOURNAL																	Hamberger, Bjoern/I-2122-2012; Zerbe, Philipp/H-8348-2015	Hamberger, Bjoern/0000-0003-1249-1807; Zerbe, Philipp/0000-0001-5163-9523													0960-7412	1365-313X				SEP	2014	79	6					914	927		10.1111/tpj.12589	http://dx.doi.org/10.1111/tpj.12589								24990389					WOS:000341515600003
J	Praveena, C; Veeresham, C				Praveena, Chinthala; Veeresham, Ciddi			Multiple shoot regeneration and effect of sugars on growth and nitidine accumulation in shoot cultures of Toddalia asiatica	PHARMACOGNOSY MAGAZINE																															0973-1296	0976-4062				AUG	2014	10	39		S			480	486		10.4103/0973-1296.139777	http://dx.doi.org/10.4103/0973-1296.139777								25298663					WOS:000341875000005
J	Nwidu, LL; Nwafor, PA; Vilegas, W				Nwidu, Lucky L.; Nwafor, Paul A.; Vilegas, Wagner			ANTIMICROBIAL ACTIVITY OF CARPOLOBIA LUTEA EXTRACTS AND FRACTIONS	AFRICAN JOURNAL OF TRADITIONAL COMPLEMENTARY AND ALTERNATIVE MEDICINES																	Vilegas, Wagner/S-3209-2019; Nwidu, Lucky Legbosi/AFT-7707-2022; Vilegas, Wagner/D-3170-2012	Nwidu, Lucky Legbosi/0000-0001-7328-2297; Vilegas, Wagner/0000-0003-3032-2556													0189-6016						2012	9	3					323	328		10.4314/ajtcam.v9i3.4	http://dx.doi.org/10.4314/ajtcam.v9i3.4								23983362					WOS:000306123400004
J	Zhu, L; Tian, YJ				Zhu, Liang; Tian, Yingjuan			Chemical composition and larvicidal activity of Blumea densiflora essential oils against Anopheles anthropophagus: a malarial vector mosquito	PARASITOLOGY RESEARCH																															0932-0113	1432-1955				NOV	2011	109	5					1417	1422		10.1007/s00436-011-2388-2	http://dx.doi.org/10.1007/s00436-011-2388-2								21556689					WOS:000296011300022
J	Irvani, N; Solouki, M; Omidi, M; Zare, AR; Shahnazi, S				Irvani, N.; Solouki, M.; Omidi, M.; Zare, A. R.; Shahnazi, S.			Callus induction and plant regeneration in Dorem ammoniacum D., an endangered medicinal plant	PLANT CELL TISSUE AND ORGAN CULTURE																															0167-6857	1573-5044				MAR	2010	100	3					293	299		10.1007/s11240-009-9650-7	http://dx.doi.org/10.1007/s11240-009-9650-7													WOS:000274110400006
J	Shalini, K; Guleria, S; Salaria, D; Rolta, R; Fadare, OA; Mehta, J; Awofisayo, O; Mandyal, P; Shandilya, P; Kaushik, N; Choi, EH; Chandel, SR; Kaushik, NK				Shalini, Kumari; Guleria, Shikha; Salaria, Deeksha; Rolta, Rajan; Fadare, Olatomide A.; Mehta, Jyoti; Awofisayo, Oladoja; Mandyal, Parteek; Shandilya, Pooja; Kaushik, Neha; Choi, Eun Ha; Chandel, Shikha Rangra; Kaushik, Nagendra Kumar			Antimicrobial potential of phytocompounds of Acorus calamus: in silico approach	JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS																		mehta, jyoti/0000-0001-5954-5046													0739-1102	1538-0254				2023 MAY 1	2023										10.1080/07391102.2023.2209653	http://dx.doi.org/10.1080/07391102.2023.2209653		MAY 2023						37177811					WOS:000985873200001
J	Thokchom, B; Bhavi, SM; Abbigeri, MB; Shettar, AK; Yarajarla, RB				Thokchom, Bothe; Bhavi, Santosh Mallikarjun; Abbigeri, Megha B.; Shettar, Arun K.; Yarajarla, Ramesh Babu			Green synthesis, characterization and biomedical applications of Centella asiatica-derived carbon dots	CARBON LETTERS																		Bhavi, Santosh Mallikarjun/0000-0001-6813-8952; Thokchom, Bothe/0000-0001-5659-5320													1976-4251	2233-4998				2023 APR 6	2023										10.1007/s42823-023-00505-3	http://dx.doi.org/10.1007/s42823-023-00505-3		APR 2023											WOS:000964898100001
J	Han, J; Wang, JW; Wang, YC; Zhu, ZQ; Zhang, SW; Wu, BR; Meng, MS; Zhao, JN; Wang, DS				Han, Jing; Wang, Jingwen; Wang, Yicun; Zhu, Zhiqi; Zhang, Siwang; Wu, Bingrong; Meng, Mingsong; Zhao, Jianning; Wang, Dongsheng			Sesquiterpene lactones-enriched fractions from Xanthium mongolicum Kitag alleviate RA by regulating M1 macrophage polarization via NF-kappa B and MAPK signaling pathway	FRONTIERS IN PHARMACOLOGY																																1663-9812				JAN 26	2023	14								1104153	10.3389/fphar.2023.1104153	http://dx.doi.org/10.3389/fphar.2023.1104153								36778009					WOS:000934937700001
J	Ali, S; Badshah, G; Ali, U; Afridi, MS; Shamim, A; Khan, A; Soares, FLF; Menezes, LRA; Rezende, VT; Barison, A; de Oliveira, CAF; Tonin, FG				Ali, Sher; Badshah, Gul; Ali, Umar; Afridi, Muhammad Siddique; Shamim, Anwar; Khan, Ajmir; Felipe Soares, Frederico Luiz; Alencar Menezes, Leociley Rocha; Rezende, Vanessa Theodoro; Barison, Andersson; Fernandes de Oliveira, Carlos Augusto; Tonin, Fernando Gustavo			Leaf tissue metabolomics fingerprinting of Citronella gongonha Mart. by H-1 HR-MAS NMR	SCIENTIFIC REPORTS																	Ali, Sher/N-6702-2016; Menezes, Leociley R. A./P-4160-2015; de Oliveira, Carlos Augusto Fernandes/H-3957-2012; Afridi, Muhammad Siddique/J-9170-2019	Ali, Sher/0000-0002-4604-9702; Menezes, Leociley R. A./0000-0001-8631-8607; de Oliveira, Carlos Augusto Fernandes/0000-0001-5779-5287; Afridi, Muhammad Siddique/0000-0002-5505-2612; Theodoro Rezende, Vanessa/0000-0003-1012-371X													2045-2322					OCT 21	2022	12	1							17624	10.1038/s41598-022-22708-w	http://dx.doi.org/10.1038/s41598-022-22708-w								36271238					WOS:000871116800003
J	Yadav, RK; Sahoo, S; Patil, SA				Yadav, Ravi K.; Sahoo, Siddhant; Patil, Sunil A.			Performance evaluation of the integrated hydroponics-microbial electrochemical technology (iHydroMET) for decentralized domestic wastewater treatment	CHEMOSPHERE																	Patil, Sunil A/H-5096-2011	Patil, Sunil Anil/0000-0002-9053-0173; Yadav, Ravi Kumar/0000-0003-1349-1905													0045-6535	1879-1298				FEB	2022	288		2						132514	10.1016/j.chemosphere.2021.132514	http://dx.doi.org/10.1016/j.chemosphere.2021.132514		OCT 2021						34634278					WOS:000710188700002
J	Premalatha, K; Botlagunta, N; Santhosh, D; Hiremath, C; Verma, RK; Shanker, K; Sundaresan, V; Kalra, A				Premalatha, K.; Botlagunta, Navya; Santhosh, D.; Hiremath, Channayya; Verma, Rajesh K.; Shanker, Karuna; Sundaresan, V; Kalra, Alok			Enhancement of soil health, germination and crop productivity in Andrographis paniculata (Burm.f.) Nees, an important medicinal crop by using a composite bio inoculant	JOURNAL OF PLANT NUTRITION																	Botlagunta, Navya/AAP-5642-2021; VERMA, RAJESH KUMAR/O-7166-2018	Botlagunta, Navya/0000-0001-6898-4120; VERMA, RAJESH KUMAR/0000-0002-3973-4779; Kalra, Alok/0000-0002-3314-0179													0190-4167	1532-4087				JUL 20	2021	44	15					2331	2346		10.1080/01904167.2021.1899207	http://dx.doi.org/10.1080/01904167.2021.1899207		MAR 2021											WOS:000636095500001
J	Mohapatra, S; Biswal, AK; Dandapat, J; Debata, PR				Mohapatra, Shubhasmita; Biswal, Anil K.; Dandapat, Jagnehswar; Debata, Priya R.			Leaf Extract of Nerium oleander L. Inhibits Cell Proliferation, Migration and Arrest of Cell Cycle at G(2)/M Phase in HeLa Cervical Cancer Cell	ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY																	Debata, Priya Ranjan/AAY-7142-2021	Debata, Priya Ranjan/0000-0003-1199-535X													1871-5206	1875-5992					2021	21	5					649	657		10.2174/1871520620666200811121400	http://dx.doi.org/10.2174/1871520620666200811121400								32781975					WOS:000631812900004
J	Ullah, H; Mustafa, M; Israr, M; Ali, Z; Nouman, M				Ullah, H.; Mustafa, M.; Israr, M.; Ali, Z.; Nouman, M.			IN VITRO ANTIOXIDANT AND ANTIBACTERIAL POTENTIAL OF MEDICINAL PLANT CERASTIUM FONTANUM	LATIN AMERICAN APPLIED RESEARCH																															0327-0793	1851-8796					2021	51	3					145	151		10.52292/j.laar.2021.547	http://dx.doi.org/10.52292/j.laar.2021.547													WOS:000669656500002
J	Zaman, MAK; Azzeme, AM; Ramle, IK; Normanshah, N; Ramli, SN; Shaharuddin, NA; Ahmad, S; Abdullah, SNA				Zaman, Munirah Adibah Kamarul; Azzeme, Azzreena Mohamad; Ramle, Illy Kamaliah; Normanshah, Nurfazlinyana; Ramli, Siti Nurhafizah; Shaharuddin, Noor Azmi; Ahmad, Syahida; Abdullah, Siti Nor Akmar			Induction, Multiplication, and Evaluation of Antioxidant Activity of Polyalthia bullata Callus, a Woody Medicinal Plant	PLANTS-BASEL																	Azzeme, Azzreena Mohamad/K-3626-2019; Ahmad, Syahida/AAW-4767-2021	Shaharuddin, Noor Azmi/0000-0003-0057-9932; Mohamad Azzeme, Azzreena/0000-0003-4117-1220; Ahmad, Syahida/0000-0003-1989-3358														2223-7747				DEC	2020	9	12							1772	10.3390/plants9121772	http://dx.doi.org/10.3390/plants9121772								33327608					WOS:000602373300001
J	Ghramh, HA; Ibrahim, EH; Kilnay, M; Ahmad, Z; Alhag, SK; Khan, KA; Taha, R; Asiri, FM				Ghramh, Hamed A.; Ibrahim, Essam H.; Kilnay, Mona; Ahmad, Zubair; Alhag, Sadeq K.; Khan, Khalid Ali; Taha, Ramadan; Asiri, Fawziah M.			Silver Nanoparticle Production by Ruta graveolens and Testing Its Safety, Bioactivity, Immune Modulation, Anticancer, and Insecticidal Potentials	BIOINORGANIC CHEMISTRY AND APPLICATIONS																	Taha, Ramadan/HGD-0647-2022; Alhag, Sadeq/GRJ-2635-2022; Ghramh, Hamed/L-4152-2019; Khan, Khalid Ali/AAR-5403-2020; Ibrahim, Essam Hassan/G-1960-2018	Alhag, Sadeq/0000-0001-6695-6492; Khan, Khalid Ali/0000-0002-4734-6338; Ibrahim, Essam Hassan/0000-0003-0130-2257; Ahmad, Zubair/0000-0002-5286-026X													1565-3633	1687-479X				JUL 24	2020	2020									10.1155/2020/5626382	http://dx.doi.org/10.1155/2020/5626382								32774352					WOS:000559108400002
J	Liu, Y; Zhang, X; Yang, ML; Wang, SM				Liu, Yang; Zhang, Xia; Yang, Mei Ling; Wang, Shao Ming			Study on the correlation between soil microbial diversity and ambient environmental factors influencing the safflower distribution in Xinjiang	JOURNAL OF BASIC MICROBIOLOGY																															0233-111X	1521-4028				JUN	2020	60	6					517	531		10.1002/jobm.201900626	http://dx.doi.org/10.1002/jobm.201900626		APR 2020						32301140					WOS:000526989300001
J	Nejatzadeh-Barandozi, F				Nejatzadeh-Barandozi, Fatemeh			Effects of different levels of mulch and irrigation on growth traits and essential oil content of basil	ITALIAN JOURNAL OF AGRONOMY																	Nejatzadeh-Barandozi, Fatemeh/O-9895-2016														1125-4718	2039-6805					2020	15	3					222	228	1247	10.4081/ija.2020.1247	http://dx.doi.org/10.4081/ija.2020.1247													WOS:000588004700005
J	Yang, H; Sun, W; Ma, P; Yao, CS; Fan, YN; Li, SY; Yuan, JQ; Zhang, ZQ; Li, XY; Lin, MB; Hou, Q				Yang, Hui; Sun, Wei; Ma, Pei; Yao, Chunsuo; Fan, Yannan; Li, Shuyi; Yuan, Jiqiao; Zhang, Ziqian; Li, Xuyu; Lin, Mingbao; Hou, Qi			Multiple Components Rapidly Screened from Perilla Leaves Attenuate Asthma Airway Inflammation by Synergistic Targeting on Syk	JOURNAL OF INFLAMMATION RESEARCH																	Zhang, Ziqian/HJY-8135-2023															1178-7031					2020	13						897	911		10.2147/JIR.S281393	http://dx.doi.org/10.2147/JIR.S281393								33223845					WOS:000591725000001
J	Bi, HP; Wang, S; Zhou, W; Zhuang, YB; Liu, T				Bi, Huiping; Wang, Shuai; Zhou, Wei; Zhuang, Yibin; Liu, Tao			Producing Gram-Scale Unnatural Rosavin Analogues from Glucose by Engineered Escherichia coli	ACS SYNTHETIC BIOLOGY																															2161-5063					AUG	2019	8	8					1931	1940		10.1021/acssynbio.9b00219	http://dx.doi.org/10.1021/acssynbio.9b00219								31291541					WOS:000481979300025
J	Gonzalez, AF; Balmaseda, IH; Gaiten, YIG; Lizama, RS; Garcia, LMC; Pieters, L; Guerra, IR; Hernandez, RD				Felipe Gonzalez, Alejandro; Hernandez Balmaseda, Ivones; Gutierrez Gaiten, Yamilet I.; Scull Lizama, Ramon; Carmenate Garcia, Laura M.; Pieters, Luc; Rodeiro Guerra, Idania; Delgado Hernandez, Rene			Phytochemical study and antioxidant capacity of three fractions from the stem of Caesalpinia bahamensis Lam.	JOURNAL OF PHARMACY & PHARMACOGNOSY RESEARCH																	Delgado Hernandez, Rene/AAS-5111-2021; González, Alejandro/ADA-8976-2022; Pieters, Luc/P-5820-2016; Balmaseda, Ivones Hernández/AAG-4504-2021	Delgado Hernandez, Rene/0000-0001-7051-7871; González, Alejandro/0000-0003-2287-254X; Pieters, Luc/0000-0002-8288-4254; 													0719-4250					JAN-FEB	2019	7	1					12	20																WOS:000453835100002
J	Ahmed, SM; Alamer, KH				Ahmed, Shawkat M.; Alamer, Khalid H.			Genetic Differentiation of Citrullus colocynthis (L.) Populations Depending on Allozyme Diversity	EGYPTIAN JOURNAL OF BOTANY																	Alamer, Khalid/AAR-8245-2020	Alamer, Khalid/0000-0003-3043-2093													0375-9237					FAL	2018	58	3					581	590		10.21608/ejbo.2018.3595.1170	http://dx.doi.org/10.21608/ejbo.2018.3595.1170													WOS:000452488700022
J	Nejad, ASM; Bahmani, M; Shah, NA; Shah, SA; Rafieian-Kopaei, M				Nejad, Amir S. Mozaffari; Bahmani, Mahmoud; Shah, Naseer A.; Shah, Sayed A.; Rafieian-Kopaei, Mahmoud			Beliefs of herbal therapies of the community of the Ilam city of Ilam province, Iran	JOURNAL OF PHARMACY & PHARMACOGNOSY RESEARCH																	Shah, Sayed Afzal/L-6611-2019; Mozaffari Nejad, Amir Sasan/G-3313-2013; Rafieian-Kopaei, Mahmoud/L-6532-2016	Shah, Sayed Afzal/0000-0001-5719-3139; Mozaffari Nejad, Amir Sasan/0000-0003-3565-3020; Rafieian-Kopaei, Mahmoud/0000-0003-0791-8757; Bahmani, Mahmoud/0000-0002-9643-9274													0719-4250					JUL-AUG	2018	6	4					299	317																WOS:000437482100007
J	Thakur, D; Rathore, N; Sharma, MK; Chawla, A				Thakur, Dinesh; Rathore, Nikita; Sharma, Manish K.; Chawla, Amit			Enhanced reproductive success revealed key strategy for persistence of devastated populations in Himalayan food-deceptive orchid, Dactylorhiza hatagirea	PLANT SPECIES BIOLOGY																	Chawla, Amit/ABE-6041-2021; Thakur, Dinesh/AAL-2676-2020; RATHORE, NIKITA/AGJ-4799-2022; Chawla, Amit/F-1372-2010	Chawla, Amit/0000-0003-1476-9956; Thakur, Dinesh/0000-0002-4610-5444; RATHORE, NIKITA/0000-0003-3089-8504; Chawla, Amit/0000-0003-1476-9956													0913-557X	1442-1984				JUL	2018	33	3					191	202		10.1111/1442-1984.12205	http://dx.doi.org/10.1111/1442-1984.12205													WOS:000436943100003
J	Salachna, P; Grzeszczuk, M; Meller, E; Sobol, M				Salachna, Piotr; Grzeszczuk, Monika; Meller, Edward; Sobol, Marcin			Oligo-Alginate with Low Molecular Mass Improves Growth and Physiological Activity of Eucomis autumnalis under Salinity Stress	MOLECULES																	Soból, Marcin/G-4537-2016; Meller, Edward/I-8403-2016; Salachna, Piotr/G-6758-2016; Grzeszczuk, Monika/G-5593-2016	Salachna, Piotr/0000-0003-0403-8519; Grzeszczuk, Monika/0000-0003-1347-6764; Meller, Edward/0000-0002-9686-2494														1420-3049				APR	2018	23	4							812	10.3390/molecules23040812	http://dx.doi.org/10.3390/molecules23040812								29614824					WOS:000434717300104
J	Lee, JH; Kim, C; Lee, SG; Yang, WM; Um, JY; Sethi, G; Ahn, KS				Lee, Jong Hyun; Kim, Chulwon; Lee, Seok-Geun; Yang, Woong Mo; Um, Jae-Young; Sethi, Gautam; Ahn, Kwang Seok			Ophiopogonin D modulates multiple oncogenic signaling pathways, leading to suppression of proliferation and chemosensitization of human lung cancer cells	PHYTOMEDICINE																	Lee, Seok-Geun/B-3408-2011; Sethi, Gautam/F-2372-2011; Yang, Woong Mo/AAH-9185-2020	Lee, Seok-Geun/0000-0002-0060-5777; Sethi, Gautam/0000-0002-8677-8475; Yang, Woong Mo/0000-0001-5308-2386													0944-7113					FEB 1	2018	40						165	175		10.1016/j.phymed.2018.01.002	http://dx.doi.org/10.1016/j.phymed.2018.01.002								29496169					WOS:000426182000019
J	Wang, PF; Mu, XP; Du, JJ; Gao, YG; Bai, DH; Jia, LT; Zhang, JC; Ren, HY; Xue, XF				Wang, Pengfei; Mu, Xiaopeng; Du, Junjie; Gao, Yu Gary; Bai, Donghai; Jia, Luting; Zhang, Jiancheng; Ren, Haiyan; Xue, Xiaofang			Flavonoid content and radical scavenging activity in fruits of Chinese dwarf cherry (Cerasus humilis) genotypes	JOURNAL OF FORESTRY RESEARCH																	; Gao, Yu "Gary"/D-6587-2018	Du, Junjie/0000-0002-9200-1099; Mu, Xiaopeng/0000-0001-6777-1051; Gao, Yu "Gary"/0000-0002-9901-8790													1007-662X	1993-0607				JAN	2018	29	1					55	63		10.1007/s11676-017-0418-3	http://dx.doi.org/10.1007/s11676-017-0418-3													WOS:000419916000005
