PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Halder, T; Ghosh, B				Halder, Tarun; Ghosh, Biswajit			Hairy root cultures of Physalis minima L. ? an alternative source of withaferin A production	PLANT CELL TISSUE AND ORGAN CULTURE																		Ghosh, Biswajit/0000-0002-4396-2088; Halder, Tarun/0000-0001-9732-018X													0167-6857	1573-5044				JAN	2023	152	1					31	44		10.1007/s11240-022-02386-2	http://dx.doi.org/10.1007/s11240-022-02386-2		OCT 2022											WOS:000874447000001
J	Tailulu, A; Li, M; Ye, BH; Al-qudaimi, R; Cao, FQ; Liu, WB; Shi, P				Tailulu, Aslee; Li, Ming; Ye, Binghao; Al-qudaimi, Redhwan; Cao, Fangqi; Liu, Wenbin; Shi, Ping			Antimicrobial and anticancer activities of Hainan dry noni fruit alcoholic extracts and their novel compounds identification using UPLC-Q-Exactive Obitrap-MS/MS	JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS																															0731-7085	1873-264X				OCT 25	2022	220								114989	10.1016/j.jpba.2022.114989	http://dx.doi.org/10.1016/j.jpba.2022.114989		AUG 2022						35998428					WOS:000863168400007
J	Yue, L; Uwaremwe, C; Tian, Y; Liu, Y; Zhao, X; Zhou, Q; Wang, Y; Zhang, YB; Liu, BL; Cui, ZT; Dun, CC; Wang, RY				Yue, Liang; Uwaremwe, Constantine; Tian, Yuan; Liu, Yang; Zhao, Xia; Zhou, Qin; Wang, Yun; Zhang, Yubao; Liu, Bailong; Cui, Zengtuan; Dun, Chengchao; Wang, Ruoyu			Bacillus amyloliquefaciens Rescues Glycyrrhizic Acid Loss Under Drought Stress in Glycyrrhiza uralensis by Activating the Jasmonic Acid Pathway	FRONTIERS IN MICROBIOLOGY																		Wang, Ruoyu/0000-0002-0422-6408														1664-302X				MAR 16	2022	12								798525	10.3389/fmicb.2021.798525	http://dx.doi.org/10.3389/fmicb.2021.798525								35368293					WOS:000778743300001
J	Gu, RR; Meng, XH; Zhang, Y; Xu, HY; Zhan, L; Gao, ZB; Yang, JL; Zheng, YM				Gu, Ru-Rong; Meng, Xian-Hua; Zhang, Yin; Xu, Hai-Yan; Zhan, Li; Gao, Zhao-Bing; Yang, Jun-Li; Zheng, Yue-Ming			(-)-Naringenin 4 ',7-dimethyl Ether Isolated from Nardostachys jatamansi Relieves Pain through Inhibition of Multiple Channels	MOLECULES																		Zheng, Yueming/0000-0003-0677-0316														1420-3049				MAR	2022	27	5							1735	10.3390/molecules27051735	http://dx.doi.org/10.3390/molecules27051735								35268839					WOS:000775635800001
J	Grzegorczyk-Karolak, I; Hnatuszko-Konka, K; Krzeminska, M; Olszewska, MA; Owczarek, A				Grzegorczyk-Karolak, Izabela; Hnatuszko-Konka, Katarzyna; Krzeminska, Marta; Olszewska, Monika A.; Owczarek, Aleksandra			Cytokinin-Based Tissue Cultures for Stable Medicinal Plant Production: Regeneration and Phytochemical Profiling of Salvia bulleyana Shoots	BIOMOLECULES																	Owczarek, Aleksandra/E-4119-2016; Olszewska, Monika A/S-9508-2016; Hnatuszko-Konka, Katarzyna/AAE-9349-2020	Owczarek, Aleksandra/0000-0002-4449-0692; Hnatuszko-Konka, Katarzyna/0000-0001-8174-3268; Olszewska, Monika/0000-0001-8468-1365; Grzegorczyk-Karolak, Izabela/0000-0003-4793-4604; Krzeminska, Marta/0000-0001-5197-6810														2218-273X				OCT	2021	11	10							1513	10.3390/biom11101513	http://dx.doi.org/10.3390/biom11101513								34680145					WOS:000715102400001
J	Sabry, MM; Abdel-Rahman, RF; El-Shenawy, SM; Hassan, AM; El-Gayed, SH				Sabry, Manal M.; Abdel-Rahman, Rehab F.; El-Shenawy, Siham M.; Hassan, Azza M.; El-Gayed, Sabah H.			Estrogenic activity of Sage (Salvia officinalis L.) aerial parts and its isolated ferulic acid in immature ovariectomized female rats	JOURNAL OF ETHNOPHARMACOLOGY																	Sabry, Manal Mahmoud/AAE-8807-2020; sabry, manal/AAE-9985-2021	sabry, manal/0000-0001-5309-9698													0378-8741	1872-7573				JAN 10	2022	282								114579	10.1016/j.jep.2021.114579	http://dx.doi.org/10.1016/j.jep.2021.114579		SEP 2021						34499963					WOS:000704922000003
J	Li, C; Shen, QY; Cai, X; Lai, DN; Wu, LS; Han, ZG; Zhao, TL; Chen, DH; Si, JP				Li, Cong; Shen, Qiuyi; Cai, Xiang; Lai, Danni; Wu, Lingshang; Han, Zhigang; Zhao, Tianlun; Chen, Donghong; Si, Jinping			JA signal-mediated immunity of Dendrobium catenatum to necrotrophic Southern Blight pathogen	BMC PLANT BIOLOGY																															1471-2229					AUG 6	2021	21	1							360	10.1186/s12870-021-03134-y	http://dx.doi.org/10.1186/s12870-021-03134-y								34362300					WOS:000682500300001
J	Tavan, M; Sarikhani, H; Mirjalili, MH; Rigano, MM; Azizi, A				Tavan, Mansoureh; Sarikhani, Hassan; Mirjalili, Mohammad Hossein; Rigano, Maria Manuela; Azizi, Ali			Triterpenic and phenolic acids production changed in Salvia officinalis via in vitro and in vivo polyploidization: A consequence of altered genes expression	PHYTOCHEMISTRY																	Sarikhani, Hassan/AAY-7602-2020	rigano, maria manuela/0000-0001-7826-9067; Tavan, Mansoureh/0000-0002-3589-461X													0031-9422	1873-3700				SEP	2021	189								112803	10.1016/j.phytochem.2021.112803	http://dx.doi.org/10.1016/j.phytochem.2021.112803		JUN 2021						34144408					WOS:000679123100001
J	Thilakarathna, GC; Navaratne, SB; Wickramasinghe, I; Ranasinghe, P; Samarkoon, SR; Samarasekera, JKRR				Thilakarathna, G. C.; Navaratne, S. B.; Wickramasinghe, I; Ranasinghe, P.; Samarkoon, S. R.; Samarasekera, J. K. R. R.			The effect of Salacia reticulata, Syzygium cumini, Artocarpus heterophyllus, and Cassia auriculata on controlling the rapid formation of advanced glycation end-products	JOURNAL OF AYURVEDA AND INTEGRATIVE MEDICINE																															0975-9476	0976-2809				APR-JUN	2021	12	2					261	268		10.1016/j.jaim.2020.10.010	http://dx.doi.org/10.1016/j.jaim.2020.10.010		MAY 2021						33731265					WOS:000656748400005
J	Tomar, V; Das, N; Chauhan, H; Roy, P; Sircar, D				Tomar, Varsha; Das, Neeladrisingha; Chauhan, Harsh; Roy, Partha; Sircar, Debabrata			Closed polybag foliar methyl-jasmonate treatment: New technology for rapid enhancement of bioactive withanolide biosynthesis in field-grown plants of Withania somnifera	INDUSTRIAL CROPS AND PRODUCTS																	Das, Neeladrisingha/GSI-6798-2022; DAS, NEELADRISINGHA/ABD-4830-2021	DAS, NEELADRISINGHA/0000-0001-5394-0432; Chauhan, Harsh/0000-0002-1396-5464; Sircar, Debabrata/0000-0002-2788-119X													0926-6690	1872-633X				APR	2021	162								113262	10.1016/j.indcrop.2021.113262	http://dx.doi.org/10.1016/j.indcrop.2021.113262		JAN 2021											WOS:000624637200010
J	Gemantari, BM; Romadhonsyah, F; Nurrochmad, A; Wahyuono, S; Astuti, P				Gemantari, Baiq Maylinda; Romadhonsyah, Fitra; Nurrochmad, Arief; Wahyuono, Subagus; Astuti, Puji			Bioactivity Screening of Endophytic Fungus Eutypa linearis Isolated from Coleus amboinicus (Lour.)	INDONESIAN JOURNAL OF PHARMACY																	Gemantari, Baiq Maylinda/GPJ-9795-2022; Nurrochmad, Arief/E-7182-2017; Astuti, Puji/GLV-5075-2022	Gemantari, Baiq Maylinda/0000-0001-5401-9784; Astuti, Puji/0000-0003-3316-6149; Romadhonsyah, Fitra/0000-0001-9686-3289													2338-9486	2338-9427					2021	32	1					86	95																WOS:000746553200009
J	Haleshappa, R; Patil, SJ; Murthy, KRS				Haleshappa, R.; Patil, Sharangouda J.; Murthy, K. R. Siddalinga			Phytochemical Analysis, In Vitro Evaluation of Antioxidant and Free Radical Scavenging Activity of Simarouba glauca Seeds	ADVANCES IN PHARMACOLOGY AND PHARMACY																															2332-0036	2332-0044				JAN	2021	9	1					1	8		10.13189/app.2021.090101	http://dx.doi.org/10.13189/app.2021.090101													WOS:000624896900001
J	Kianersi, F; Abdollahi, MR; Mirzaie-asl, A; Dastan, D; Rasheed, F				Kianersi, Farzad; Abdollahi, Mohammad Reza; Mirzaie-asl, Asghar; Dastan, Dara; Rasheed, Faiza			Identification and tissue-specific expression of rutin biosynthetic pathway genes in Capparis spinosa elicited with salicylic acid and methyl jasmonate	SCIENTIFIC REPORTS																	Reza, Mohammad/S-4459-2019; Dastan, Dara/N-5658-2017	Reza, Mohammad/0000-0002-9237-2420; Kianersi, Farzad/0000-0002-2692-9876													2045-2322					JUN 1	2020	10	1							8884	10.1038/s41598-020-65815-2	http://dx.doi.org/10.1038/s41598-020-65815-2								32483287					WOS:000540482200076
J	Tlacomulco-Flores, LL; Deciga-Campos, M; Gonzalez-Trujano, ME; Carballo-Villalobos, AI; Pellicer, F				Leonel Tlacomulco-Flores, Lorenzo; Deciga-Campos, Myrna; Eva Gonzalez-Trujano, Maria; Ibeth Carballo-Villalobos, Azucena; Pellicer, Francisco			Antinociceptive effects of Salvia divinorum and bioactive salvinorins in experimental pain models in mice	JOURNAL OF ETHNOPHARMACOLOGY																	Carballo-Villalobos, Azucena Ibeth/ABF-5150-2020; González-Trujano, María-Eva/AAF-6337-2021	Carballo-Villalobos, Azucena Ibeth/0000-0001-7104-8501; 													0378-8741	1872-7573				FEB 10	2020	248								112276	10.1016/j.jep.2019.112276	http://dx.doi.org/10.1016/j.jep.2019.112276								31593812					WOS:000503312800006
J	Patel, SB; Attar, UA; Sakate, DM; Ghane, SG				Patel, S. B.; Attar, U. A.; Sakate, D. M.; Ghane, S. G.			Efficient extraction of cucurbitacins from Diplocyclos palmatus (L.) C. Jeffrey: Optimization using response surface methodology, extraction methods and study of some important bioactivities	SCIENTIFIC REPORTS																	Ghane, Savaliram/AAF-2474-2020; Sakate, Deepak M/I-4858-2019	Ghane, Savaliram/0000-0002-1747-2843; Sakate, Deepak M/0000-0003-4637-6241; Attar, Usmangani/0000-0002-7017-3527; Patel, Suraj/0000-0001-9178-3562													2045-2322					FEB 7	2020	10	1							2109	10.1038/s41598-020-58924-5	http://dx.doi.org/10.1038/s41598-020-58924-5								32034276					WOS:000562828900006
J	Ahuja, A; Jeong, D; Kim, MY; Cho, JY				Ahuja, Akash; Jeong, Deok; Kim, Mi-Yeon; Cho, Jae Youl			Trichosanthes tricuspidata Lour. Methanol Extract Exhibits Anti-Inflammatory Activity by Targeting Syk, Src, and IRAK1 Kinase Activity	EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE																	Ahuja, Akash/HTM-1399-2023; Ahuja, Akash/HSC-1150-2023	Ahuja, Akash/0000-0003-0063-5025													1741-427X	1741-4288				DEC 16	2019	2019								6879346	10.1155/2019/6879346	http://dx.doi.org/10.1155/2019/6879346								31929819					WOS:000522249300002
J	Asghar, K; Qasim, M; Das, D				Asghar, Khushnuma; Qasim, Mohd; Das, Dibakar			Synthesis and characterization of neem gum coated superparamagnetic nanoparticle based novel nanobiocomposite	CERAMICS INTERNATIONAL																															0272-8842	1873-3956				DEC 15	2019	45	18	B		SI		25069	25077		10.1016/j.ceramint.2019.04.050	http://dx.doi.org/10.1016/j.ceramint.2019.04.050													WOS:000495498100014
J	Ghavi, F; Taghizadeh, M; Taebi, M; Abdolahian, S				Ghavi, F.; Taghizadeh, M.; Taebi, M.; Abdolahian, S.			Effect of Foeniculum vulgare essence on symptoms of polycystic ovarian syndrome (PCOS): A randomized double-blind, placebo-controlled trial	JOURNAL OF HERBAL MEDICINE																	Taghizadeh, Mohsen/D-7784-2017; Ghavi, Fatemeh/Q-9300-2018; taebi, mahboube/E-2113-2018	Taghizadeh, Mohsen/0000-0001-6526-5497; Ghavi, Fatemeh/0000-0001-5031-8816; taebi, mahboube/0000-0002-8029-7718													2210-8033	2210-8041				SEP-DEC	2019	17-18								100277	10.1016/j.hermed.2019.100277	http://dx.doi.org/10.1016/j.hermed.2019.100277													WOS:000510151900017
J	Watcho, P; Lih, F; Deeh, PBD; Wankeu-Nya, M; Ngadjui, E; Bonsou, GRF; Kamanyi, A; Kamtchouing, P				Watcho, Pierre; Lih, Fred; Deeh, Patrick Brice Defo; Wankeu-Nya, Modeste; Ngadjui, Esther; Bonsou, Georges Romeo Fozing; Kamanyi, Albert; Kamtchouing, Pierre			Aphrodisiac property of aqueous and methanolic extracts of Raphia vinifera (Arecaceae) in sexually experienced male rats	INTERNATIONAL JOURNAL OF REPRODUCTIVE BIOMEDICINE																	Brice, DEEH DEFO Patrick/AEZ-9023-2022														2476-4108	2476-3772				JUN	2019	17	6					413	424		10.18502/ijrm.v17i6.4813	http://dx.doi.org/10.18502/ijrm.v17i6.4813								31508566					WOS:000477750500004
J	Bolla, SR; Al-Subaie, AM; Al-Jindan, RY; Balakrishna, JP; Ravi, PK; Veeraraghavan, VP; Pillai, AA; Gollapalli, SSR; Joseph, JP; Surapaneni, KM				Bolla, Srinivasa Rao; Al-Subaie, Abeer Mohammed; Al-Jindan, Reem Yousuf; Balakrishna, Janardhana Papayya; Ravi, Padma Kanchi; Veeraraghavan, Vishnu Priya; Pillai, Aruthra Arumugam; Gollapalli, Shiva Shankar Reddy; Joseph, Joel Palpath; Surapaneni, Krishna Mohan			In vitro wound healing potency of methanolic leaf extract of Aristolochia saccata is possibly mediated by its stimulatory effect on collagen-1 expression	HELIYON																	Bolla, Srinivasa Rao/A-6614-2015; Veeraraghavan, Vishnu Priya/GVT-0445-2022; Krishna Mohan, Surapaneni/K-4865-2013; Veeraraghavan, Vishnu Priya/AGV-6865-2022; Padma, Kanchi ravi Ravi/ABE-8270-2021	Bolla, Srinivasa Rao/0000-0002-2644-5169; Krishna Mohan, Surapaneni/0000-0002-5204-5708; Padma, Kanchi ravi Ravi/0000-0002-6783-3248; AlSubaie, Abeer/0000-0002-9332-7082														2405-8440				MAY	2019	5	5							e01648	10.1016/j.heliyon.2019.e01648	http://dx.doi.org/10.1016/j.heliyon.2019.e01648								31193473					WOS:000473561400082
J	Hulley, IM; Van Wyk, BE				Hulley, I. M.; Van Wyk, B-E			Quantitative medicinal ethnobotany of Kannaland (western Little Karoo, South Africa): Non-homogeneity amongst villages	SOUTH AFRICAN JOURNAL OF BOTANY																	Van Wyk, Ben-Erik/B-7420-2009														0254-6299	1727-9321				MAY	2019	122						225	265		10.1016/j.sajb.2018.03.014	http://dx.doi.org/10.1016/j.sajb.2018.03.014													WOS:000469020300013
J	Kumara, PM; Shaanker, RU; Pradeep, T				Kumara, P. Mohana; Shaanker, R. Uma; Pradeep, T.			UPLC and ESI-MS analysis of metabolites of Rauvolfia tetraphylla L. and their spatial localization using desorption electrospray ionization (DESI) mass spectrometric imaging	PHYTOCHEMISTRY																		Pradeep, T./0000-0003-3174-534X													0031-9422	1873-3700				MAR	2019	159						20	29		10.1016/j.phytochem.2018.11.009	http://dx.doi.org/10.1016/j.phytochem.2018.11.009								30562679					WOS:000458710000003
J	Enechi, OC; Amah, CC; Okagu, IU; Ononiwu, CP; Azidiegwu, VC; Ugwuoke, EO; Onoh, AP; Ndukwe, EE				Enechi, Osmund Chukwuma; Amah, Christian Chijioke; Okagu, Innocent Uzochukwu; Ononiwu, Chidinma Pamela; Azidiegwu, Vitalis Chukwumalume; Ugwuoke, Eberechukwu Ogochukwu; Onoh, Amarachukwu Pearl; Ndukwe, Emmanuel Elekweuwa			Methanol extracts of Fagara zanthoxyloides leaves possess antimalarial effects and normalizes haematological and biochemical status of Plasmodium berghei-passaged mice	PHARMACEUTICAL BIOLOGY																	OKAGU, INNOCENT UZOCHUKWU/AGV-9987-2022; Okagu, Innocent Uzochukwu/CAF-1355-2022	OKAGU, INNOCENT UZOCHUKWU/0000-0002-9424-7535; Okagu, Innocent Uzochukwu/0000-0002-9424-7535; Ononiwu, Chidinma/0000-0001-8568-8577													1388-0209	1744-5116				JAN 1	2019	57	1					577	585		10.1080/13880209.2019.1656753	http://dx.doi.org/10.1080/13880209.2019.1656753								31500475					WOS:000486087400001
J	Bespalov, VG; Alexandrov, VA; Semenov, AL; Vysochina, GI; Kostikova, VA; Baranenko, DA				Bespalov, Vladimir G.; Alexandrov, Valerij A.; Semenov, Alexander L.; Vysochina, Galina I.; Kostikova, Vera A.; Baranenko, Denis A.			The inhibitory effect of Filipendula ulmaria (L.) Maxim. on colorectal carcinogenesis induced in rats by methylnitrosourea	JOURNAL OF ETHNOPHARMACOLOGY																	Alexandrov, Valerii/ABD-6996-2020; Bespalov, Vladimir VG/K-4239-2013; Semenov, Alexander/S-1484-2016; Baranenko, Denis A./N-1474-2014; Kostikova, Vera Andreevna/R-7815-2016	Bespalov, Vladimir VG/0000-0003-4976-8515; Semenov, Alexander/0000-0002-5190-0629; Baranenko, Denis/0000-0002-9284-4379													0378-8741					DEC 5	2018	227						1	7		10.1016/j.jep.2018.08.013	http://dx.doi.org/10.1016/j.jep.2018.08.013								30114518					WOS:000447476700001
J	Kaur, G; Jaswal, P; Banga, R; Dharwal, V; Kumar, A; Naura, AS				Kaur, Gurparteek; Jaswal, Priya; Banga, Reenu; Dharwal, Vivek; Kumar, Ashwani; Naura, Amarjit Singh			Hydroalcoholic Extract of Argyreia speciosa Roots Ameliorates HCl-mediated Acute Lung Injury in Mice	PHARMACOGNOSY MAGAZINE																	Dharwal, Vivek/AAC-5374-2020	Dharwal, Vivek/0000-0002-9645-3797													0973-1296	0976-4062				APR-JUN	2018	14	55		S			S8	S13		10.4103/pm.pm_324_17	http://dx.doi.org/10.4103/pm.pm_324_17													WOS:000442782500003
J	Hamdi, A; Bero, J; Beaufay, C; Flamini, G; Marzouk, Z; Heyden, YV; Quetin-Leclercq, J				Hamdi, Assia; Bero, Joanne; Beaufay, Claire; Flamini, Guido; Marzouk, Zohra; Heyden, Yvan Vander; Quetin-Leclercq, Joelle			In vitro antileishmanial and cytotoxicity activities of essential oils from Haplophyllum tuberculatum A. Juss leaves, stems and aerial parts	BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE																	Flamini, Guido/A-7988-2011	Flamini, Guido/0000-0003-2418-9349; Leclercq, Joelle/0000-0002-2278-6206; Vander Heyden, Yvan/0000-0002-7788-9886													1472-6882					FEB 14	2018	18								60	10.1186/s12906-018-2128-6	http://dx.doi.org/10.1186/s12906-018-2128-6								29444667					WOS:000425448300003
