PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Viana, AFSC; Fernandes, HB; Chaves, MH; Viana, DA; Santos, VG; Silva, ACA; Lopes, MTP; Oliveira, RDM				Viana, Ana Flavia Seraine Custodio; Fernandes, Helio B.; Chaves, Mariana H.; Viana, Daniel A.; Santos, Verlane G.; Silva, Ariadne C. A.; Lopes, Miriam T. P.; Oliveira, Rita de Cassia M.			Cenostigma macrophyllumTul. var.acuminataTeles Freire Fraction Leaves Stimulate Gastric Healing in Rats and Human Cell Cultures	JOURNAL OF MEDICINAL FOOD																	Viana, Ana Flávia Seraine Custódio/GXW-0048-2022; Lopes, Miriam T P/A-7732-2015	Lopes, Miriam T P/0000-0001-9980-3169													1096-620X	1557-7600				MAR 1	2021	24	3					248	257		10.1089/jmf.2020.0013	http://dx.doi.org/10.1089/jmf.2020.0013		JUN 2020						32598207					WOS:000546066200001
J	Bouguemra, S; Ouafi, S; Bouguedoura, N; Chabane, D				Bouguemra, Selma; Ouafi, Saida; Bouguedoura, Nadia; Chabane, Djamila			Enhancing bioactive potential by growth regulators in callus of Mentha longifolia L. leaves for anti-inflammatory and analgesic activities	INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY																															0019-5189	0975-1009				FEB	2020	58	2					122	130																WOS:000512481300006
J	Millan, ME; Marra, MF; Salvarredi, LA; Lizarraga, EF; Lopez, LA				Elisa Millan, Maria; Fernanda Marra, Maria; Andres Salvarredi, Leonardo; Fernando Lizarraga, Emilio; Alberto Lopez, Luis			Fractions of a chloroform extract of ajenjo leaves (Artemisia mendozana DC. var. mendozana) inhibit the proliferation, viability and clonogenicity of B16-F0 melanoma cells	BIOCELL																															0327-9545	1667-5746					2020	44	3					293	299		10.32604/biocell.2020.012342	http://dx.doi.org/10.32604/biocell.2020.012342													WOS:000572676600003
J	Zeng, H; Zhu, L; Ma, LQ; Zhang, WW; Xu, F; Liao, YL				Zeng, Hui; Zhu, Li; Ma, Liang-Qiong; Zhang, Wei-Wei; Xu, Feng; Liao, Yong-Ling			De Novo Transcriptome Sequencing of Ilex cornuta and Analysis of Genes Involved in Triterpenoid Biosynthesis	INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY																															1560-8530	1814-9596					2019	22	4					793	800		10.17957/IJAB/15.1132	http://dx.doi.org/10.17957/IJAB/15.1132													WOS:000482115000028
J	Liu, SZ; Chen, QH; Liu, JJ; Yang, XT; Zhang, Y; Huang, FJ				Liu, Suzi; Chen, Qiuhua; Liu, Junjun; Yang, Xiaoting; Zhang, Yan; Huang, Fengjie			Sinomenine protects against E.coli-induced acute lung injury in mice through Nrf2-NF-kappa B pathway	BIOMEDICINE & PHARMACOTHERAPY																															0753-3322	1950-6007				NOV	2018	107						696	702		10.1016/j.biopha.2018.08.048	http://dx.doi.org/10.1016/j.biopha.2018.08.048								30138891					WOS:000445036200075
J	Alvarenga, ICA; Pacheco, FV; Alvarenga, AA; Bertolucci, SKV; Pinto, JEBP				Alvarenga, Ivan C. A.; Pacheco, Fernanda, V; Alvarenga, Amauri A.; Bertolucci, Suzan K., V; Pinto, Jose Eduardo B. P.			Growth and production of volatile compounds of yarrow (Achillea millefolium L.) under different irrigation depths	ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS																		Alvarenga, Ivan/0000-0001-9025-727X													0001-3765	1678-2690				OCT-DEC	2018	90	4					3901	3910		10.1590/0001-3765201820180092	http://dx.doi.org/10.1590/0001-3765201820180092								30379266					WOS:000550816500009
J	Meher, S; Ali, I; Sami, A; Ismail, M; Naheed, N; Khan, SA; Ahmad, VU				Meher, S.; Ali, I.; Sami, A.; Ismail, M.; Naheed, N.; Khan, S. A.; Ahmad, V. U.			SCREENING OF SOME MEDICINAL PLANTS FOR ANTIBACTERIAL ACTIVITY AGAINST CONJUNCTIVITIS	JOURNAL OF ANIMAL AND PLANT SCIENCES																	Ali, Iftikhar/D-1099-2014; Khan, Shahid Ali/AAL-6431-2021; Ismail, Muhammad/AAC-4620-2019	Ali, Iftikhar/0000-0002-5817-8800; Khan, Shahid Ali/0000-0003-0132-8000; Ismail, Muhammad/0000-0002-7512-5380													1018-7081					DEC	2017	27	6					2069	2074																WOS:000417866700039
J	Tripathy, V; Saha, A; Kumar, J				Tripathy, Vandana; Saha, Ajoy; Kumar, Jitendra			Detection of pesticides in popular medicinal herbs: a modified QuEChERS and gas chromatography-mass spectrometry based approach	JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE																	Kumar, Jitendra/L-7722-2019	tripathy, vandana/0000-0002-1887-115X													0022-1155	0975-8402				FEB	2017	54	2					458	468		10.1007/s13197-017-2487-x	http://dx.doi.org/10.1007/s13197-017-2487-x								28242945					WOS:000394318800019
J	Bi, WL; Pan, C; Liu, J; Wang, QC				Bi, W. -L.; Pan, C.; Liu, J.; Wang, Q. -C.			Greenhouse performance, genetic stability and biochemical compounds in Chrysanthemum morifolium 'Hangju' plants regenerated from cryopreserved shoot tips	ACTA PHYSIOLOGIAE PLANTARUM																		Bi, Wenlu/0000-0001-8852-5298													0137-5881	1861-1664				NOV	2016	38	11								10.1007/s11738-016-2288-2	http://dx.doi.org/10.1007/s11738-016-2288-2													WOS:000388925700013
J	Wang, X; Zhao, F; Lv, ZM; Shi, WQ; Zhang, LY; Yan, M				Wang, Xiang; Zhao, Fang; Lv, Zhong-ming; Shi, Wei-qin; Zhang, Lu-yong; Yan, Ming			Triptolide disrupts the actin-based Sertoli-germ cells adherens junctions by inhibiting Rho GTPases expression	TOXICOLOGY AND APPLIED PHARMACOLOGY																	YAN, Ming/ABC-5648-2020	YAN, Ming/0000-0001-8507-9990; Zhao, Fang/0000-0002-5774-2238													0041-008X	1096-0333				NOV 1	2016	310						32	40		10.1016/j.taap.2016.08.017	http://dx.doi.org/10.1016/j.taap.2016.08.017								27554044					WOS:000386745900004
J	Zheng, YF; Wang, Q; Zhuang, WJ; Lu, X; Miron, A; Chai, TT; Zheng, BD; Xiao, JB				Zheng, Yafeng; Wang, Qi; Zhuang, Weijing; Lu, Xu; Miron, Anca; Chai, Tsun-Thai; Zheng, Baodong; Xiao, Jianbo			Cytotoxic, Antitumor and Immunomodulatory Effects of the Water-Soluble Polysaccharides from Lotus (Nelumbo nucifera Gaertn.) Seeds	MOLECULES																	Wang, Qi/GOE-3646-2022; Xiao, Jianbo/C-7323-2012; Chai, Tsun-Thai/D-9266-2015; Xiao, Jian/GYU-4351-2022	Wang, Qi/0000-0002-5324-8988; Xiao, Jianbo/0000-0003-3311-770X; Chai, Tsun-Thai/0000-0003-3716-1599; Zheng, Yafeng/0000-0001-5378-9058													1420-3049					NOV	2016	21	11							1465	10.3390/molecules21111465	http://dx.doi.org/10.3390/molecules21111465								27827862					WOS:000389918200047
J	Lan, L; Zuo, B; Ding, H; Huang, Y; Chen, X; Du, A				Lan, L.; Zuo, B.; Ding, H.; Huang, Y.; Chen, X.; Du, A.			Anticoccidial evaluation of a traditional chinese medicine-Brucea javanica-in broilers	POULTRY SCIENCE																															0032-5791	1525-3171				APR	2016	95	4					811	818		10.3382/ps/pev441	http://dx.doi.org/10.3382/ps/pev441								26787922					WOS:000373148000011
J	Yang, L; Aguilar, ZP; Qu, F; Xu, H; Xu, HY; Wei, H				Yang, Lin; Aguilar, Zoraida P.; Qu, Feng; Xu, Hong; Xu, Hengyi; Wei, Hua			Enhanced antimicrobial activity of silver nanoparticles-Lonicera Japonica Thunb combo	IET NANOBIOTECHNOLOGY																	Yang, Lin/AAX-3275-2020	Yang, Lin/0000-0003-0469-9288													1751-8741	1751-875X				FEB	2016	10	1					28	32		10.1049/iet-nbt.2015.0027	http://dx.doi.org/10.1049/iet-nbt.2015.0027								26766870					WOS:000368498700005
J	Bonfanti, G; Bitencourt, PER; De Bona, KS; Peroza, LR; Cargnelutti, LO; Borges, RM; Pigatto, AGS; Fachinetto, R; Boligon, AA; Athayde, ML; Goncalves, TD; Moretto, MB				Bonfanti, Gabriela; Rodrigues Bitencourt, Paula Eliete; De Bona, Karine Santos; Peroza, Luis Ricardo; Cargnelutti, Lariane Oliveira; Borges, Raphaela Maleski; Schirmer Pigatto, Aline Grohe; Fachinetto, Roselei; Boligon, Aline Augusti; Athayde, Margareth Linde; Goncalves, Thissiane de Lima; Moretto, Maria Beatriz			Safety assessment and behavioral effects of Solanum guaraniticum leaf extract in rats	BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES																	Fachinetto, Roselei/T-6881-2019; Peroza, Luis Ricardo/Q-1455-2019	Peroza, Luis Ricardo/0000-0002-5361-0043; Fachinetto, Roselei/0000-0001-5517-0144; Bitencourt, Paula/0000-0001-7828-518X; Bonfanti-Azzolin, Gabriela/0000-0003-2602-6092													1984-8250	2175-9790				JAN-MAR	2016	52	1					45	57		10.1590/S1984-82502016000100006	http://dx.doi.org/10.1590/S1984-82502016000100006													WOS:000383164300006
J	Tellez, MA; Tellez, AN; Velez, F; Ulloa, JC				Tellez, M. A.; Tellez, A. N.; Velez, F.; Ulloa, J. C.			In vitro antiviral activity against rotavirus and astrovirus infection exerted by substances obtained from Achyrocline bogotensis (Kunth) DC. (Compositae)	BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE																	ULLOA, JUAN/R-4174-2016; Tellez-Alfonso, Alba N./AAG-2088-2019	ULLOA, JUAN/0000-0002-6909-9956; Tellez A., Alba Nohemi/0000-0002-7845-3582; Tellez Corral, Mayra Alexandra/0000-0003-0006-7822; Jaramillo Garcia, Luis Fernando/0000-0003-2909-9318													1472-6882					DEC 3	2015	15								428	10.1186/s12906-015-0949-0	http://dx.doi.org/10.1186/s12906-015-0949-0								26630872					WOS:000366263400001
J	Sahu, D; Raghav, SK; Gautam, H; Das, HR				Sahu, Debasis; Raghav, Sunil Kumar; Gautam, Hemlata; Das, Hasi R.			A novel coumarin derivative, 8-methoxy chromen-2-one alleviates collagen induced arthritis by down regulating nitric oxide, NF kappa B and proinflammatory cytokines	INTERNATIONAL IMMUNOPHARMACOLOGY																	Raghav, Sunil/AAL-1121-2021														1567-5769	1878-1705				DEC	2015	29	2					891	900		10.1016/j.intimp.2015.08.012	http://dx.doi.org/10.1016/j.intimp.2015.08.012								26440401					WOS:000366764800083
J	Das, P; Paik, D; Pramanik, A; De, T; Chakraborti, T				Das, Partha; Paik, Dibyendu; Pramanik, Asmita; De, Tripti; Chakraborti, Tapati			Antiproteolytic and leishmanicidal activity of Coccinia grandis (L.) Voigt leaf extract against Leishmania donovani promastigotes	INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY																		PAIK, DIBYENDU/0000-0001-8781-5525													0019-5189	0975-1009				NOV	2015	53	11			SI		740	746											26669017					WOS:000364614200008
J	Swain, SS; Sahu, MC; Padhy, RN				Swain, Shasank S.; Sahu, Mahesh C.; Padhy, Rabindra N.			In silico attempt for adduct agent(s) against malaria: Combination of chloroquine with alkaloids of Adhatoda vasica	COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE																	Swain, Shasank Sekhar/ABM-9829-2022; Padhy, Rabindra Nath/ABC-7415-2020	Sahu, Mahesh/0000-0003-3736-2294; Swain, Dr. Shasank Sekhar/0000-0001-5089-8304; Padhy, Rabindra Nath/0000-0002-2522-9843													0169-2607	1872-7565				OCT	2015	122	1					16	25		10.1016/j.cmpb.2015.06.005	http://dx.doi.org/10.1016/j.cmpb.2015.06.005								26142781					WOS:000360110100002
J	Yoo, DY; Jung, HY; Nam, SM; Kim, JW; Choi, JH; Kwak, YG; Yoo, M; Lee, S; Yoon, YS; Hwang, IK				Yoo, Dae Young; Jung, Hyo Young; Nam, Sung Min; Kim, Jong Whi; Choi, Jung Hoon; Kwak, Youn-Gil; Yoo, Miyoung; Lee, Sanghee; Yoon, Yeo Sung; Hwang, In Koo			Valeriana officinalis Extracts Ameliorate Neuronal Damage by Suppressing Lipid Peroxidation in the Gerbil Hippocampus Following Transient Cerebral Ischemia	JOURNAL OF MEDICINAL FOOD																		Yoo, Doo-Yeol/0000-0003-2814-5482; Hwang, In Koo/0000-0002-0533-4638													1096-620X	1557-7600				JUN 1	2015	18	6					642	647		10.1089/jmf.2014.3295	http://dx.doi.org/10.1089/jmf.2014.3295								25785762					WOS:000360531500005
J	Varga, E; Bardocz, A; Belak, A; Maraz, A; Boros, B; Felinger, A; Boszormenyi, A; Horvath, G				Varga, Erzsebet; Bardocz, Anna; Belak, Agnes; Maraz, Anna; Boros, Borbala; Felinger, Attila; Boeszoermenyi, Andrea; Horvath, Gyoergyi			ANTIMICROBIAL ACTIVITY AND CHEMICAL COMPOSITION OF THYME ESSENTIAL OILS AND THE POLYPHENOLIC CONTENT OF DIFFERENT THYMUS EXTRACTS	FARMACIA																	Felinger, Attila/A-1595-2008; Varga, Erzsebet/C-2511-2018	Felinger, Attila/0000-0001-7130-1968; Varga, Erzsebet/0000-0002-5936-2212													0014-8237	2065-0019				MAY-JUN	2015	63	3					357	361																WOS:000356637300006
J	Gao, ZR; Li, Y; Chen, JH; Chen, ZX; Cui, ML				Gao, Zhenrui; Li, Ying; Chen, Jinhua; Chen, Zhixing; Cui, Min-Long			A Rapid and Stable Agrobacterium-Mediated Transformation Method of a Medicinal Plant Chelone glabra L.	APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY																	cui, min/HGD-8340-2022														0273-2289	1559-0291				MAR	2015	175	5					2390	2398		10.1007/s12010-014-1414-0	http://dx.doi.org/10.1007/s12010-014-1414-0								25492686					WOS:000350879200007
J	Yamani, H; Mantri, N; Morrison, PD; Pang, E				Yamani, Hanaa; Mantri, Nitin; Morrison, Paul D.; Pang, Edwin			Analysis of the volatile organic compounds from leaves, flower spikes, and nectar of Australian grown Agastache rugosa	BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE																		Mantri, Nitin/0000-0002-7621-035X													1472-6882					DEC 15	2014	14								495	10.1186/1472-6882-14-495	http://dx.doi.org/10.1186/1472-6882-14-495								25510964					WOS:000346877700002
J	Nagaraja, P; Aradhana, N; Suma, A; Shivakumar, A; Chamaraja, NA				Nagaraja, Padmarajaiah; Aradhana, Narayanan; Suma, Aandamurthy; Shivakumar, Anantharaman; Chamaraja, Nelligere Arkeshwaraiah			Quantification of Antioxidants by Using Chlorpromazine Hydrochloride: Application of the Method to Food and Medicinal Plant Samples	ANALYTICAL SCIENCES																	shivakumar, Anantharaman/M-6196-2019; N A, Dr. Chamaraja/W-4717-2018; A, N/AAU-4397-2020; Shivakumar, Anantharaman/AGD-1224-2022; Shivakumar, Anantharaman/CAA-4213-2022	shivakumar, Anantharaman/0000-0003-1132-7087; N A, Dr. Chamaraja/0000-0002-7538-5078; A, N/0000-0002-7538-5078; Shivakumar, Anantharaman/0000-0003-1132-7087; Shivakumar, Anantharaman/0000-0003-1132-7087													0910-6340	1348-2246				FEB	2014	30	2					251	256		10.2116/analsci.30.251	http://dx.doi.org/10.2116/analsci.30.251								24521912					WOS:000331990500009
J	Pilon, AC; Carneiro, RL; Neto, FC; Bolzani, VD; Castro-Gamboa, I				Pilon, Alan Cesar; Carneiro, R. L.; Carnevale Neto, F.; Bolzani, Vanderlan da S.; Castro-Gamboa, I.			Interval Multivariate Curve Resolution in the Dereplication of HPLC-DAD Data from Jatropha gossypifolia	PHYTOCHEMICAL ANALYSIS																	Carneiro, Renato L/D-5595-2012; Neto, Fausto Carnevale/AAC-9850-2020; Pilon, Alan/GOH-1302-2022; Bolzani, Vanderlan S/C-2111-2012; Castro-Gamboa, Ian/B-3498-2013; Carneiro, Renato/AAZ-3263-2021; Neto, Fausto Carnevale/N-6058-2017; Bolzani, Vanderlan/C-2111-2012	Carneiro, Renato L/0000-0002-6857-2190; Neto, Fausto Carnevale/0000-0002-9364-933X; Bolzani, Vanderlan S/0000-0003-0615-8776; Neto, Fausto Carnevale/0000-0002-9364-933X; Bolzani, Vanderlan/0000-0001-7019-5825; Pilon, Alan/0000-0002-7244-5581; Castro-Gamboa, Ian/0000-0002-2353-0181													0958-0344	1099-1565				JUL-AUG	2013	24	4					401	406		10.1002/pca.2423	http://dx.doi.org/10.1002/pca.2423								23483597					WOS:000320558200016
J	Bao, L; Borjihan, G				Bao, L.; Borjihan, G.			Hypolipidemic effects of piperlonguminine in HepG2 cells and in Wistar rats	PHARMAZIE																															0031-7144					OCT	2012	67	10					858	861		10.1691/ph.2012.1858	http://dx.doi.org/10.1691/ph.2012.1858								23136721					WOS:000310047900010
J	Choi, JH; Park, BH; Kim, HG; Hwang, YP; Han, EH; Jin, SW; Seo, JK; Chung, YC; Jeong, HG				Choi, Jae Ho; Park, Bong Hwan; Kim, Hyung Gyun; Hwang, Yong Pil; Han, Eun Hee; Jin, Sun Woo; Seo, Jong Kwon; Chung, Young Chul; Jeong, Hye Gwang			Inhibitory effect of Psidium guajava water extract in the development of 2,4-dinitrochlorobenzene-induced atopic dermatitis in NC/Nga mice	FOOD AND CHEMICAL TOXICOLOGY																	Han, Eun Hee/X-8570-2019; jin, sun/HZL-7002-2023	Jeong, Hye Gwang/0000-0002-8020-8914													0278-6915	1873-6351				AUG	2012	50	8					2923	2929		10.1016/j.fct.2012.04.044	http://dx.doi.org/10.1016/j.fct.2012.04.044								22609491					WOS:000308255800047
J	He, M; Wang, Y; Hua, WP; Zhang, Y; Wang, ZZ				He, Miao; Wang, Ying; Hua, Wenping; Zhang, Yuan; Wang, Zhezhi			De Novo Sequencing of Hypericum perforatum Transcriptome to Identify Potential Genes Involved in the Biosynthesis of Active Metabolites	PLOS ONE																		Hua, wenping/0000-0003-3692-4953													1932-6203					JUL 30	2012	7	7							e42081	10.1371/journal.pone.0042081	http://dx.doi.org/10.1371/journal.pone.0042081								22860059					WOS:000306950900065
