PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Liu, HX; Chen, YC; Liu, Y; Zhang, WM; Wu, JW; Tan, HB; Qiu, SX				Liu, Hong-Xin; Chen, Yu-Chan; Liu, Yuan; Zhang, Wei-Min; Wu, Jie-Wei; Tan, Hai-Bo; Qiu, Sheng-Xiang			Acylphloroglucinols from the leaves of Callistemon viminalis	FITOTERAPIA																	Wu, Jiewei/P-5340-2017	Tan, Haibo/0000-0002-1652-5544; Liu, Hongxin/0000-0001-7590-6956													0367-326X	1873-6971				OCT	2016	114						40	44		10.1016/j.fitote.2016.08.010	http://dx.doi.org/10.1016/j.fitote.2016.08.010								27565545					WOS:000386643600007
J	Haddadian, K; Haddadian, K; Zahmatkash, M				Haddadian, Kazhal; Haddadian, Katayoon; Zahmatkash, Mohsen			A review of Plantago plant	INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE																															0972-5938	0975-1068				OCT	2014	13	4					681	685																WOS:000345056800007
J	Andrioli, WJ; Conti, R; Araujo, MJ; Zanasi, R; Cavalcanti, BC; Manfrim, V; Toledo, JS; Tedesco, D; de Moraes, MO; Pessoa, C; Cruz, AK; Bertucci, C; Sabino, J; Nanayakkara, DNP; Pupo, MT; Bastos, JK				Andrioli, Willian J.; Conti, Raphael; Araujo, Magali J.; Zanasi, Riccardo; Cavalcanti, Bruno C.; Manfrim, Viviane; Toledo, Juliano S.; Tedesco, Daniele; de Moraes, Manoel O.; Pessoa, Claudia; Cruz, Angela K.; Bertucci, Carlo; Sabino, Jose; Nanayakkara, Dhammika N. P.; Pupo, Monica T.; Bastos, Jairo K.			Mycoleptones A-C and Polyketides from the Endophyte Mycoleptodiscus indicus	JOURNAL OF NATURAL PRODUCTS																	SABINO, JOSE RICARDO/AAB-5846-2021; Zanasi, Riccardo/D-4947-2014; Tedesco, Daniele/HIZ-7217-2022; Coêlho Cavalcanti, Bruno/F-1555-2015; Tedesco, Daniele/L-1591-2015; Pupo, Monica/D-8628-2012; Bastos, J K/G-4620-2012; Cruz, Angela Kaysel/N-8445-2014; Simoes Toledo, Juliano/G-2666-2012	Zanasi, Riccardo/0000-0002-8374-6080; Tedesco, Daniele/0000-0003-2585-7791; Tedesco, Daniele/0000-0003-2585-7791; Pupo, Monica/0000-0003-2705-0123; Cruz, Angela Kaysel/0000-0002-4260-4713; Simoes Toledo, Juliano/0000-0001-5013-6246													0163-3864	1520-6025				JAN	2014	77	1					70	78		10.1021/np4006822	http://dx.doi.org/10.1021/np4006822								24387625					WOS:000330336800012
J	Mirjalili, M; Karimi, L				Mirjalili, Mohammad; Karimi, Loghman			ANTIBACTERIAL DYEING OF POLYAMIDE USING TURMERIC AS A NATURAL DYE	AUTEX RESEARCH JOURNAL																	Mirjalili, Mohammad/T-7313-2019; Karimi, Loghman/D-4790-2016	Mirjalili, Mohammad/0000-0002-5307-4535; Karimi, Loghman/0000-0002-9424-8618													1470-9589					JUN	2013	13	2					51	56		10.2478/v10304-012-0023-7	http://dx.doi.org/10.2478/v10304-012-0023-7													WOS:000321122900005
J	Shoeb, M; Thoo-Lin, PK; Nahar, N				Shoeb, Mohammad; Thoo-Lin, Paul Kong; Nahar, Nilufar			Anti-colon cancer activity of endophytic fungal strains from Terminalia chebula Rezt	BANGLADESH JOURNAL OF PHARMACOLOGY																	Shoeb, Mohammad/AAR-4857-2021	Shoeb, Mohammad/0000-0002-9486-2749; Kong Thoo Lin, Paul/0000-0002-7090-246X													1991-007X						2012	7	1					47	49		10.3329/bjp.v7i1.10507	http://dx.doi.org/10.3329/bjp.v7i1.10507													WOS:000304595900009
J	Kumar, S; Kaushik, N; Edrada-Ebel, R; Ebel, R; Proksch, P				Kumar, Susheel; Kaushik, Nutan; Edrada-Ebel, Ruangelie; Ebel, Rainer; Proksch, Peter			Isolation, characterization, and bioactivity of endophytic fungi of Tylophora indica	WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY																	Edrada-Ebel, RuAngelie/G-6127-2015; Proksch, Peter/AAR-4593-2020; Kaushik, Nutan/H-7271-2012	Edrada-Ebel, RuAngelie/0000-0003-2420-1117; Kaushik, Nutan/0000-0002-3870-8093; Ebel, Rainer/0000-0002-9702-2235													0959-3993	1573-0972				MAR	2011	27	3					571	577		10.1007/s11274-010-0492-6	http://dx.doi.org/10.1007/s11274-010-0492-6													WOS:000287327300013
J	Bukke, AN; Hadi, FN; Babu, KS; Shankar, PC				Bukke, Arunkumar Naik; Hadi, Fathima Nazneen; Babu, K. Suresh; Shankar, P. Chandramati			In vitro studies data on anticancer activity of Caesalpinia sappan L. heartwood and leaf extracts on MCF7 and A549 cell lines	DATA IN BRIEF																															2352-3409					AUG	2018	19						868	877		10.1016/j.clib.2018.05.050	http://dx.doi.org/10.1016/j.clib.2018.05.050								29900385					WOS:000449869100113
J	Zhou, B; Wu, Y; Gan, LS; Dalal, S; Cassera, MB; Yue, JM				Zhou, Bin; Wu, Yan; Gan, Lishe; Dalal, Seema; Cassera, Maria B.; Yue, Jianmin			Structurally Interesting Diarymethane Derivatives from Securidaca inappendiculata	CHINESE JOURNAL OF CHEMISTRY																															1001-604X	1614-7065				AUG	2020	38	8					812	816		10.1002/cjoc.202000094	http://dx.doi.org/10.1002/cjoc.202000094		MAY 2020											WOS:000531552400001
J	Shen, JS; Li, XQ; Zhu, XT; Huang, XL; Jin, SH				Shen, Jian Shuang; Li, Xue Qin; Zhu, Xiang Tao; Huang, Xiao Ling; Jin, Song Heng			Complete chloroplast genome of Rhododendron pulchrum, an ornamental medicinal and food tree	MITOCHONDRIAL DNA PART B-RESOURCES																																2380-2359				JUL 3	2019	4	2					3527	3528		10.1080/23802359.2019.1676181	http://dx.doi.org/10.1080/23802359.2019.1676181								33366070					WOS:000489827300001
J	de Menezes, CWG; Bertolucci, SKV; Pinto, JEBP; Carvalho, GA; Soares, MA				de Menezes, Claubert W. G.; Bertolucci, Suzan K. V.; Pinto, Jose E. B. P.; Carvalho, Geraldo A.; Soares, Marcus A.			First record of Aethalion reticulatum (Hemiptera: Aethalionidae) in Vernonia condensata (Asteraceae), a medicinal plant from Brazil	PHYTOPARASITICA																	Soares, Marcus Alvarenga/O-5490-2018; CARVALHO, GERALDO/F-8263-2012; Soares, Marcus Alvarenga/AAD-9171-2022	Soares, Marcus Alvarenga/0000-0002-8725-3697; Soares, Marcus Alvarenga/0000-0002-8725-3697; CARVALHO, GERALDO/0000-0002-8379-8008													0334-2123	1876-7184				DEC	2013	41	5					611	613		10.1007/s12600-013-0322-0	http://dx.doi.org/10.1007/s12600-013-0322-0													WOS:000326091900013
J	Pham, TNT; Mai, DT; Huynh, TMN; Le, TD				Thi Nhat Trinh Pham; Dinh Tri Mai; Thi My Nuong Huynh; Tien Dung Le			Drybonioside, a new glucoside from the Drynaria bonii H. Christ Rhizomes	NATURAL PRODUCT RESEARCH																															1478-6419	1478-6427				JAN 17	2015	29	2					137	140		10.1080/14786419.2014.965168	http://dx.doi.org/10.1080/14786419.2014.965168								25299239					WOS:000344163400006
J	Liester, MB; Prickett, JI				Liester, Mitchell B.; Prickett, James I.			Hypotheses Regarding the Mechanisms of Ayahuasca in the Treatment of Addictions	JOURNAL OF PSYCHOACTIVE DRUGS																	Liester, Mitchell Brent/AGS-5467-2022														0279-1072	2159-9777				JUL-AUG	2012	44	3					200	208		10.1080/02791072.2012.704590	http://dx.doi.org/10.1080/02791072.2012.704590								23061319					WOS:000307794300002
J	Bedane, KG; Desta, MA; Spiteller, P				Bedane, Kibrom Gebreheiwot; Desta, Mekonnen Abebayehu; Spiteller, Peter			Withanolides from Discopodium penninervium	FITOTERAPIA																	Bedane, Kibrom/GQA-4816-2022														0367-326X	1873-6971				JUN	2023	167								105478	10.1016/j.fitote.2023.105478	http://dx.doi.org/10.1016/j.fitote.2023.105478		MAR 2023						36965582					WOS:000966663500001
J	Jiang, CY; Hu, LP; Wu, YM; Rui, L				Jiang, Chunyang; Hu, Lipan; Wu, Yingmei; Rui, Lu			The complete chloroplast genome sequence of the medicinal plant Crotalaria albida	MITOCHONDRIAL DNA PART B-RESOURCES																	Rui, Lu/HFE-0519-2022	Rui, Lu/0000-0002-5569-0796; Hu, Lipan/0000-0002-3362-355X														2380-2359				JUN 3	2022	7	6					953	955		10.1080/23802359.2022.2080027	http://dx.doi.org/10.1080/23802359.2022.2080027								35692650					WOS:000807315300001
J	Atas, H; Uysal, G; Gozel, C; Ozalp, T; Gozel, U; Devran, Z				Atas, Hurkan; Uysal, Gulsum; Gozel, Cigdem; Ozalp, Tevfik; Gozel, Ugur; Devran, Zubeyir			First report of root-knot nematode, Meloidogyne incognita on calendula in Turkey	JOURNAL OF NEMATOLOGY																	Özalp, Tevfik/AAH-5913-2019; Devran, Zübeyir/C-3757-2016	Özalp, Tevfik/0000-0003-1620-9020; 													0022-300X						2021	53								e2021-41	10.21307/jofnem-2021-041	http://dx.doi.org/10.21307/jofnem-2021-041								33860262					WOS:000636646400001
J	Senadeera, SPD; Wiyakrutta, S; Mahidol, C; Ruchirawat, S; Kittakoop, P				Senadeera, Sarath P. D.; Wiyakrutta, Suthep; Mahidol, Chulabhorn; Ruchirawat, Somsak; Kittakoop, Prasat			A novel tricyclic polyketide and its biosynthetic precursor azaphilone derivatives from the endophytic fungus Dothideomycete sp	ORGANIC & BIOMOLECULAR CHEMISTRY																	Senadeera, Sarath P. D./S-5536-2017; Kittakoop, Prasat/I-3887-2019; Sarath Parakumge, Dayani Senadeera/GPW-5406-2022	Senadeera, Sarath P. D./0000-0003-1195-4785; Kittakoop, Prasat/0000-0002-5210-3162; Wiyakrutta, Suthep/0000-0003-3984-3956													1477-0520						2012	10	35					7220	7226		10.1039/c2ob25959a	http://dx.doi.org/10.1039/c2ob25959a								22847560					WOS:000307583600022
J	Feng, C; Guo, LQ; Yan, FL; Cui, JM; Di, XM				Feng, Chuang; Guo, Lan-Qing; Yan, Fu-Lin; Cui, Jian-Min; Di, Xue-Mei			1 alpha,6 beta,7 beta,11 alpha,15 beta-Pentahydroxy-7 alpha,20-epoxy-ent-kaur-16-ene	ACTA CRYSTALLOGRAPHICA SECTION E-STRUCTURE REPORTS ONLINE																															1600-5368					FEB	2010	66		2				O334	U2211		10.1107/S1600536810000619	http://dx.doi.org/10.1107/S1600536810000619								21579763					WOS:000274115200180
J	Xu, SH; Xu, W; Wang, L; Hu, YK; Liu, JP; Zhao, Y; Li, MJ; Li, F; Huang, SX; Zhao, Y				Xu, Shao-Hua; Xu, Wen; Wang, Li; Hu, Yi-Kao; Liu, Jin-Ping; Zhao, Yan; Li, Meng-Jia; Li, Feng; Huang, Sheng-Xiong; Zhao, Yong			New phloroglucinol derivatives with protein tyrosine phosphatase 1B (PTP1B) inhibitory activities from Syzygium austroyunnanense	FITOTERAPIA																	Xu, Shaohua/I-2252-2015; WANG, Li/AAD-1190-2020	Xu, Shaohua/0000-0002-9915-5170; WANG, Li/0000-0002-7004-4725													0367-326X	1873-6971				NOV	2018	131						141	145		10.1016/j.fitote.2018.10.010	http://dx.doi.org/10.1016/j.fitote.2018.10.010								30315862					WOS:000454379800021
J	Liskova, D; Kollarova, K; Kucerova, D; Vatehova, Z; Zelko, I; Lux, A; Van Staden, J				Liskova, D.; Kollarova, K.; Kucerova, D.; Vatehova, Z.; Zelko, I.; Lux, A.; Van Staden, J.			Alternatives to improve long-term cultures of Harpagophytum procumbens in vitro	SOUTH AFRICAN JOURNAL OF BOTANY																	Kollárová, Karin/I-4024-2012; Vivodová, Zuzana/AAR-4082-2021; Lux, Alexander/AAU-6675-2021; Zelko, Ivan/I-4023-2012	Kollárová, Karin/0000-0002-9754-6661; Vivodová, Zuzana/0000-0002-6372-1257; Lux, Alexander/0000-0001-8651-8166; Zelko, Ivan/0000-0003-0260-3705													0254-6299	1727-9321				MAY	2016	104						55	60		10.1016/j.sajb.2015.10.008	http://dx.doi.org/10.1016/j.sajb.2015.10.008													WOS:000375936200008
J	Desta, ZY; Sewald, N; Majinda, RRT				Desta, Zelalem Yibralign; Sewald, Norbert; Majinda, Runner R. T.			CYTOTOXIC FLAVONOIDS FROM ERYTHRINA CAFFRA THUNB	BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA																	Desta, Zelalem Yibralign/AAC-9517-2019; Sewald, Norbert/A-2541-2012	Sewald, Norbert/0000-0002-0309-2655													1011-3924	1726-801X					2016	30	3					427	435		10.4314/bcse.v30i3.11	http://dx.doi.org/10.4314/bcse.v30i3.11													WOS:000392748200011
J	Liu, HX; Liu, WZ; Chen, YC; Sun, ZH; Tan, YZ; Li, HH; Zhang, WM				Liu, Hong-Xin; Liu, Wei-Zhen; Chen, Yu-Chan; Sun, Zhang-Hua; Tan, Yu-Zhi; Li, Hao-Hua; Zhang, Wei-Min			Cytotoxic trichothecene macrolides from the endophyte fungus Myrothecium roridum	JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH																		Liu, Hongxin/0000-0001-7590-6956; Sun, Zhanghua/0000-0002-3887-1165													1028-6020	1477-2213					2016	18	7					684	689		10.1080/10286020.2015.1134505	http://dx.doi.org/10.1080/10286020.2015.1134505								26795403					WOS:000379666700010
J	Roy, N; Alama, MN; Mondal, S; Sk, I; Laskar, RA; Das, S; Mandal, D; Begum, NA				Roy, Nayan; Alama, Md Niharul; Mondal, Samiran; Sk, Ismail; Laskar, Rajibul A.; Das, Sreeparna; Mandal, Debabrata; Begum, Naznin Ara			Exploring Indian Rosewood as a promising biogenic tool for the synthesis of metal nanoparticles with tailor-made morphologies	PROCESS BIOCHEMISTRY																	Begum, Naznin Ara/AAU-4227-2020; MANDAL, Dr. DEBABRATA/ABD-1080-2020	Begum, Naznin Ara/0000-0002-0876-2152; MANDAL, Dr. DEBABRATA/0000-0003-1980-6306													1359-5113	1873-3298				SEP	2012	47	9					1371	1380		10.1016/j.procbio.2012.05.009	http://dx.doi.org/10.1016/j.procbio.2012.05.009													WOS:000306777400011
J	Ryszka, P; Blaszkowski, J; Jurkiewicz, A; Turnau, K				Ryszka, Przemyslaw; Blaszkowski, Janusz; Jurkiewicz, Anna; Turnau, Katarzyna			Arbuscular mycorrhiza of Arnica montana under field conditions-conventional and molecular studies	MYCORRHIZA																	Turnau, Katarzyna/ABG-6170-2020; Ryszka, Przemyslaw/C-8360-2012	Ryszka, Przemyslaw/0000-0003-1108-3190; Turnau, Katarzyna/0000-0002-8875-0978; Blaszkowski, Janusz/0000-0003-3688-164X													0940-6360	1432-1890				NOV	2010	20	8					551	557		10.1007/s00572-010-0302-x	http://dx.doi.org/10.1007/s00572-010-0302-x								20195874					WOS:000284189700004
J	Xiao, ZY; Zeng, YH; Mu, Q; Shiu, WKP; Gibbons, S				Xiao, Zhi Yong; Zeng, Yi Han; Mu, Qing; Shiu, Winnie Ka Po; Gibbons, Simon			Prenylated Benzophenone Peroxide Derivatives from Hypericum sampsonii	CHEMISTRY & BIODIVERSITY																		Gibbons, Simon/0000-0003-1587-6809													1612-1872	1612-1880					2010	7	4					953	958		10.1002/cbdv.200900247	http://dx.doi.org/10.1002/cbdv.200900247								20397228					WOS:000277250200014
J	Jin, L; Yang, J; Liu, CK; He, ML; Yan, HJ				Jin, Lei; Yang, Jin; Liu, Changkun; He, Mengling; Yan, Hanjing			Characterization of the complete plastome of medicinal plant Saururus chinensis (Saururaceae)	MITOCHONDRIAL DNA PART B-RESOURCES																																2380-2359				JUL 3	2019	4	2					3206	3207		10.1080/23802359.2019.1667909	http://dx.doi.org/10.1080/23802359.2019.1667909								33365921					WOS:000487637800001
J	Sun, ZS; Cao, PH; Li, YL; Huang, S				Sun, Zhong-Shuai; Cao, Peng-He; Li, Yue-Ling; Huang, Sheng			Complete chloroplast genome of Reineckia carnea and its implications for the phylogenetic position within Nolinoideae (Asparagaceae)	MITOCHONDRIAL DNA PART B-RESOURCES																																2380-2359				JUL 3	2019	4	2					2129	2130		10.1080/23802359.2019.1623119	http://dx.doi.org/10.1080/23802359.2019.1623119								33365439					WOS:000474870900001
J	Xu, J; Cao, XR; Liu, F; Ma, J; Liu, XY; Tong, L; Su, GC; Ohizumi, Y; Lee, DH; Wang, LZ; Guo, YQ				Xu, Jing; Cao, Xiangrong; Liu, Feng; Ma, Jun; Liu, Xingyu; Tong, Ling; Su, Guochen; Ohizumi, Yasushi; Lee, Dongho; Wang, Lizhong; Guo, Yuanqiang			Characterization of diterpenoids from Caesalpinia decapetala and their anti-TMV activities	FITOTERAPIA																	Guo, Yuan/HKV-9606-2023; xu, jing/GRR-8698-2022; xu, jingcheng/HJZ-3124-2023	NUNEZ, ANGELA/0000-0002-7596-9612													0367-326X	1873-6971				SEP	2016	113						144	150		10.1016/j.fitote.2016.07.017	http://dx.doi.org/10.1016/j.fitote.2016.07.017								27491755					WOS:000383301200022
J	Xiao, SJ; Chen, F; Ding, LS; Zhou, Y				Xiao, Shi-Ji; Chen, Fang; Ding, Li-Sheng; Zhou, Yan			Two new eupodienone lignans from Gymnotheca chinensis	CHINESE CHEMICAL LETTERS																															1001-8417	1878-5964				MAR	2014	25	3					463	464		10.1016/j.cclet.2013.11.053	http://dx.doi.org/10.1016/j.cclet.2013.11.053													WOS:000333505200018
J	Li, X; Sun, AL; Liu, RM; Zhang, YQ				Li, Xia; Sun, Ailing; Liu, Renmin; Zhang, Yongqing			PREPARATIVE SEPARATION AND PURIFICATION OF BIONDNOID I AND MAGNOLIN FROM THE CHINESE MEDICINAL PLANT FLOS MAGNOLIAE BY HIGH-SPEED COUNTER-CURRENT CHROMATOGRAPHY	JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES																															1082-6076	1520-572X					2012	35	16					2304	2312		10.1080/10826076.2011.631260	http://dx.doi.org/10.1080/10826076.2011.631260													WOS:000310737800007
J	Changwichit, K; Khorana, N; Suwanborirux, K; Waranuch, N; Limpeanchob, N; Wisuitiprot, W; Suphrom, N; Ingkaninan, K				Changwichit, Kanokwan; Khorana, Nantaka; Suwanborirux, Khanit; Waranuch, Neti; Limpeanchob, Nanteetip; Wisuitiprot, Wutichai; Suphrom, Nungruthai; Ingkaninan, Kornkanok			Bisindole alkaloids and secoiridoids from Alstonia macrophylla Wall. ex G. Don	FITOTERAPIA																	Waranuch, Neti/ABF-8081-2021	Waranuch, Neti/0000-0001-7476-7288; Khorana, Nantaka/0000-0001-7021-9604; Wisuitiprot, Wudtichai/0000-0001-8072-1382													0367-326X					SEP	2011	82	6					798	804		10.1016/j.fitote.2011.04.013	http://dx.doi.org/10.1016/j.fitote.2011.04.013								21601617					WOS:000293438000002
J	Liu, H; Jin, J; Zhong, C; Xie, J; Liang, XJ; Xiao, J; Zhang, SH				Liu, Hao; Jin, Jian; Zhong, Can; Xie, Jing; Liang, Xuejuan; Xiao, Juan; Zhang, Shuihan			Complete chloroplast genome of a medicinal species Euodia ruticarpa var. bodinieri in China (Rutaceae)	MITOCHONDRIAL DNA PART B-RESOURCES																																2380-2359				APR 2	2020	5	2					1741	1742		10.1080/23802359.2020.1748545	http://dx.doi.org/10.1080/23802359.2020.1748545													WOS:000528929200001
J	Ding, P; Shao, YH; Li, Q; Gao, J; Zhang, RJ; Lai, XP; Wang, DQ; Zhang, HY				Ding, Ping; Shao, Yanhua; Li, Qian; Gao, Junli; Zhang, Runjing; Lai, Xiaoping; Wang, Deqin; Zhang, Huiye			The complete chloroplast genome sequence of the medicinal plant Andrographis paniculata	MITOCHONDRIAL DNA PART A																															2470-1394	2470-1408					2016	27	4					2347	2348		10.3109/19401736.2015.1025258	http://dx.doi.org/10.3109/19401736.2015.1025258								25856518					WOS:000377956300012
J	Silva, DB; Okano, LT; Lopes, NP; de Oliveira, DCR				Silva, Denise Brentan; Okano, Laura Tiemi; Lopes, Norberto P.; de Oliveira, Dioneia C. R.			Flavanone glycosides from Bidens gardneri Bak. (Asteraceae)	PHYTOCHEMISTRY																	da Silva, Denise Brentan/G-1460-2012; Okano, Laura Tiemi/AAU-2350-2020; de Oliveira, Dionéia C. R/F-5589-2019; Lopes, Norberto P/C-7148-2012; Okano, Laura/F-9301-2012	da Silva, Denise Brentan/0000-0003-0872-2756; Okano, Laura Tiemi/0000-0001-8824-5616; de Oliveira, Dionéia C. R/0000-0002-6593-0028; Lopes, Norberto P/0000-0002-8159-3658; Okano, Laura/0000-0001-8824-5616													0031-9422					DEC	2013	96						418	422		10.1016/j.phytochem.2013.09.024	http://dx.doi.org/10.1016/j.phytochem.2013.09.024								24210092					WOS:000328869500044
