id,uid,sci_name,kingdom
12193,127986,Matricaria chamomilla var. recutita,33090
12193,66014,Cymbopogon citratus,33090
12193,34256,Mentha x piperita,33090
12194,13055,Chamaenerion angustifolium,33090
12196,48386,Perilla frutescens,33090
12202,48106,Centella asiatica,33090
12203,4664,Ravenala madagascariensis,33090
12204,4120,Ipomoea batatas,33090
12206,166823,Allium scorodoprasum,33090
12207,405319,Piper sarmentosum,33090
12209,3128664,Ziziphus spina,33090
12210,3501,Urtica dioica,33090
12211,167620,Neorautanenia mitis,33090
12212,35608,Artemisia annua,33090
12213,57917,Filipendula ulmaria,33090
12215,4068,Gymnema sylvestre,33090
12217,330892,Eupatorium fortunei,33090
12218,2571315,Oliveria decumbens,33090
12219,218843,Turnera subulata,33090
12220,1167265,Pelargonium odoratissimum,33090
12221,3498,Morus alba,33090
12221,3879,Medicago sativa,33090
12222,102107,Prunus mume,33090
12223,124943,Azadirachta indica,33090
12225,181002,Dendrobium denneanum,33090
12227,100535,Disporopsis longifolia,33090
12228,130512,Melastoma dodecandrum,33090
12229,50121,Corynaea crassa,33090
12230,48042,Levisticum officinale,33090
12231,260634,Lavandula multifida,33090
12232,63359,Liquidambar formosana,33090
12233,3893,Pueraria montana var. lobata,33090
12234,4026,Acer pseudoplatanus,33090
12235,4222,Carthamus tinctorius,33090
12237,13216,Piper nigrum,33090
12239,948713,Senna auriculata,33090
12240,29722,Amaranthus tricolor,33090
12244,28504,Putranjiva roxburghii,33090
12249,701470,Echium amoenum,33090
12250,171929,Anacardium occidentale,33090
12251,2992064,Peucedanum franchetii,33090
12252,115636,Andira aubletii,33090
12253,497761,Origanum dictamnus,33090
12255,543564,Alkanna tinctoria,33090
12256,52477,Peucedanum ostruthium,33090
12257,170989,Citrus hystrix,33090
12257,2708,Citrus x limon,33090
12257,164113,Citrus x microcarpa,33090
12258,427660,Gelsemium elegans,33090
12259,210328,Maclura tricuspidata,33090
12263,39269,Agastache foeniculum,33090
12265,1071183,Pterocarpus erinaceus,33090
12266,2708871,Lannea velutina,33090
12266,1317886,Sorindeia juglandifolia,33090
12271,436207,Arnica montana,33090
12272,511509,Cleome arabica,33090
12276,39380,Swertia petiolata,33090
12278,221762,Alternanthera sessilis,33090
12289,577040,Cyrtopodium aliciae,33090
12290,392621,Cunila galioides,33090
12293,396369,Elephantopus scaber,33090
12305,63058,Ulmus parvifolia,33090
12311,99300,Rehmannia glutinosa,33090
12312,182084,Gynostemma pentaphyllum,33090
12312,16752,Houttuynia cordata,33090
12313,94286,Platycodon grandiflorus,33090
12315,65409,Scutellaria baicalensis,33090
12316,319739,Ottelia acuminata,33090
12318,396313,Rhazya stricta,33090
12319,47037,Alhagi maurorum,33090
12322,120290,Psidium guajava,33090
12328,206227,Hoya carnosa,33090
12330,2448053,Eclipta alba,33090
12336,43575,Uncaria rhynchophylla,33090
12338,418402,Pseudostellaria heterophylla,33090
12340,65558,Capparis spinosa,33090
12342,55670,Stevia rebaudiana,33090
12343,48106,Centella asiatica,33090
12344,117167,Cyclocarya paliurus,33090
12347,147273,Taxus wallichiana,33090
12348,41486,Atractylodes lancea,33090
12351,13329,Achillea millefolium,33090
12361,587564,Carapa procera,33090
12361,316697,Alchornea cordifolia,33090
12362,324593,Saussurea costus,33090
12364,49666,Paris polyphylla,33090
12367,16752,Houttuynia cordata,33090
12371,325716,Ducrosia anethifolia,33090
12376,240184,Rheum spiciforme,33090
12377,1854037,Teucrium multicaule,33090
12379,463880,Ficus tikoua,33090
12386,1914635,Selaginella convoluta,33090
12388,82485,Trillium govanianum,33090
12389,210369,Tribulus terrestris,33090
12390,152363,Sinomenium acutum,33090
12394,309271,Ficus benghalensis,33090
12395,4054,Panax ginseng,33090
12397,74613,Glycyrrhiza uralensis,33090
12398,86758,Magnolia chapensis,33090
12400,93608,Sinopodophyllum hexandrum,33090
12407,92921,Silybum marianum,33090
12412,325716,Ducrosia anethifolia,33090
12413,3483,Cannabis sativa,33090
12415,35924,Paeonia lactiflora,33090
12416,58419,Geophila repens,33090
12423,753747,Salix mucronata subsp. subserrata,33090
12425,588669,Aster tataricus,33090
12426,39338,Melissa officinalis,33090
12428,92921,Silybum marianum,33090
12439,221260,Paris polyphylla var. yunnanensis,33090
12442,309299,Ficus platyphylla,33090
12444,226208,Salvia miltiorrhiza,33090
12447,2306254,Periploca forrestii,33090
12452,221762,Alternanthera sessilis,33090
12457,4045,Apium graveolens,33090
12460,2919360,Ononis spinosa subsp. procurrens,33090
12461,137226,Rheum tanguticum,33090
12463,569774,Anoectochilus roxburghii,33090
12466,492000,Decalepis hamiltonii,33090
12468,204149,Ocimum tenuiflorum,33090
12468,204141,Ocimum americanum,33090
12469,930814,Boerhavia diffusa,33090
12469,285590,Tinospora cordifolia,33090
12474,49992,Thymus vulgaris,33090
12477,4682,Allium sativum,33090
12477,296035,Emblica urinaria,33090
12478,269719,Cotinus coggygria,33090
12484,1205696,Blainvillea acmella,33090
12487,476450,Salvia castanea,33090
12488,13331,Akebia quinata,33090
12489,52570,Trachyspermum ammi,33090
12494,630758,Mimosa acutistipula,33090
12495,2711,Citrus sinensis,33090
12499,758917,Juniperus excelsa,33090
12499,158383,Olea europaea subsp. europaea,33090
12499,4146,Olea europaea,33090
12500,145745,Althaea officinalis,33090
12501,282776,Corydalis saxicola,33090
12506,190515,Siraitia grosvenorii,33090
12507,39358,Prunella vulgaris,33090
12517,659592,Berberis aristata,33090
12520,119829,Astragalus mongholicus,33090
12521,861244,Pueraria candollei var. mirifica,33090
12523,148728,Tetrapleura tetraptera,33090
12525,119829,Astragalus mongholicus,33090
12527,226208,Salvia miltiorrhiza,33090
12532,429701,Handroanthus impetiginosus,33090
12533,44681,Panax pseudoginseng,33090
12535,41486,Atractylodes lancea,33090
12538,185080,Cynanchum thesioides,33090
12539,137761,Cynanchum rostellatum,33090
12540,258236,Angelonia angustifolia,33090
12541,587398,Ardisia crispa,33090
12542,364022,Prosopis laevigata,33090
12544,4075,Datura inoxia,33090
12547,4442,Camellia sinensis,33090
12552,345809,Ziziphus lotus,33090
12554,4392,Eucommia ulmoides,33090
12558,74613,Glycyrrhiza uralensis,33090
12560,648859,Wurfbainia longiligularis,33090
12563,53751,Echinacea purpurea,33090
12565,1734045,Corynandra felina,33090
12566,1207382,Rheum ribes,33090
12575,59895,Cynara cardunculus var. scolymus,33090
12575,53751,Echinacea purpurea,33090
12575,46147,Portulaca oleracea,33090
12579,3649,Carica papaya,33090
12579,175694,Andrographis paniculata,33090
12582,128002,Tanacetum vulgare,33090
12584,39296,Dracocephalum moldavica,33090
12587,39350,Ocimum basilicum,33090
12596,34199,Aloe vera,33090
12598,2982281,Mutarda arvensis,33090
12599,407263,Linum flavum,33090
12601,23110,Hydrangea macrophylla,33090
12606,3128664,Ziziphus spina,33090
12613,136217,Curcuma longa,33090
12615,136217,Curcuma longa,33090
12615,223870,Artemisia princeps,33090
12615,206448,Salicornia europaea,33090
12617,182111,Ficus deltoidea,33090
12618,452790,Ruta chalepensis,33090
12619,396313,Rhazya stricta,33090
12620,39367,Salvia rosmarinus,33090
12620,294739,Mentha pulegium,33090
12620,38868,Salvia officinalis,33090
12621,146096,Bougainvillea spectabilis,33090
12622,13216,Piper nigrum,33090
12623,768177,Dracocephalum heterophyllum,33090
12624,65561,Hypericum perforatum,33090
12625,49992,Thymus vulgaris,33090
12626,117167,Cyclocarya paliurus,33090
12627,33152,Ephedra sinica,33090
12629,49666,Paris polyphylla,33090
12630,85232,Morus nigra,33090
12631,499988,Dalbergia odorifera,33090
12632,65409,Scutellaria baicalensis,33090
12634,165763,Crotalaria calycina,33090
12635,1236437,Cyphostemma adenocaule,33090
12636,83819,Polygonum cuspidatum,33090
12639,4682,Allium sativum,33090
12641,436207,Arnica montana,33090
12642,153729,Epimedium pubescens,33090
12644,4202,Sambucus nigra,33090
12645,16752,Houttuynia cordata,33090
12648,555479,Nigella sativa,33090
12649,114476,Gardenia jasminoides,33090
12653,137457,Sanguisorba officinalis,33090
12653,137456,Sanguisorba minor,33090
12654,119951,Eugenia uniflora,33090
12655,240019,Agriophyllum squarrosum,33090
12657,121481,Haberlea rhodopensis,33090
12658,82382,Ceiba speciosa,33090
12659,3097545,Gentiana crassa subsp. rigescens,33090
12661,43575,Uncaria rhynchophylla,33090
12663,4123,Convolvulus arvensis,33090
12664,170927,Primula veris,33090
12665,4100,Nicotiana benthamiana,33090
12666,2896593,Stenocline inuloides,33090
12667,60142,Tournefortiopsis crispiflora,33090
12669,28909,Cynodon dactylon,33090
12671,268884,Origanum majorana,33090
12672,3501,Urtica dioica,33090
12673,19953,Valeriana officinalis,33090
12675,35924,Paeonia lactiflora,33090
12676,256095,Gymnosporia senegalensis,33090
12678,543980,Thymbra capitata,33090
12679,143198,Echinops spinosissimus,33090
12681,22999,Cotyledon orbiculata,33090
12682,48101,Angelica dahurica,33090
12683,1303700,Laportea bulbifera,33090
12687,260636,Orthosiphon stamineus,33090
12688,245821,Lonicera etrusca,33090
12690,112863,Lycium barbarum,33090
12691,13427,Cichorium intybus,33090
12692,38868,Salvia officinalis,33090
12693,4054,Panax ginseng,33090
12697,53737,Sphagneticola trilobata,33090
12698,508682,Curcuma caesia,33090
12699,268745,Gynochthodes umbellata,33090
12700,142615,Dendrobium officinale,33090
12701,414735,Citrus limetta,33090
12703,219273,Solenostemma argel,33090
12704,318063,Pseudognaphalium affine,33090
12705,82755,Gymnanthemum amygdalinum,33090
12705,204144,Ocimum gratissimum,33090
12706,649199,Astragalus membranaceus,33090
12707,200489,Saussurea involucrata,33090
12708,35608,Artemisia annua,33090
12709,1043419,Ilex chinensis,33090
12711,1000415,Amelanchier ovalis,33090
12714,32220,Aruncus dioicus,33090
12716,127986,Matricaria chamomilla var. recutita,33090
12717,49992,Thymus vulgaris,33090
12718,691238,Sorbus aucuparia subsp. pohuashanensis,33090
12719,3893,Pueraria montana var. lobata,33090
12722,101743,Barleria lupulina,33090
12723,292239,Mentha arvensis,33090
12724,493994,Hydnora johannis,33090
12725,34190,Hemerocallis fulva,33090
12732,296041,Phyllanthus cochinchinensis,33090
12733,82096,Eleutherococcus senticosus,33090
12734,76149,Plumbago zeylanica,33090
12735,48105,Bupleurum scorzonerifolium,33090
12737,38860,Mentha suaveolens,33090
12739,225019,Buddleja polystachya,33090
12740,587664,Leonurus cardiaca,33090
12741,106556,Malus hupehensis,33090
12743,1042520,Scrophularia striata,33090
12747,112863,Lycium barbarum,33090
12748,190223,Rubus corchorifolius,33090
12750,1443264,Satureja sahendica,33090
12751,54211,Clerodendrum bungei,33090
12754,52822,Alstonia scholaris,33090
12755,301877,Tanacetum balsamita,33090
12758,46147,Portulaca oleracea,33090
12767,542673,Lippia origanoides,33090
12772,119830,Solanum torvum,33090
12772,119830,Solanum torvum,33090
12773,298645,Crataegus azarolus subsp. aronia,33090
12775,4045,Apium graveolens,33090
12781,265783,Artemisia capillaris,33090
12783,174188,Alocasia odora,33090
12784,50507,Schisandra chinensis,33090
12788,291940,Artocarpus hirsutus,33090
12792,40869,Laserpitium siler,33090
12794,4054,Panax ginseng,33090
12797,390785,Bauhinia rufa,33090
12798,459596,Cremastra appendiculata,33090
12800,751777,Cyclotrichium origanifolium,33090
12801,41220,Gloriosa superba,33090
12802,153490,Camellia petelotii,33090
12802,147918,Camellia impressinervis,33090
12803,1168071,Nervilia fordii,33090
12804,1501483,Monochasma savatieri,33090
12805,203100,Veratrum nigrum,33090
12811,654402,Periploca aphylla,33090
12812,39387,Gypsophila vaccaria,33090
12816,263974,Bacopa monnieri,33090
12829,309178,Blastania cerasiformis,33090
12829,1932176,Blastania garcinii,33090
12833,49666,Paris polyphylla,33090
12834,29727,Eruca vesicaria subsp. sativa,33090
12839,261422,Polygonatum punctatum,33090
12841,39352,Origanum vulgare,33090
12842,1249515,Hemerocallis citrina,33090
12844,427660,Gelsemium elegans,33090
12846,213395,Nepeta glomerulosa,33090
12847,185002,Plantago ovata,33090
12850,1237849,Voacanga thouarsii,33090
12851,175694,Andrographis paniculata,33090
12852,210372,Aquilaria sinensis,33090
12854,59324,Gymnadenia conopsea,33090
12855,4442,Camellia sinensis,33090
12856,557876,Pugionium cornutum,33090
12857,986232,Mesosphaerum pectinatum,33090
12863,74654,Rosa roxburghii,33090
12865,416289,Crataegus maximowiczii,33090
12867,189786,Tamarix aphylla,33090
12869,483693,Inula racemosa,33090
12873,459177,Paeonia ostii,33090
12874,19953,Valeriana officinalis,33090
12875,153729,Epimedium pubescens,33090
12878,103999,Codonopsis lanceolata,33090
12880,52570,Trachyspermum ammi,33090
12881,112883,Lycium chinense,33090
12889,1777554,Tragia plukenetii,33090
12890,1220089,Vepris nobilis,33090
12895,4047,Coriandrum sativum,33090
12899,65561,Hypericum perforatum,33090
12900,93608,Sinopodophyllum hexandrum,33090
12902,82327,Lilium pumilum,33090
12909,4058,Catharanthus roseus,33090
12913,76306,Mimosa pudica,33090
12914,117167,Cyclocarya paliurus,33090
12917,371726,Pistacia lentiscus,33090
12919,165353,Angelica sinensis,33090
12921,1081520,Monteverdia ilicifolia,33090
12923,483799,Leonotis nepetifolia,33090
12925,291326,Scrophularia ningpoensis,33090
12927,2171973,Heritiera fomes,33090
12931,138046,Vachellia tortilis,33090
12933,203717,Saposhnikovia divaricata,33090
12934,41568,Chrysanthemum x morifolium,33090
12935,2708958,Psydrax subcordata,33090
12936,55313,Elodea nuttallii,33090
12936,2978739,Cladophora sp.,33090
12939,459177,Paeonia ostii,33090
12941,180499,Coelogyne chinensis,33090
12945,100575,Ficus sur,33090
12950,748693,Clematis chinensis,33090
12951,63053,Celtis sinensis,33090
12952,147926,Camellia nitidissima,33090
12953,39352,Origanum vulgare,33090
12956,289741,Pistacia chinensis,33090
12957,50305,Eleutherococcus nodiflorus,33090
12958,3483,Cannabis sativa,33090
12962,83858,Paris fargesii,33090
12965,1384607,Grewia asiatica,33090
12966,592576,Chamaecrista absus,33090
12971,126910,Withania somnifera,33090
12973,72402,Senna alexandrina,33090
12979,459165,Swietenia mahagoni,33090
12981,493957,Combretum apiculatum,33090
12982,39338,Melissa officinalis,33090
12983,3735,Moringa oleifera,33090
12986,70070,Kigelia africana,33090
12990,203717,Saposhnikovia divaricata,33090
12993,16906,Cornus officinalis,33090
12994,318060,Abutilon indicum,33090
12995,263974,Bacopa monnieri,33090
12995,478095,Acalypha indica,33090
12995,4066,Calotropis gigantea,33090
12997,75704,Salix alba,33090
12998,112863,Lycium barbarum,33090
12999,3444,Nigella damascena,33090
13000,72333,Artemisia afra,33090
13000,35608,Artemisia annua,33090
13002,1461642,Lavandula mairei,33090
13003,2565903,Allium affine,33090
13005,69381,Holarrhena pubescens,33090
13007,4465,Acorus calamus,33090
13007,1679376,Dichapetalum gelonioides,33090
13007,483811,Leucas aspera,33090
13008,243964,Anisodus tanguticus,33090
13009,598556,Catamixis baccharoides,33090
13013,397648,Stryphnodendron adstringens,33090
13014,3483,Cannabis sativa,33090
13015,261805,Helichrysum stoechas,33090
13016,3972,Viscum album,33090
13018,538368,Piper vicosanum,33090
13019,4054,Panax ginseng,33090
13020,65558,Capparis spinosa,33090
13022,170927,Primula veris,33090
13023,39296,Dracocephalum moldavica,33090
13027,227241,Arisaema flavum,33090
13028,1287617,Artemisia nitrosa,33090
13028,205371,Artemisia marschalliana,33090
13029,39350,Ocimum basilicum,33090
13031,226208,Salvia miltiorrhiza,33090
13032,362630,Leuzea carthamoides,33090
13033,199627,Wurfbainia villosa,33090
13035,226208,Salvia miltiorrhiza,33090
13036,4684,Allium ursinum,33090
13038,205369,Artemisia judaica,33090
13039,204149,Ocimum tenuiflorum,33090
13042,35608,Artemisia annua,33090
13044,49827,Glycyrrhiza glabra,33090
13045,681286,Curculigo orchioides,33090
13046,261420,Polygonatum kingianum,33090
13048,357929,Nitraria tangutorum,33090
13050,259893,Artemisia argyi,33090
13051,84005,Arbutus unedo,33090
13051,85223,Laurus nobilis,33090
13052,16049,Clivia miniata,33090
13053,1700993,Commiphora gileadensis,33090
13054,13429,Cinnamomum camphora,33090
13055,127139,Impatiens textorii,33090
13057,4058,Catharanthus roseus,33090
13058,39296,Dracocephalum moldavica,33090
13060,136217,Curcuma longa,33090
13061,65409,Scutellaria baicalensis,33090
13063,644807,Pancratium maritimum,33090
13064,3311,Ginkgo biloba,33090
13066,142615,Dendrobium officinale,33090
13067,39350,Ocimum basilicum,33090
13068,43366,Clitoria ternatea,33090
13072,3494,Ficus carica,33090
13073,228636,Krameria lappacea,33090
13075,32079,Stenochlaena palustris,33090
13077,62886,Paeonia rockii,33090
13079,3483,Cannabis sativa,33090
13081,127986,Matricaria chamomilla var. recutita,33090
13082,1548556,Chiliadenus iphionoides,33090
13085,904034,Dendropanax oligodontus,33090
13086,136217,Curcuma longa,33090
13086,136209,Curcuma aromatica,33090
13086,136208,Curcuma angustifolia,33090
13087,76277,Acanthus mollis,33090
13088,266091,Gynochthodes officinalis,33090
13090,488216,Reynoutria japonica,33090
13091,34256,Mentha x piperita,33090
13092,376862,Ducrosia flabellifolia,33090
13094,34256,Mentha x piperita,33090
13096,100506,Ophiopogon japonicus,33090
13099,165353,Angelica sinensis,33090
13100,2607460,Kelussia odoratissima,33090
13104,313927,Carpesium divaricatum,33090
13106,3311,Ginkgo biloba,33090
13107,1569025,Piper coruscans,33090
13108,155640,Melia azedarach,33090
13109,200492,Sophora alopecuroides,33090
13110,155238,Sideritis clandestina,33090
13111,3735,Moringa oleifera,33090
13113,413790,Euclea divinorum,33090
13114,49840,Sophora flavescens,33090
13115,1399664,Boehmeria rugulosa,33090
13119,64700,Dioscorea nipponica,33090
13120,3735,Moringa oleifera,33090
13121,2950382,Andrographis producta,33090
13125,587666,Platostoma chinense,33090
13126,467321,Koenigia polystachya,33090
13126,467321,Koenigia polystachya,33090
13126,195120,Picrorhiza kurrooa,33090
13128,55670,Stevia rebaudiana,33090
13129,72402,Senna alexandrina,33090
13130,103751,Eupatorium japonicum,33090
13134,308223,Opuntia dillenii,33090
13135,212962,Euphorbia poissonii,33090
13138,622458,Capparis decidua,33090
13143,119830,Solanum torvum,33090
13144,13217,Piper betle,33090
13147,126435,Lantana camara,33090
13148,296037,Kirganelia reticulata,33090
13150,3119042,Commelina forskaolii,33090
13155,304153,Physalis minima,33090
13158,2689076,Ligusticum chuanxiong,33090
13163,13216,Piper nigrum,33090
13169,260142,Syzygium cumini,33090
13171,174650,Rumex hastatus,33090
13174,578538,Combretum fragrans,33090
13176,4217,Arctium lappa,33090
13178,1591070,Alternanthera bettzickiana,33090
13181,3673,Momordica charantia,33090
13182,4054,Panax ginseng,33090
13183,108544,Fritillaria cirrhosa,33090
13185,65409,Scutellaria baicalensis,33090
13185,512023,Scutellaria viscidula,33090
13190,1277777,Thalictrum foliolosum,33090
13190,992840,Cordia dichotoma,33090
13192,159357,Citronella gongonha,33090
13194,1117634,Vachellia jacquemontii,33090
13198,50225,Taraxacum officinale,33090
13200,66387,Ficus religiosa,33090
13201,53751,Echinacea purpurea,33090
13205,33120,Alkekengi officinarum,33090
13210,531827,Aesculus chinensis var. wilsonii,33090
13211,199225,Pinellia ternata,33090
13212,421261,Crepidium acuminatum,33090
13214,298661,Rhus coriaria,33090
13215,127999,Tanacetum parthenium,33090
13216,3483,Cannabis sativa,33090
13217,572115,Phlomoides rotata,33090
13219,65409,Scutellaria baicalensis,33090
13220,226208,Salvia miltiorrhiza,33090
13221,157652,Mucuna pruriens,33090
13222,37334,Citrus maxima,33090
13227,1533088,Globularia alypum,33090
13227,335184,Cistus monspeliensis,33090
13228,204144,Ocimum gratissimum,33090
13230,141467,Calotropis procera,33090
13234,39354,Salvia abrotanoides,33090
13235,3656,Cucumis melo,33090
13236,649199,Astragalus membranaceus,33090
13238,48032,Carum carvi,33090
13241,202986,Orostachys malacophylla,33090
13243,1387590,Hultholia mimosoides,33090
13244,3649,Carica papaya,33090
13245,3483,Cannabis sativa,33090
13246,3765,Rosa x damascena,33090
13253,16906,Cornus officinalis,33090
13254,278077,Bergenia ciliata,33090
13254,76306,Mimosa pudica,33090
13255,35608,Artemisia annua,33090
13257,38851,Gentiana lutea,33090
13261,231913,Mammea siamensis,33090
13265,184783,Areca catechu,33090
13266,72402,Senna alexandrina,33090
13267,374040,Brugmansia aurea,33090
13268,4392,Eucommia ulmoides,33090
13269,252529,Citrullus colocynthis,33090
13270,50507,Schisandra chinensis,33090
13272,710101,Calligonum comosum,33090
13273,1082757,Origanum syriacum,33090
13274,122810,Lagerstroemia speciosa,33090
13274,122810,Lagerstroemia speciosa,33090
13283,4054,Panax ginseng,33090
13284,421261,Crepidium acuminatum,33090
13286,39296,Dracocephalum moldavica,33090
13287,119829,Astragalus mongholicus,33090
13288,4378,Dillenia indica,33090
13289,48386,Perilla frutescens,33090
13291,142615,Dendrobium officinale,33090
13292,261450,Coptis chinensis,33090
13293,142615,Dendrobium officinale,33090
13295,35924,Paeonia lactiflora,33090
13298,3483,Cannabis sativa,33090
13307,85868,Magnolia sieboldii,33090
13308,622458,Capparis decidua,33090
13310,4058,Catharanthus roseus,33090
13311,3735,Moringa oleifera,33090
13313,38786,Berberis dictyophylla,33090
13315,130404,Piper methysticum,33090
13316,1882729,Cryptolepis sanguinolenta,33090
13320,66014,Cymbopogon citratus,33090
13322,48034,Cyclospermum leptophyllum,33090
13323,70741,Rubus arcticus,33090
13325,141317,Justicia adhatoda,33090
13326,2883052,Ligularia biceps,33090
13327,231655,Clematis orientalis,33090
13328,2849586,Anethum foeniculum,33090
13329,289665,Cissus verticillata,33090
13332,175694,Andrographis paniculata,33090
13333,3735,Moringa oleifera,33090
13335,28511,Pogostemon cablin,33090
13337,1358844,Cynometra cauliflora,33090
13338,512270,Mimosa diplotricha,33090
13339,323195,Trianthema triquetrum,33090
13341,326744,Alternanthera ficoidea,33090
13341,883788,Ludwigia octovalvis,33090
13345,49827,Glycyrrhiza glabra,33090
13346,90528,Fagonia cretica,33090
13347,543570,Echium angustifolium,33090
13348,204149,Ocimum tenuiflorum,33090
13349,39329,Lavandula angustifolia,33090
13349,85223,Laurus nobilis,33090
13352,377494,Elwendia persica,33090
13355,2662340,Mesua assamica,33090
13358,117167,Cyclocarya paliurus,33090
13362,272846,Asparagus racemosus,33090
13363,153950,Vicia amoena,33090
13367,1133704,Ailanthus excelsus,33090
13368,2696481,Echinops abuzinadianus,33090
13373,53923,Senna alata,33090
13374,240009,Aerva javanica,33090
13378,671526,Waltheria indica,33090
13380,268745,Gynochthodes umbellata,33090
13381,97751,Kaempferia parviflora,33090
13382,50308,Polyscias fruticosa,33090
13385,3735,Moringa oleifera,33090
13387,41230,Marrubium vulgare,33090
13389,49827,Glycyrrhiza glabra,33090
13394,159630,Anvillea garcinii subsp. radiata,33090
13395,119949,Myrtus communis,33090
13396,204180,Coleus amboinicus,33090
13397,142615,Dendrobium officinale,33090
13398,29780,Mangifera indica,33090
13400,204144,Ocimum gratissimum,33090
13402,296036,Emblica officinalis,33090
13404,169606,Tagetes lucida,33090
13407,179860,Nardostachys jatamansi,33090
13408,54835,Leucojum aestivum,33090
13409,452784,Haplophyllum tuberculatum,33090
13410,324593,Saussurea costus,33090
13412,4432,Nelumbo nucifera,33090
13414,1939632,Dactylorhiza osmanica,33090
13416,54711,Conioselinum officinale,33090
13420,289741,Pistacia chinensis,33090
13421,66669,Tilia americana,33090
13422,4020,Tropaeolum majus,33090
13424,136217,Curcuma longa,33090
13425,353936,Fridericia chica,33090
13426,4047,Coriandrum sativum,33090
13427,143172,Arctium minus,33090
13428,45325,Bombax ceiba,33090
13430,226208,Salvia miltiorrhiza,33090
13431,106677,Frangula alnus,33090
13432,55184,Acorus gramineus,33090
13434,222981,Serjania triquetra,33090
13436,259893,Artemisia argyi,33090
13437,39352,Origanum vulgare,33090
13438,39352,Origanum vulgare,33090
13439,136122,Litsea glutinosa,33090
13440,74898,Allium roseum,33090
13444,141191,Lawsonia inermis,33090
13446,112863,Lycium barbarum,33090
13447,39367,Salvia rosmarinus,33090
13448,43879,Peganum harmala,33090
13450,4615,Ananas comosus,33090
13452,4682,Allium sativum,33090
13455,113538,Equisetum palustre,33090
13455,3258,Equisetum arvense,33090
13456,53751,Echinacea purpurea,33090
13458,1035550,Brunfelsia grandiflora,33090
13461,992681,Diospyros villosa,33090
13462,379292,Salvia dentata,33090
13465,36610,Cydonia oblonga,33090
13468,223891,Solanum virginianum,33090
13471,137178,Selaginella tamariscina,33090
13474,174663,Polemonium caeruleum,33090
13475,477853,Eryngium creticum,33090
13476,36777,Elaeagnus angustifolia,33090
13477,2291682,Marrubium deserti,33090
13478,261796,Helichrysum petiolare,33090
13482,85571,Citrus reticulata,33090
13484,398450,Lepidium didymum,33090
13488,122943,Eremurus spectabilis,33090
13489,39271,Agastache rugosa,33090
13489,28511,Pogostemon cablin,33090
13491,112879,Lycium ruthenicum,33090
13494,60858,Araucaria columnaris,33090
13496,39329,Lavandula angustifolia,33090
13497,2867533,Garcinia humilis,33090
13506,34256,Mentha x piperita,33090
13507,4465,Acorus calamus,33090
13509,4465,Acorus calamus,33090
13511,434235,Pistacia integerrima,33090
13512,3880,Medicago truncatula,33090
13515,182111,Ficus deltoidea,33090
13517,1950228,Pluchea lanceolata,33090
13520,226208,Salvia miltiorrhiza,33090
13521,418402,Pseudostellaria heterophylla,33090
13522,195526,Polygonatum cyrtonema,33090
13524,194251,Artocarpus altilis,33090
13526,82089,Hydrocotyle bonariensis,33090
13527,43879,Peganum harmala,33090
13528,148671,Anadenanthera colubrina,33090
13530,210372,Aquilaria sinensis,33090
13531,69404,Atractylodes chinensis,33090
13533,252867,Lanxangia tsao-ko,33090
13536,430754,Persicaria lapathifolia,33090
13538,35625,Datura metel,33090
13539,483855,Otostegia fruticosa,33090
13541,3711,Brassica rapa,33090
13542,199627,Wurfbainia villosa,33090
13543,352190,Peperomia pellucida,33090
13546,49875,Tillandsia bergeri,33090
13551,4392,Eucommia ulmoides,33090
13556,204129,Mesosphaerum suaveolens,33090
13557,62753,Juniperus procera,33090
13559,39347,Nepeta cataria,33090
13563,39414,Plantago lanceolata,33090
13567,22663,Punica granatum,33090
13571,39358,Prunella vulgaris,33090
13573,3654,Citrullus lanatus,33090
13574,328401,Zanthoxylum bungeanum,33090
13577,146473,Zephyranthes citrina,33090
13580,228821,Arisaema jacquemontii,33090
13584,68554,Phellodendron amurense,33090
13590,35608,Artemisia annua,33090
13591,3483,Cannabis sativa,33090
13594,85712,Angelica gigas,33090
13595,48106,Centella asiatica,33090
13596,112863,Lycium barbarum,33090
13598,4442,Camellia sinensis,33090
13599,52451,Bupleurum chinense,33090
13601,555479,Nigella sativa,33090
13602,65409,Scutellaria baicalensis,33090
13603,126418,Forsythia suspensa,33090
13604,240019,Agriophyllum squarrosum,33090
13605,43366,Clitoria ternatea,33090
13608,3735,Moringa oleifera,33090
13609,1134458,Avicennia officinalis,33090
13612,94286,Platycodon grandiflorus,33090
13613,4100,Nicotiana benthamiana,33090
13617,3311,Ginkgo biloba,33090
13619,556988,Lepisanthes rubiginosa,33090
13620,55670,Stevia rebaudiana,33090
13622,39367,Salvia rosmarinus,33090
13625,55627,Gazania rigens,33090
13627,157652,Mucuna pruriens,33090
13628,418402,Pseudostellaria heterophylla,33090
13629,146995,Chrysanthemum indicum,33090
13630,416090,Nekemias grossedentata,33090
13635,2571305,Arnebia hispidissima,33090
13639,318065,Wedelia chinensis,33090
13641,159030,Murraya koenigii,33090
13644,161031,Moringa peregrina,33090
13646,13217,Piper betle,33090
13646,184783,Areca catechu,33090
13649,49684,Penthorum chinense,33090
13650,153348,Lepidium meyenii,33090
13651,71610,Hedychium coronarium,33090
13655,94219,Dendrobium nobile,33090
13656,702206,Athrixia phylicoides,33090
13659,174970,Uvaria chamae,33090
