"","id","uid","sci_name"
"2029",3128,"65558","Capparis spinosa"
"2030",3130,"141191","Lawsonia inermis"
"2031",3131,"180015","Dracocephalum kotschyi"
"2032",3132,"141467","Calotropis procera"
"2033",3133,"221785","Pfaffia glomerata"
"2034",3134,"3735","Moringa oleifera"
"2035",3136,"198858","Indigofera argentea"
"2036",3137,"204149","Ocimum tenuiflorum"
"2037",3138,"862860","Hypoxis hemerocallidea"
"2038",3140,"191881","Guilandina bonduc"
"2039",3141,"49666","Paris polyphylla"
"2040",3142,"174648","Pueraria montana var. thomsonii"
"2041",3143,"1934393","Ovatospora brasiliensis"
"2042",3143,"508682","Curcuma caesia"
"2043",3144,"49684","Penthorum chinense"
"2044",3145,"99037","Chamaemelum nobile"
"2045",3146,"1715238","Nigrospora sp."
"2046",3146,"1501466","Stephania kwangsiensis"
"2047",3147,"1905003","Pterolobium hexapetalum"
"2048",3148,"67938","Zanthoxylum armatum"
"2049",3149,"378038","Ficus umbellata"
"2050",3150,"159698","Anacyclus pyrethrum"
"2051",3152,"244311","Erigeron breviscapus"
"2052",3154,"94328","Zingiber officinale"
"2053",3157,"48106","Centella asiatica"
"2054",3158,"1685713","Salvia limbata"
"2055",3159,"74654","Rosa roxburghii"
"2056",3161,"48106","Centella asiatica"
"2057",3162,"670324","Pleurolobus gangeticus"
"2058",3164,"948713","Senna auriculata"
"2059",3165,"183266","Hibiscus surattensis"
"2060",3166,"388295","Luffa operculata"
"2061",3167,"79841","Cymbopogon schoenanthus"
"2062",3168,"174252","Vaccinium emarginatum"
"2063",3171,"3501","Urtica dioica"
"2064",3172,"496566","Artemisia carvifolia"
"2065",3173,"82316","Lilium davidii"
"2066",3174,"170349","Luculia pinceana"
"2067",3175,"226208","Salvia miltiorrhiza"
"2068",3177,"701470","Echium amoenum"
"2069",3178,"1266558","Origanum compactum"
"2070",3180,"223762","Phaleria macrocarpa"
"2071",3181,"452457","Persicaria capitata"
"2072",3182,"141545","Cerbera manghas"
"2073",3184,"2743209","Aspidosperma subincanum"
"2074",3186,"82713","Enicostema axillare"
"2075",3188,"41486","Atractylodes lancea"
"2076",3189,"260636","Orthosiphon stamineus"
"2077",3191,"34199","Aloe vera"
"2078",3192,"41228","Plectranthus barbatus"
"2079",3193,"316697","Alchornea cordifolia"
"2080",3194,"35625","Datura metel"
"2081",3195,"1309","Streptococcus mutans"
"2082",3195,"174970","Uvaria chamae"
"2083",3196,"659592","Berberis aristata"
"2084",3197,"153348","Lepidium meyenii"
"2085",3198,"105884","Lonicera japonica"
"2086",3200,"35608","Artemisia annua"
"2087",3201,"3735","Moringa oleifera"
"2088",3202,"354617","Ibervillea sonorae"
"2089",3204,"2768068","Streptomyces genisteinicus"
"2090",3204,"67384","Streptomyces xanthochromogenes"
"2091",3204,"67384","Streptomyces xanthochromogenes"
"2092",3205,"126910","Withania somnifera"
"2093",3207,"4679","Allium cepa"
"2094",3209,"157914","Ziziphus mauritiana"
"2095",3210,"93788","Malvaviscus arboreus"
"2096",3213,"393199","Cistus incanus"
"2097",3216,"85181","Celastrus orbiculatus"
"2098",3218,"53178","Teucrium scorodonia"
"2099",3219,"296035","Phyllanthus urinaria"
"2100",3220,"261998","Astronium urundeuva"
"2101",3223,"210","Helicobacter pylori"
"2102",3225,"930814","Boerhavia diffusa"
"2103",3227,"226208","Salvia miltiorrhiza"
"2104",3229,"429560","Cullen corylifolium"
"2105",3230,"226208","Salvia miltiorrhiza"
"2106",3232,"59160","Anopheles subpictus"
"2107",3232,"7178","Culex tritaeniorhynchus"
"2108",3234,"54760","Aquilegia fragrans"
"2109",3235,"204222","Clinopodium vulgare"
"2110",3237,"4326","Salvadora persica"
"2111",3239,"157652","Mucuna pruriens"
"2112",3241,"4075","Datura inoxia"
"2113",3242,"59045","Anemarrhena asphodeloides"
"2114",3244,"44586","Panax notoginseng"
"2115",3245,"161395","Cistanche deserticola"
"2116",3246,"55670","Stevia rebaudiana"
"2117",3248,"4066","Calotropis gigantea"
"2118",3249,"587579","Khaya senegalensis"
"2119",3250,"74635","Rosa canina"
"2120",3251,"84000","Arbutus andrachne"
"2121",3253,"51503","Cynomorium coccineum"
"2122",3254,"117167","Cyclocarya paliurus"
"2123",3255,"4465","Acorus calamus"
"2124",3256,"242839","Rhodiola crenulata"
"2125",3260,"69375","Adenium obesum"
"2126",3262,"483232","Coscinium fenestratum"
"2127",3267,"52861","Tabernaemontana divaricata"
"2128",3268,"1458965","Chiliadenus montanus"
"2129",3269,"67938","Zanthoxylum armatum"
"2130",3272,"210","Helicobacter pylori"
"2131",3275,"457826","Pueraria tuberosa"
"2132",3276,"165353","Angelica sinensis"
"2133",3277,"403110","Melodinus cochinchinensis"
"2134",3278,"571269","Madhuca longifolia var. latifolia"
"2135",3279,"179860","Nardostachys jatamansi"
"2136",3282,"8175","Sparus aurata"
"2137",3283,"53751","Echinacea purpurea"
"2138",3284,"73981","Pallenis spinosa"
"2139",3285,"469930","Garcinia kola"
"2140",3286,"1160305","Maesa indica"
"2141",3287,"226208","Salvia miltiorrhiza"
"2142",3288,"1840403","Tetracera macrophylla"
"2143",3290,"57921","Hagenia abyssinica"
"2144",3293,"105884","Lonicera japonica"
"2145",3296,"53923","Senna alata"
"2146",3297,"57940","Potentilla erecta"
"2147",3299,"1414754","Cymbopogon winterianus"
"2148",3301,"2730164","Eriosema laurentii"
"2149",3302,"3735","Moringa oleifera"
"2150",3304,"1045175","Solanum spirale"
"2151",3310,"251766","Kaempferia angustifolia"
"2152",3311,"136217","Curcuma longa"
"2153",3315,"318062","Euphorbia hirta"
"2154",3316,"4045","Apium graveolens"
"2155",3317,"360853","Lobelia giberroa"
"2156",3318,"6306","Meloidogyne incognita"
"2157",3319,"1006121","Tetrastigma hemsleyanum"
"2158",3320,"195849","Equisetum ramosissimum"
"2159",3321,"137887","Swertia chirayita"
"2160",3321,"4076","Datura stramonium"
"2161",3322,"361442","Vitex negundo"
"2162",3323,"182111","Ficus deltoidea"
"2163",3325,"1819812","Ziziphus oxyphylla"
"2164",3326,"228395","Lycoris radiata"
"2165",3327,"49666","Paris polyphylla"
"2166",3328,"260142","Syzygium cumini"
"2167",3330,"50507","Schisandra chinensis"
"2168",3333,"4054","Panax ginseng"
"2169",3334,"480421","Pueraria candollei"
"2170",3335,"117167","Cyclocarya paliurus"
"2171",3336,"4058","Catharanthus roseus"
"2172",3338,"1986207","Satureja bachtiarica"
"2173",3340,"272846","Asparagus racemosus"
"2174",3344,"492004","Leptadenia reticulata"
"2175",3345,"648871","Gynura procumbens"
"2176",3346,"63812","Peumus boldus"
"2177",3347,"285590","Tinospora cordifolia"
"2178",3349,"52451","Bupleurum chinense"
"2179",3351,"3311","Ginkgo biloba"
"2180",3358,"235806","Monoon longifolium"
"2181",3360,"710102","Calligonum polygonoides"
"2182",3363,"4054","Panax ginseng"
"2183",3364,"452790","Ruta chalepensis"
"2184",3365,"1773","Mycobacterium tuberculosis"
"2185",3366,"424424","Salvia plebeia"
"2186",3367,"164405","Melaleuca alternifolia"
"2187",3368,"1640457","Trichilia catigua"
"2188",3368,"329212","Turnera diffusa"
"2189",3374,"76149","Plumbago zeylanica"
"2190",3375,"119949","Myrtus communis"
"2191",3376,"457900","Eysenhardtia polystachya"
"2192",3378,"3469","Papaver somniferum"
"2193",3379,"379538","Curcuma purpurascens"
"2194",3380,"13601","Berberis bealei"
"2195",3381,"76025","Fallopia multiflora"
"2196",3382,"714503","Sophora tonkinensis"
"2197",3383,"52846","Picralima nitida"
"2198",3383,"622","Shigella dysenteriae"
"2199",3384,"138033","Vachellia nilotica"
"2200",3384,"157914","Ziziphus mauritiana"
"2201",3384,"126435","Lantana camara"
"2202",3385,"200540","Naringi crenulata"
"2203",3386,"293753","Limonium tetragonum"
"2204",3387,"588669","Aster tataricus"
"2205",3389,"3824","Canavalia gladiata"
"2206",3390,"58048","Polypodium vulgare"
"2207",3391,"41561","Cynara humilis"
"2208",3393,"57921","Hagenia abyssinica"
"2209",3396,"511543","Piper guineense"
"2210",3400,"415155","Aster indicus"
"2211",3404,"4189","Barleria prionitis"
"2212",3406,"1489958","Walsura robusta"
"2213",3407,"310915","Pangasianodon hypophthalmus"
"2214",3408,"97319","Prunus japonica"
"2215",3409,"390785","Bauhinia rufa"
"2216",3410,"3972","Viscum album"
"2217",3411,"227241","Arisaema flavum"
"2218",3412,"38868","Salvia officinalis"
"2219",3413,"39338","Melissa officinalis"
"2220",3414,"50507","Schisandra chinensis"
"2221",3416,"434234","Pistacia atlantica"
"2222",3417,"4068","Gymnema sylvestre"
"2223",3418,"271884","Antirhea borbonica"
"2224",3418,"1077892","Doratoxylon apetalum"
"2225",3418,"106679","Gouania mauritiana"
"2226",3419,"328098","Acanthus ilicifolius"
"2227",3420,"883788","Ludwigia octovalvis"
"2228",3427,"4932","Saccharomyces cerevisiae"
"2229",3428,"316697","Alchornea cordifolia"
"2230",3429,"226208","Salvia miltiorrhiza"
"2231",3433,"117406","Spiranthes sinensis"
"2232",3434,"182271","Pterocarpus angolensis"
"2233",3434,"4909","Pichia kudriavzevii"
"2234",3434,"1311","Streptococcus agalactiae"
"2235",3435,"1730378","Jatrophihabitans huperziae"
"2236",3435,"355589","Huperzia serrata"
"2237",3436,"430988","Zanthoxylum capense"
"2238",3437,"459629","Embelia ribes"
"2239",3438,"48386","Perilla frutescens"
"2240",3440,"595250","Cordia verbenacea"
"2241",3442,"33152","Ephedra sinica"
"2242",3443,"167602","Trichopus zeylanicus"
"2243",3444,"3673","Momordica charantia"
"2244",3445,"191881","Guilandina bonduc"
"2245",3450,"49605","Rhododendron groenlandicum"
"2246",3451,"278077","Bergenia ciliata"
"2247",3452,"187183","Ansellia africana"
"2248",3453,"1417791","Pelargonium sidoides"
"2249",3454,"98373","Dendropanax morbifer"
"2250",3456,"1933732","Salvia leriifolia"
"2251",3457,"555479","Nigella sativa"
"2252",3458,"52862","Thevetia peruviana"
"2253",3459,"76149","Plumbago zeylanica"
"2254",3460,"35874","Dioscorea bulbifera"
"2255",3461,"43522","Morinda citrifolia"
"2256",3463,"136894","Catunaregam spinosa"
"2257",3464,"318066","Tridax procumbens"
"2258",3465,"40559","Botrytis cinerea"
"2259",3466,"1443264","Satureja sahendica"
"2260",3467,"252529","Citrullus colocynthis"
"2261",3468,"1208125","Indigofera aspalathoides"
"2262",3471,"105884","Lonicera japonica"
"2263",3472,"1970105","Micromeria myrtifolia"
"2264",3473,"175694","Andrographis paniculata"
"2265",3474,"1593103","Aloe pruinosa"
"2266",3477,"141191","Lawsonia inermis"
"2267",3478,"216016","Mesembryanthemum tortuosum"
"2268",3480,"145745","Althaea officinalis"
"2269",3483,"4020","Tropaeolum majus"
"2270",3484,"3735","Moringa oleifera"
"2271",3486,"1271632","Ferula sinkiangensis"
"2272",3487,"328401","Zanthoxylum bungeanum"
"2273",3487,"328401","Zanthoxylum bungeanum"
"2274",3488,"1006121","Tetrastigma hemsleyanum"
"2275",3490,"2907936","Cymbopogon giganteus"
"2276",3491,"458696","Tripterygium wilfordii"
"2277",3494,"578546","Guiera senegalensis"
"2278",3495,"2851007","Launaea taraxacifolia"
"2279",3496,"65409","Scutellaria baicalensis"
"2280",3498,"1898806","Lallemantia iberica"
"2281",3500,"128375","Uncaria tomentosa"
"2282",3501,"1220070","Gambeya albida"
"2283",3502,"39338","Melissa officinalis"
"2284",3503,"2858921","Scutellaria edelbergii"
"2285",3509,"1357588","Grewia hirsuta"
"2286",3510,"240105","Pupalia lappacea"
"2287",3511,"47091","Lessertia frutescens"
"2288",3512,"270440","Erica multiflora"
"2289",3513,"379215","Carpobrotus edulis"
"2290",3514,"32218","Alchemilla mollis"
"2291",3515,"3818","Arachis hypogaea"
"2292",3515,"36773","Burkholderia sp."
"2293",3515,"4682","Allium sativum"
"2294",3515,"4679","Allium cepa"
"2295",3516,"126910","Withania somnifera"
"2296",3518,"44586","Panax notoginseng"
"2297",3520,"403091","Hancornia speciosa"
"2298",3521,"151332","Prunus mira"
"2299",3523,"114476","Gardenia jasminoides"
"2300",3523,"6728","Procambarus clarkii"
"2301",3525,"1472306","Cecropia pachystachya"
"2302",3526,"22999","Cotyledon orbiculata"
"2303",3528,"39414","Plantago lanceolata"
"2304",3529,"210","Helicobacter pylori"
"2305",3529,"857169","Cuphea aequipetala"
"2306",3530,"1914635","Selaginella convoluta"
"2307",3532,"4045","Apium graveolens"
"2308",3533,"536997","Callicarpa macrophylla"
"2309",3534,"8128","Oreochromis niloticus"
"2310",3534,"3668","Lagenaria siceraria"
"2311",3535,"38868","Salvia officinalis"
"2312",3536,"549619","Warburgia ugandensis"
"2313",3538,"4097","Nicotiana tabacum"
"2314",3539,"72333","Artemisia afra"
"2315",3547,"175694","Andrographis paniculata"
"2316",3551,"210","Helicobacter pylori"
"2317",3551,"183063","Parthenium hysterophorus"
"2318",3552,"4068","Gymnema sylvestre"
"2319",3553,"93608","Sinopodophyllum hexandrum"
"2320",3555,"323063","Croton lechleri"
"2321",3557,"65561","Hypericum perforatum"
"2322",3558,"1034059","Uraria picta"
"2323",3559,"148728","Tetrapleura tetraptera"
"2324",3564,"295656","Stegobium paniceum"
"2325",3565,"203092","Veratrum grandiflorum"
"2326",3566,"240048","Blitum virgatum"
"2327",3566,"3562","Spinacia oleracea"
"2328",3569,"71251","Chelidonium majus"
"2329",3571,"183260","Hibiscus sabdariffa"
"2330",3573,"76149","Plumbago zeylanica"
"2331",3574,"56060","Butea monosperma"
"2332",3575,"136217","Curcuma longa"
"2333",3576,"418402","Pseudostellaria heterophylla"
"2334",3578,"761068","Tabernaemontana elegans"
"2335",3579,"226208","Salvia miltiorrhiza"
"2336",3580,"263974","Bacopa monnieri"
"2337",3580,"478095","Acalypha indica"
"2338",3580,"4066","Calotropis gigantea"
"2339",3584,"93608","Sinopodophyllum hexandrum"
"2340",3585,"205027","Acacia auriculiformis"
"2341",3586,"345232","Geranium koreanum"
"2342",3587,"1914264","Dracocephalum palmatum"
"2343",3590,"282731","Achillea cretica"
"2344",3591,"489326","Dennettia tripetala"
"2345",3592,"99040","Cladanthus arabicus"
"2346",3594,"65561","Hypericum perforatum"
"2347",3595,"112817","Casearia sylvestris"
"2348",3597,"662909","Isodon flavidus"
"2349",3598,"231488","Paris quadrifolia"
"2350",3601,"204151","Orthosiphon aristatus"
"2351",3602,"52818","Allamanda cathartica"
"2352",3603,"457147","Melittis melissophyllum"
"2353",3604,"244352","Mondia whitei"
"2354",3605,"182321","Schima wallichii"
"2355",3606,"82095","Aralia elata"
"2356",3607,"141467","Calotropis procera"
"2357",3608,"86864","Codonopsis pilosula"
"2358",3611,"66629","Fagonia indica"
"2359",3612,"205369","Artemisia judaica"
"2360",3613,"199225","Pinellia ternata"
"2361",3614,"159030","Murraya koenigii"
"2362",3615,"1239900","Sedum dendroideum"
"2363",3616,"262913","Alisma plantago-aquatica subsp. orientale"
"2364",3617,"328752","Costus afer"
"2365",3618,"666199","Myrtus nivelii"
"2366",3619,"29719","Mentha spicata"
"2367",3620,"4041","Pastinaca sativa"
"2368",3621,"126910","Withania somnifera"
"2369",3623,"189386","Typha domingensis"
"2370",3624,"746493","Achyrocline satureioides"
"2371",3625,"318067","Artemisia indica"
"2372",3628,"145745","Althaea officinalis"
"2373",3630,"76910","Samanea saman"
"2374",3631,"74614","Glycyrrhiza inflata"
"2375",3632,"89493","Amana edulis"
"2376",3633,"289720","Lithraea molleoides"
"2377",3633,"210","Helicobacter pylori"
"2378",3634,"226208","Salvia miltiorrhiza"
"2379",3635,"375290","Biebersteinia multifida"
"2380",3636,"648871","Gynura procumbens"
"2381",3637,"65409","Scutellaria baicalensis"
"2382",3638,"173184","Pestalotiopsis neglecta"
"2383",3639,"221260","Paris polyphylla var. yunnanensis"
"2384",3640,"4068","Gymnema sylvestre"
"2385",3641,"44586","Panax notoginseng"
"2386",3642,"589746","Anthemis gilanica"
"2387",3643,"1333960","Euphorbia wallichii"
"2388",3644,"67938","Zanthoxylum armatum"
"2389",3646,"3735","Moringa oleifera"
"2390",3647,"74635","Rosa canina"
"2391",3648,"77289","Ormocarpum sennoides"
"2392",3650,"83819","Polygonum cuspidatum"
"2393",3651,"28511","Pogostemon cablin"
"2394",3654,"45171","Paeonia suffruticosa"
"2395",3657,"751852","Poliomintha longiflora"
"2396",3657,"1986359","Lippia graveolens"
"2397",3660,"1914635","Selaginella convoluta"
"2398",3662,"161026","Moringa concanensis"
"2399",3663,"2893837","Ceriscoides campanulata"
"2400",3665,"305","Ralstonia solanacearum"
"2401",3666,"355332","Polygala tenuifolia"
"2402",3667,"126910","Withania somnifera"
"2403",3668,"4217","Arctium lappa"
"2404",3668,"6183","Schistosoma mansoni"
"2405",3670,"352190","Peperomia pellucida"
"2406",3671,"992661","Carissa edulis"
"2407",3673,"309429","Ficus hirta"
"2408",3675,"4309","Euonymus maackii"
"2409",3676,"215581","Solanum viarum"
"2410",3677,"2708711","Albizia coriaria"
"2411",3678,"1541215","Aristolochia delavayi"
"2412",3679,"2562353","Coleus vettiveroides"
"2413",3680,"1472306","Cecropia pachystachya"
"2414",3681,"239687","Euphorbia kansui"
"2415",3682,"41230","Marrubium vulgare"
"2416",3683,"2358373","Cnidoscolus quercifolius"
"2417",3684,"1073321","Saraca asoca"
"2418",3685,"450288","Piper wallichii"
"2419",3686,"92921","Silybum marianum"
"2420",3689,"84005","Arbutus unedo"
"2421",3690,"141467","Calotropis procera"
"2422",3692,"78168","Passiflora edulis"
"2423",3693,"39350","Ocimum basilicum"
"2424",3695,"109470","Alnus nitida"
"2425",3696,"1179236","Ficus subincisa"
"2426",3699,"180015","Dracocephalum kotschyi"
"2427",3701,"284363","Rheum australe"
"2428",3702,"318062","Euphorbia hirta"
"2429",3703,"136205","Curcuma aeruginosa"
"2430",3705,"54719","Ligusticum porteri"
"2431",3706,"110723","Hedychium spicatum"
"2432",3708,"182917","Oplopanax horridus"
"2433",3710,"152091","Fritillaria pallidiflora"
"2434",3711,"94284","Codonopsis pilosula subsp. tangshen"
"2435",3712,"416539","Lycium schweinfurthii"
"2436",3715,"136217","Curcuma longa"
"2437",3719,"501610","Agathosma betulina"
"2438",3720,"415160","Emilia sonchifolia"
"2439",3721,"4054","Panax ginseng"
"2440",3722,"43503","Ixora coccinea"
"2441",3725,"136221","Curcuma wenyujin"
"2442",3726,"2601245","Meyna spinosa"
"2443",3727,"62122","Xeroderris stuhlmannii"
"2444",3728,"346974","Senna italica"
"2445",3728,"72402","Senna alexandrina"
"2446",3729,"4123","Convolvulus arvensis"
"2447",3730,"418402","Pseudostellaria heterophylla"
"2448",3732,"619598","Ipomoea wightii"
"2449",3733,"162871","Parkinsonia praecox"
"2450",3734,"246365","Dacryodes edulis"
"2451",3735,"52570","Trachyspermum ammi"
"2452",3735,"358","Agrobacterium tumefaciens"
"2453",3736,"151065","Dodonaea viscosa"
"2454",3738,"199225","Pinellia ternata"
"2455",3739,"1986207","Satureja bachtiarica"
"2456",3743,"285590","Tinospora cordifolia"
"2457",3744,"175694","Andrographis paniculata"
"2458",3745,"63476","Hemidesmus indicus"
"2459",3748,"219868","Syzygium aromaticum"
"2460",3751,"32247","Rubus idaeus"
"2461",3752,"103999","Codonopsis lanceolata"
"2462",3753,"185506","Ilex dipyrena"
"2463",3754,"58860","Tamarindus indica"
"2464",3755,"1685714","Salvia multicaulis"
"2465",3756,"137887","Swertia chirayita"
"2466",3758,"124943","Azadirachta indica"
"2467",3758,"126910","Withania somnifera"
"2468",3759,"97723","Alpinia zerumbet"
"2469",3761,"49666","Paris polyphylla"
"2470",3762,"998007","Cola millenii"
"2471",3764,"330163","Dysphania ambrosioides"
"2472",3765,"159428","Passiflora caerulea"
"2473",3766,"105884","Lonicera japonica"
"2474",3768,"3840","Vigna unguiculata subsp. cylindrica"
"2475",3769,"82755","Gymnanthemum amygdalinum"
"2476",3771,"40027","Psiloxylon mauritianum"
"2477",3772,"94282","Codonopsis javanica"
"2478",3773,"1114304","Satureja khuzistanica"
"2479",3774,"285590","Tinospora cordifolia"
"2480",3775,"259893","Artemisia argyi"
"2481",3776,"42337","Bidens pilosa"
"2482",3777,"1408201","Eschenbachia blinii"
"2483",3779,"360621","Heracleum persicum"
"2484",3780,"458531","Eurycoma longifolia"
"2485",3781,"120290","Psidium guajava"
"2486",3781,"1309","Streptococcus mutans"
"2487",3782,"84938","Anthocleista vogelii"
"2488",3783,"289799","Cardiospermum halicacabum"
"2489",3783,"5551","Trichophyton rubrum"
"2490",3784,"39296","Dracocephalum moldavica"
"2491",3786,"52833","Hydrangea paniculata"
"2492",3787,"44586","Panax notoginseng"
"2493",3788,"3326","Larix laricina"
"2494",3790,"165083","Gundelia tournefortii"
"2495",3791,"1882729","Cryptolepis sanguinolenta"
"2496",3794,"49988","Satureja montana"
"2497",3795,"394303","Dioscorea deltoidea"
"2498",3795,"210369","Tribulus terrestris"
"2499",3795,"44685","Panax japonicus"
"2500",3796,"112363","Helichrysum odoratissimum"
"2501",3802,"49992","Thymus vulgaris"
"2502",3803,"92921","Silybum marianum"
"2503",3806,"53751","Echinacea purpurea"
"2504",3807,"357850","Angelica keiskei"
"2505",3808,"3735","Moringa oleifera"
"2506",3809,"241931","Trilepisium madagascariense"
"2507",3811,"260636","Orthosiphon stamineus"
"2508",3812,"132261","Cuscuta campestris"
"2509",3814,"120010","Alisma canaliculatum"
"2510",3814,"9913","Bos taurus"
"2511",3815,"1049916","Veratrum patulum"
"2512",3817,"396313","Rhazya stricta"
"2513",3818,"2886692","Clinopodium mexicanum"
"2514",3819,"39367","Salvia rosmarinus"
"2515",3820,"239565","Dryopteris fragrans"
"2516",3823,"1697474","Ferula cupularis"
"2517",3826,"538528","Colletotrichum camelliae"
"2518",3826,"4442","Camellia sinensis"
"2519",3827,"358","Agrobacterium tumefaciens"
"2520",3828,"1006121","Tetrastigma hemsleyanum"
"2521",3829,"204588","Alsophila gigantea"
"2522",3830,"1237410","Capparis erythrocarpos"
"2523",3832,"54804","Persicaria chinensis"
"2524",3835,"84645","Labeo rohita"
"2525",3836,"13217","Piper betle"
"2526",3840,"292239","Mentha arvensis"
"2527",3842,"649199","Astragalus membranaceus"
"2528",3843,"1077932","Cleome amblyocarpa"
"2529",3844,"414788","Crinum glaucum"
"2530",3845,"2849586","Anethum foeniculum"
"2531",3847,"112873","Lycium europaeum"
"2532",3850,"555479","Nigella sativa"
"2533",3852,"538245","Piper callosum"
"2534",3853,"268114","Crepidiastrum denticulatum"
"2535",3854,"70001","Huperzia selago"
"2536",3855,"424420","Salvia chinensis"
"2537",3857,"72402","Senna alexandrina"
"2538",3858,"263974","Bacopa monnieri"
"2539",3860,"90363","Scrophularia nodosa"
"2540",3861,"436207","Arnica montana"
"2541",3862,"69381","Holarrhena pubescens"
"2542",3862,"1920208","Viola canescens"
"2543",3863,"2849020","Nepeta tenuifolia"
"2544",3864,"3435","Persea americana"
"2545",3864,"162632","Eimeria papillata"
"2546",3866,"587666","Platostoma chinense"
"2547",3867,"52462","Cuminum cyminum"
"2548",3868,"52570","Trachyspermum ammi"
"2549",3868,"5476","Candida albicans"
"2550",3869,"577023","Bridelia micrantha"
"2551",3870,"187505","Gongronemopsis tenacissima"
"2552",3871,"35874","Dioscorea bulbifera"
"2553",3872,"76149","Plumbago zeylanica"
"2554",3873,"3735","Moringa oleifera"
"2555",3875,"71610","Hedychium coronarium"
"2556",3876,"1585251","Ajuga bracteosa"
"2557",3878,"318060","Abutilon indicum"
"2558",3880,"119830","Solanum torvum"
"2559",3884,"1472306","Cecropia pachystachya"
"2560",3885,"263974","Bacopa monnieri"
"2561",3886,"216473","Euphorbia cyathophora"
"2562",3886,"1372994","Earias vittella"
"2563",3889,"38851","Gentiana lutea"
"2564",3890,"199222","Pinellia pedatisecta"
"2565",3891,"3444","Nigella damascena"
"2566",3893,"62753","Juniperus procera"
"2567",3894,"231648","Clematis florida"
"2568",3895,"3649","Carica papaya"
"2569",3897,"52822","Alstonia scholaris"
"2570",3899,"458531","Eurycoma longifolia"
"2571",3900,"260636","Orthosiphon stamineus"
"2572",3901,"4058","Catharanthus roseus"
"2573",3903,"86730","Magnolia macrophylla var. dealbata"
"2574",3904,"261422","Polygonatum punctatum"
"2575",3906,"231913","Mammea siamensis"
"2576",3909,"36777","Elaeagnus angustifolia"
"2577",3911,"66014","Cymbopogon citratus"
"2578",3914,"94329","Costus woodsonii"
"2579",3917,"80913","Kalanchoe pinnata"
"2580",3918,"329078","Cupressus atlantica"
"2581",3919,"659592","Berberis aristata"
"2582",3919,"124943","Azadirachta indica"
"2583",3922,"452457","Persicaria capitata"
"2584",3923,"480422","Butea superba"
"2585",3925,"204129","Mesosphaerum suaveolens"
"2586",3927,"324593","Saussurea costus"
"2587",3928,"994668","Celastrus paniculatus"
"2588",3929,"41492","Bellis perennis"
"2589",3930,"1650721","Rubia yunnanensis"
"2590",3931,"180498","Jatropha curcas"
"2591",3933,"43168","Koelreuteria paniculata"
"2592",3936,"555479","Nigella sativa"
"2593",3937,"56525","Dittrichia viscosa"
"2594",3939,"469914","Allanblackia floribunda"
"2595",3940,"2843217","Rhaphiolepis bibas"
"2596",3944,"4068","Gymnema sylvestre"
"2597",3946,"32247","Rubus idaeus"
"2598",3950,"1244806","Helichrysum aureonitens"
"2599",3951,"145745","Althaea officinalis"
"2600",3954,"379953","Geranium pyrenaicum"
"2601",3955,"159364","Lasianthera africana"
"2602",3956,"28511","Pogostemon cablin"
"2603",3957,"105884","Lonicera japonica"
"2604",3959,"282776","Corydalis saxicola"
"2605",3960,"2849586","Anethum foeniculum"
"2606",3966,"43573","Sarcocephalus latifolius"
"2607",3967,"404689","Solanum trilobatum"
"2608",3969,"1127378","Crotalaria agatiflora"
"2609",3970,"43522","Morinda citrifolia"
"2610",3973,"191881","Guilandina bonduc"
"2611",3974,"136221","Curcuma wenyujin"
"2612",3977,"181246","Anthyllis hermanniae"
"2613",3978,"145392","Curvularia spicifera"
"2614",3980,"46385","Eleutherococcus trifoliatus"
"2615",3983,"268114","Crepidiastrum denticulatum"
"2616",3985,"165300","Leea indica"
"2617",3987,"751882","Ziziphora tenuior"
"2618",3988,"278077","Bergenia ciliata"
"2619",3991,"377125","Apocynum venetum"
"2620",3993,"1170222","Abelmoschus moschatus"
"2621",3999,"405319","Piper sarmentosum"
"2622",4001,"13329","Achillea millefolium"
"2623",4002,"49992","Thymus vulgaris"
"2624",4004,"34256","Mentha x piperita"
"2625",4007,"41496","Calendula officinalis"
"2626",4008,"454931","Jatropha gossypiifolia"
"2627",4009,"13601","Berberis bealei"
"2628",4010,"43522","Morinda citrifolia"
"2629",4010,"7962","Cyprinus carpio"
"2630",4012,"34199","Aloe vera"
"2631",4013,"476039","Thalictrum minus"
"2632",4014,"7159","Aedes aegypti"
"2633",4017,"66014","Cymbopogon citratus"
"2634",4019,"47091","Lessertia frutescens"
"2635",4020,"1781621","Myrianthus arboreus"
"2636",4021,"36618","Osteomeles schwerinae"
"2637",4022,"155640","Melia azedarach"
"2638",4022,"124943","Azadirachta indica"
"2639",4023,"162737","Delonix elata"
"2640",4023,"30069","Anopheles stephensi"
"2641",4023,"7159","Aedes aegypti"
"2642",4024,"35608","Artemisia annua"
"2643",4027,"948714","Senna sulfurea"
"2644",4033,"1237573","Erythrina abyssinica"
"2645",4035,"36656","Penicillium crustosum"
"2646",4036,"54477","Vitex agnus-castus"
"2647",4038,"282736","Achillea filipendulina"
"2648",4040,"516549","Fagopyrum dibotrys"
"2649",4041,"41220","Gloriosa superba"
"2650",4042,"252529","Citrullus colocynthis"
"2651",4043,"49992","Thymus vulgaris"
"2652",4044,"2849586","Anethum foeniculum"
"2653",4045,"29911","Alternaria brassicae"
"2654",4045,"34199","Aloe vera"
