"","sci_name","uid","count"
"2186","Gymnosporia emarginata",1789567,2
"2187","Gymnotheca chinensis",126643,2
"2188","Gymnotheca involucrata",126641,2
"2189","Gynura cusimbua",1535311,2
"2190","Gypsophila eriocalyx",3066331,2
"2191","Haloxylon ammodendron",151230,2
"2192","Hammada scoparia",1665493,2
"2193","Handroanthus impetiginosus",429701,2
"2194","Haplophyllum virgatum",452787,2
"2195","Harpephyllum caffrum",289712,2
"2196","Harungana madagascariensis",198768,2
"2197","Hebanthe paniculata",451948,2
"2198","Helichrysum aureonitens",1244806,2
"2199","Helichrysum odoratissimum",112363,2
"2200","Helichrysum petiolare",261796,2
"2201","Heliciopsis lobata",524983,2
"2202","Heliotropium crispum",1891217,2
"2203","Heliotropium europaeum",168345,2
"2204","Hemsleya chinensis",447485,2
"2205","Heritiera fomes",2171973,2
"2206","Herpetospermum pedunculosum",386182,2
"2207","Heterotheca inuloides",3015714,2
"2208","Hibiscus mutabilis",455430,2
"2209","Hibiscus surattensis",183266,2
"2210","Hodgsonia heteroclita",386184,2
"2211","Hydnora africana",50133,2
"2212","Hygrophila polysperma",693374,2
"2213","Hylotelephium erythrostictum",202969,2
"2214","Hymenaea martiana",1902340,2
"2215","Hymenidium amabile",584733,2
"2216","Hyoscyamus albus",310458,2
"2217","Hyoscyamus muticus",35626,2
"2218","Hyoscyamus reticulatus",1822395,2
"2219","Hypericum androsaemum",140968,2
"2220","Hypericum elodeoides",1043417,2
"2221","Hypericum foliosum",1053355,2
"2222","Hypericum roeperianum",269018,2
"2223","Hypericum scabrum",1137022,2
"2224","Iberis amara",190884,2
"2225","Ilex dipyrena",185506,2
"2226","Ilex pubescens",185543,2
"2227","Illicium lanceolatum",121383,2
"2228","Impatiens textorii",127139,2
"2229","Indigofera argentea",198858,2
"2230","Indigofera heterantha",198880,2
"2231","Inula hupehensis",1805964,2
"2232","Ipomoea asarifolia",89639,2
"2233","Ipomoea carnea",89640,2
"2234","Ipomoea nervosa",139741,2
"2235","Ipomoea staphylina",1281418,2
"2236","Iris germanica",34205,2
"2237","Iris tectorum",114617,2
"2238","Isatis tinctoria",161756,2
"2239","Isodon lophanthoides",204133,2
"2240","Isodon serra",199544,2
"2241","Isodon wightii",1610806,2
"2242","Ixora coccinea",43503,2
"2243","Jasminum multiflorum",310423,2
"2244","Juniperus chinensis",50182,2
"2245","Juniperus rigida",99809,2
"2246","Justicia spicigera",141992,2
"2247","Kadsura longipedunculata",124782,2
"2248","Kaempferia angustifolia",251766,2
"2249","Kaempferia pulchra",199647,2
"2250","Kalanchoe laetivirens",2933817,2
"2251","Kickxia ramosissima",1851684,2
"2252","Kirganelia muelleriana",319598,2
"2253","Knoxia roxburghii",1905575,2
"2254","Lamium album",53159,2
"2255","Lamprocapnos spectabilis",54415,2
"2256","Lancea tibetica",188317,2
"2257","Laportea peduncularis",1435566,2
"2258","Lasianthera africana",159364,2
"2259","Launaea fragilis",2894263,2
"2260","Launaea nudicaulis",43200,2
"2261","Launaea sarmentosa",381725,2
"2262","Launaea taraxacifolia",2851007,2
"2263","Lavandula multifida",260634,2
"2264","Ledebouria revoluta",28485,2
"2265","Lemna minor",4472,2
"2266","Leonotis ocymifolia",483802,2
"2267","Leontopodium nivale",595348,2
"2268","Leptadenia lanceolata",156241,2
"2269","Leptocarpha rivularis",3027750,2
"2270","Leptolobium dasycarpum",53821,2
"2271","Leptospermum petersonii",571684,2
"2272","Leptospermum scoparium",295139,2
"2273","Lespedeza cuneata",53893,2
"2274","Leucas cephalotes",1260214,2
"2275","Leucas zeylanica",483849,2
"2276","Leucosidea sericea",137445,2
"2277","Ligusticum jeholense",49553,2
"2278","Ligusticum tenuissimum",110318,2
"2279","Ligustrum vulgare",13597,2
"2280","Lilium davidii var. unicolor",1473204,2
"2281","Lilium longiflorum",4690,2
"2282","Lilium rosthornii",101652,2
"2283","Limoniastrum guyonianum",114145,2
"2284","Limoniastrum monopetalum",63095,2
"2285","Limonium bicolor",293754,2
"2286","Lippia turbinata",925360,2
"2287","Lithocarpus polystachyus",2518020,2
"2288","Lithraea molleoides",289720,2
"2289","Lobostemon fruticosus",34255,2
"2290","Loeseneriella africana",39614,2
"2291","Lonicera etrusca",245821,2
"2292","Lonicera hypoglauca",638626,2
"2293","Lophanthera lactescens",151846,2
"2294","Lophira lanceolata",670087,2
"2295","Luculia pinceana",170349,2
"2296","Luffa echinata",252535,2
"2297","Lycium europaeum",112873,2
"2298","Lycopodium clavatum",3252,2
"2299","Lysimachia candida",213406,2
"2300","Lysimachia christinae",213255,2
"2301","Lysimachia vulgaris",191068,2
"2302","Macrotyloma uniflorum",271171,2
"2303","Madhuca longifolia var. latifolia",571269,2
"2304","Maesa lanceolata",992730,2
"2305","Maesa perlaria",1303658,2
"2306","Magnolia grandiflora",3406,2
"2307","Magnolia sieboldii",85868,2
"2308","Maianthemum atropurpureum",261433,2
"2309","Malania oleifera",397392,2
"2310","Mallotus japonicus",29747,2
"2311","Mandragora autumnalis",389206,2
"2312","Manilkara zapota",3741,2
"2313","Markhamia lutea",1548301,2
"2314","Marrubium incanum",53165,2
"2315","Martynia annua",77074,2
"2316","Maytenus austroyunnanensis",714482,2
"2317","Meconopsis horridula",248837,2
"2318","Meconopsis integrifolia",248839,2
"2319","Medicago polymorpha",47084,2
"2320","Melaleuca cajuputi",109355,2
"2321","Melastomastrum capitatum",130518,2
"2322","Melianthus comosus",377274,2
"2323","Melilotus officinalis",47083,2
"2324","Melochia corchorifolia",133573,2
"2325","Mentha asiatica",300220,2
"2326","Mentha cervina",294734,2
"2327","Mespilus germanica",36616,2
"2328","Metagentiana rhodantha",50767,2
"2329","Miconia albicans",427218,2
"2330","Micromelum minutum",68550,2
"2331","Micromeria graeca",306391,2
"2332","Mimosa diplotricha",512270,2
"2333","Mimosa pigra",367322,2
"2334","Mimosa tenuiflora",138060,2
"2335","Minthostachys mollis",260606,2
"2336","Mirabilis jalapa",3538,2
"2337","Mitracarpus villosus",120153,2
"2338","Mitragyna parvifolia",1288021,2
"2339","Molineria capitulata",72645,2
"2340","Momordica cochinchinensis",3674,2
"2341","Momordica cymbalaria",654834,2
"2342","Monarda didyma",39343,2
"2343","Monodora myristica",296852,2
"2344","Montanoa frutescens",166987,2
"2345","Morella esculenta",385002,2
"2346","Morella rubra",262757,2
"2347","Moricandia sinaica",475162,2
"2348","Morinda morindoides",659048,2
"2349","Morinda pubescens",1378002,2
"2350","Mosla scabra",1898873,2
"2351","Moussonia deppeana",223871,2
"2352","Munronia pinnata",201019,2
"2353","Muscari comosum",81770,2
"2354","Myrcia bella",1924207,2
"2355","Myrciaria dubia",468946,2
"2356","Myrmecodia tuberosa",59627,2
"2357","Myrtus nivelii",666199,2
"2358","Narcissus pseudonarcissus",39639,2
"2359","Narcissus tazetta",54860,2
"2360","Naringi crenulata",200540,2
"2361","Nectandra megapotamica",881593,2
"2362","Neesia altissima",117709,2
"2363","Neltuma juliflora",3128859,2
"2364","Nelumbo lutea",4431,2
"2365","Neorautanenia mitis",167620,2
"2366","Nepenthes khasiana",122310,2
"2367","Nepeta bracteata",2024916,2
"2368","Nepeta deflersiana",1423393,2
"2369","Nepeta italica",1132403,2
"2370","Nephrolepis biserrata",389499,2
"2371","Neurada procumbens",32215,2
"2372","Neurolaena lobata",183056,2
"2373","Nigella glandulifera",1439910,2
"2374","Nitraria sibirica",357931,2
"2375","Ochna integerrima",210381,2
"2376","Ochna schweinfurthiana",2699578,2
"2377","Ochradenus baccatus",264972,2
"2378","Ocotea odorifera",128668,2
"2379","Ohwia caudata",1603716,2
"2380","Olea dioica",764601,2
"2381","Ononis natrix",200954,2
"2382","Onopordum leptolepis",143217,2
"2383","Onosma dichroantha",2364912,2
"2384","Ophioglossum vulgatum",49227,2
"2385","Opilia amentacea",36010,2
"2386","Opuntia dillenii",308223,2
"2387","Opuntia humifusa",446152,2
"2388","Origanum grosii",1268188,2
"2389","Orixa japonica",354507,2
"2390","Ornithogalum saundersiae",484171,2
"2391","Osmanthus fragrans",93977,2
"2392","Osmunda japonica",90693,2
"2393","Osteomeles schwerinae",36618,2
"2394","Otoglyphis factorovskyi",314051,2
"2395","Ottelia acuminata",319739,2
"2396","Ouratea semiserrata",2699671,2
"2397","Paederia foetida",60087,2
"2398","Pallenis spinosa",73981,2
"2399","Panax pseudoginseng",44681,2
"2400","Papaver orientale",22694,2
"2401","Pappea capensis",2896783,2
"2402","Paramollugo nudicaulis",764185,2
"2403","Parasenecio hastatus",1500521,2
"2404","Parastrephia lucida",382036,2
"2405","Paratinospora sagittata",648882,2
"2406","Parinari curatellifolia",992768,2
"2407","Paris fargesii",83858,2
"2408","Parkia roxburghii",53912,2
"2409","Passiflora foetida",159421,2
"2410","Passiflora ligularis",237863,2
"2411","Paullinia cupana",392747,2
"2412","Pelargonium odoratissimum",1167265,2
"2413","Pentaclethra macroloba",161922,2
"2414","Pentanisia prunelloides",60389,2
"2415","Pericopsis laxiflora",1929974,2
"2416","Persicaria barbata",487989,2
"2417","Persicaria maculosa",457184,2
"2418","Petasites hybridus",278673,2
"2419","Phaeanthus vietnamensis",3057609,2
"2420","Phagnalon saxatile",594677,2
"2421","Phagnalon sinaicum",943714,2
"2422","Phanera scandens",228533,2
"2423","Philenoptera cyanescens",143052,2
"2424","Phyllostachys edulis",38705,2
"2425","Picea abies",3329,2
"2426","Picea smithiana",123602,2
"2427","Pinus densiflora",77912,2
"2428","Pinus elliottii",42064,2
"2429","Pinus koraiensis",88728,2
"2430","Pinus thunbergii",3350,2
"2431","Piper attenuatum",538233,2
"2432","Piper auritum",130385,2
"2433","Piper capense",247681,2
"2434","Piper crocatum",216080,2
"2435","Piper excelsum",286065,2
"2436","Pisonia aculeata",363212,2
"2437","Pistacia terebinthus",434238,2
"2438","Pistacia vera",55513,2
"2439","Pittosporum dasycaulon",1508053,2
"2440","Plantago afra",101998,2
"2441","Plantago depressa",411227,2
"2442","Plicosepalus curviflorus",364698,2
"2443","Plinia peruviana",2065089,2
"2444","Pluchea odorata",1548633,2
"2445","Plukenetia conophora",1777510,2
"2446","Polemonium caeruleum",174663,2
"2447","Polyalthia bullata",1255808,2
"2448","Polygonatum cirrhifolium",100525,2
"2449","Polyscias fulva",150522,2
"2450","Populus alba",43335,2
"2451","Populus ciliata",60009,2
"2452","Potentilla alba",654612,2
"2453","Pothos scandens",174213,2
"2454","Pouteria campechiana",233737,2
"2455","Pouteria ramiflora",1472148,2
"2456","Prinsepia utilis",1308043,2
"2457","Pristimera indica",123465,2
"2458","Prosopis laevigata",364022,2
"2459","Prosthechea karwinskii",3064614,2
"2460","Prunus cerasoides",378224,2
"2461","Prunus domestica",3758,2
"2462","Prunus laurocerasus",32242,2
"2463","Prunus persica",3760,2
"2464","Przewalskia tangutica",337188,2
"2465","Pseuderanthemum palatiferum",2916865,2
"2466","Pseudocodon convolvulaceus",1392590,2
"2467","Psiadia punctulata",72969,2
"2468","Psidium acutangulum",1835410,2
"2469","Psychotria malayana",2516523,2
"2470","Psydrax subcordata",2708958,2
"2471","Pterocarpus erinaceus",1071183,2
"2472","Pterocarpus mildbraedii",1071189,2
"2473","Pterocephalus frutescens",596810,2
"2474","Pterocyclus angelicoides",584762,2
"2475","Pugionium cornutum",557876,2
"2476","Pulsatilla cernua var. koreana",387930,2
"2477","Puya chilensis",561566,2
"2478","Pyracantha fortuneana",144562,2
"2479","Pyrus pashia",470525,2
"2480","Quercus floribunda",568700,2
"2481","Randia aculeata",58455,2
"2482","Ranunculus wallichianus",2872265,2
"2483","Rauvolfia caffra",947877,2
"2484","Reichardia picroides",43207,2
"2485","Renealmia alpinia",199658,2
"2486","Rhamnus cathartica",3610,2
"2487","Rhamnus davurica",105902,2
"2488","Rhamnus pentapomica",1630245,2
"2489","Rhaphiodon echinus",986320,2
"2490","Rhaponticoides iconiensis",344870,2
"2491","Rheum officinale",137220,2
"2492","Rheum rhabarbarum",3621,2
"2493","Rheum wittrockii",137228,2
"2494","Rhizophora mangle",40031,2
"2495","Rhodiola quadrifida",487764,2
"2496","Rhododendron decorum",344754,2
"2497","Rhododendron simsii",118357,2
"2498","Rhus trilobata",246378,2
"2499","Rhynchanthus beesianus",110733,2
"2500","Rhynchostylis retusa",257352,2
"2501","Ribes rubrum",175228,2
"2502","Rosa brunonii",119236,2
"2503","Rosa laevigata",74652,2
"2504","Roscoea alpina",105373,2
"2505","Rubus rosifolius",59498,2
"2506","Rubus sachalinensis",59502,2
"2507","Rumex alpinus",1351827,2
"2508","Rumex japonicus",174651,2
"2509","Rumex patientia",137229,2
"2510","Rydingia integrifolia",483857,2
"2511","Saccharum officinarum",4547,2
"2512","Sageretia thea",72166,2
"2513","Salacia reticulata",1565083,2
"2514","Salicornia europaea",206448,2
"2515","Salsola stocksii",454507,2
"2516","Salvia africana",268886,2
"2517","Salvia bulleyana",587670,2
"2518","Salvia chinensis",424420,2
"2519","Salvia chloroleuca",1933714,2
"2520","Salvia coccinea",260612,2
"2521","Salvia daiguii",2763342,2
"2522","Salvia hydrangea",392666,2
"2523","Salvia majdae",392706,2
"2524","Salvia moorcroftiana",1585254,2
"2525","Salvia pilifera",1933746,2
"2526","Salvia przewalskii",342060,2
"2527","Salvia scrophulariifolia",392637,2
"2528","Salvia stenophylla",202612,2
"2529","Salvia tomentosa",1132405,2
"2530","Salvia verbenaca",268912,2
"2531","Salvia yunnanensis",342062,2
"2532","Sambucus australis",57005,2
"2533","Sambucus javanica",57009,2
"2534","Sapindus trifoliatus",290988,2
"2535","Saponaria officinalis",3572,2
"2536","Sasa veitchii",387608,2
"2537","Satureja mutica",306403,2
"2538","Satureja spicigera",412922,2
"2539","Saururus chinensis",54806,2
"2540","Scabiosa atropurpurea",242170,2
"2541","Scaevola spinescens",197987,2
"2542","Schima wallichii",182321,2
"2543","Schinopsis brasiliensis",270267,2
"2544","Schisandra propinqua",124790,2
"2545","Schisandra sphaerandra",2027360,2
"2546","Scilla scilloides",49652,2
"2547","Scolymus hispanicus",114287,2
"2548","Scrophularia amplexicaulis",1042503,2
"2549","Scrophularia dentata",1684752,2
"2550","Scrophularia kakudensis",692147,2
"2551","Scrophularia megalantha",1042514,2
"2552","Scurrula parasitica",227903,2
"2553","Scutellaria lateriflora",233893,2
"2554","Scutellaria viscidula",512023,2
"2555","Securidaca longipedunculata",690845,2
"2556","Securigera securidaca",390705,2
"2557","Sedum dendroideum",1239900,2
"2558","Selaginella bryopteris",1229519,2
"2559","Selaginella convoluta",1914635,2
"2560","Selenicereus monacanthus",1195128,2
"2561","Selinum vaginatum",239673,2
"2562","Sempervivum tectorum",91155,2
"2563","Senegalia ferruginea",1217421,2
"2564","Senegalia modesta",138030,2
"2565","Senegalia nigrescens",459859,2
"2566","Senegalia polyacantha",875646,2
"2567","Senna singueana",1977557,2
"2568","Senna spectabilis",347003,2
"2569","Serenoa repens",4722,2
"2570","Seseli resinosum",2502080,2
"2571","Sibbaldianthe bifurca",57928,2
"2572","Sideritis raeseri",194203,2
"2573","Sigesbeckia orientalis",185191,2
"2574","Sinapis alba",3728,2
"2575","Siparuna guianensis",74957,2
"2576","Skimmia laureola",354518,2
"2577","Smilax moranensis",1080332,2
"2578","Smyrnium olusatrum",40962,2
"2579","Solanecio biafrae",904580,2
"2580","Solanum aculeastrum",329759,2
"2581","Solanum aethiopicum",205524,2
"2582","Solanum anguivi",329760,2
"2583","Solanum capsicoides",205536,2
"2584","Solanum cernuum",397274,2
"2585","Solanum erianthum",374041,2
"2586","Solanum lyratum",230192,2
"2587","Solanum scabrum",795974,2
"2588","Solenostemma argel",219273,2
"2589","Solidago canadensis",59297,2
"2590","Solidago virgaurea",462879,2
"2591","Sonneratia caseolaris",122814,2
"2592","Spermacoce hispida",120149,2
"2593","Sphaeralcea angustifolia",217322,2
"2594","Sphagneticola calendulacea",1117039,2
"2595","Spigelia anthelmia",61950,2
"2596","Spirostachys africana",316863,2
"2597","Spondias pinnata",1592062,2
"2598","Spondias tuberosa",991123,2
"2599","Stachys pilifera",1541664,2
"2600","Stachytarpheta cayennensis",39376,2
"2601","Stauntonia hexaphylla",41788,2
"2602","Stemona collinsiae",492015,2
"2603","Stephania dielsiana",1501458,2
"2604","Stephania epigaea",1501461,2
"2605","Stephania viridiflavens",1501474,2
"2606","Sterculia lanceolata",190249,2
"2607","Stereospermum suaveolens",2600583,2
"2608","Strobilanthes glutinosus",1205768,2
"2609","Strophanthus hispidus",2605637,2
"2610","Stryphnodendron rotundifolium",397653,2
"2611","Stylidocleome brachycarpa",310241,2
"2612","Styrax officinalis",153544,2
"2613","Suaeda fruticosa",224168,2
"2614","Suaeda glauca",397272,2
"2615","Suaeda maritima",126913,2
"2616","Swertia leducii",266086,2
"2617","Swertia paniculata",559637,2
"2618","Swertia thomsonii",363517,2
"2619","Symplocos cochinchinensis",239694,2
"2620","Synedrella nodiflora",183085,2
"2621","Syzygium cordatum",334476,2
"2622","Syzygium jambos",334483,2
"2623","Syzygium malaccense",219892,2
"2624","Syzygium nervosum",219895,2
"2625","Syzygium paniculatum",219897,2
"2626","Syzygium zeylanicum",334508,2
"2627","Tabebuia rosea",429709,2
"2628","Tabernaemontana catharinensis",403124,2
"2629","Tabernaemontana ventricosa",761103,2
"2630","Tacca chantrieri",85283,2
"2631","Tadehagi triquetrum",714511,2
"2632","Tagetes lemmonii",2907121,2
"2633","Talinum paniculatum",107604,2
"2634","Tamarix nilotica",189799,2
"2635","Tamarix ramosissima",189803,2
"2636","Tapirira guianensis",397177,2
"2637","Taraxacum coreanum",1041103,2
"2638","Tarenna asiatica",1378008,2
"2639","Taverniera cuneifolia",451732,2
"2640","Tectona grandis",41396,2
"2641","Tephrosia vogelii",1157238,2
"2642","Ternstroemia pringlei",3093781,2
"2643","Teucrium flavum",53177,2
"2644","Theobroma cacao",3641,2
"2645","Thesium chinense",210367,2
"2646","Thuja occidentalis",3317,2
"2647","Thymelaea hirsuta",69845,2
"2648","Thymus carmanicus",2662188,2
"2649","Thymus fedtschenkoi",2019953,2
"2650","Thymus linearis",487773,2
"2651","Thymus migricus",2019957,2
"2652","Thymus quinquecostatus",228974,2
"2653","Thymus roseus",2844932,2
"2654","Tilia amurensis",1522114,2
"2655","Tilia tomentosa",121718,2
"2656","Tinospora crispa",285591,2
"2657","Torenia fournieri",68875,2
"2658","Torminalis glaberrima",2914000,2
"2659","Tradescantia spathacea",428268,2
"2660","Tragopogon buphthalmoides",500723,2
"2661","Treculia africana",709072,2
"2662","Triadica sebifera",139772,2
"2663","Trichilia catigua",1640457,2
"2664","Trichilia monadelpha",1640473,2
"2665","Trifolium repens",3899,2
"2666","Trigonella foenum-graecum",78534,2
"2667","Ulmus parvifolia",63058,2
"2668","Uncaria gambir",2872617,2
"2669","Uncaria hirsuta",714512,2
"2670","Uraria picta",1034059,2
"2671","Vaccinium uliginosum",190548,2
"2672","Vachellia jacquemontii",1117634,2
"2673","Valeriana amurensis",323660,2
