id,plant_name,uid,count,height,part,duration,medicinal_activites,products,population,clinical_trial_count
4827,Orostachys fimbriata,91113,1,,,,,,,0
4828,Orostachys malacophylla,202986,1,,,,,,,0
4829,Orthopterygium huaucui,289733,1,,,,,,,0
4830,Oryza coarctata,77588,1,,,,,,,0
4831,Oryza officinalis,4535,1,,,,,,,0
4832,Osbeckia stellata,40007,1,,,,,,,0
4833,Osmunda regalis,3285,1,,,,,,,0
4834,Ostryopsis nobilis,176868,1,,,,,,,0
4835,Osyris lanceolata,23413,1,,,,,,,0
4836,Otholobium glandulosum,247915,1,,,,,,,0
4837,Otholobium pubescens,1888379,1,,,,,,,0
4838,Otoba gracilipes,2771314,1,,,,,,,0
4839,Otoglyphis pubescens,99022,1,,,,,,,0
4840,Otostegia fruticosa,483855,1,,,,,,,0
4841,Oxalis adenophylla,1087064,1,,,,,,,0
4842,Oxalis barrelieri,519128,1,,,,,,,0
4843,Oxyanthus speciosus,353880,1,,,,,,,0
4844,Oxytropis falcata,1479707,1,,,,,,,0
4845,Oxytropis lanata,1527600,1,,,,,,,0
4846,Oxytropis racemosa,671264,1,,,,,,,0
4847,Ozoroa paniculosa,1237767,1,,,,,,,0
4848,Pachira aquatica,69118,1,,,,,,,0
4849,Pachyrhizus erosus,109171,1,,,,,,,0
4850,Pachysandra terminalis,74825,1,,,,,,,0
4851,Pachystachys lutea,76374,1,,,,,,,0
4852,Paederia scandens,284589,1,,,,,,,0
4853,Paeonia anomala,40698,1,,,,,,,0
4854,Paeonia decomposita,459172,1,,,,,,,0
4855,Paeonia jishanensis,62927,1,,,,,,,0
4856,Paeonia ludlowii,459176,1,,,,,,,0
4857,Paeonia mascula,40712,1,,,,,,,0
4858,Paeonia obovata,40716,1,,,,,,,0
4859,Paeonia officinalis,69717,1,,,,,,,0
4860,Paeonia peregrina,40717,1,,,,,,,0
4861,Paeonia veitchii,40722,1,,,,,,,0
4862,Pajanelia longifolia,2662999,1,,,,,,,0
4863,Palhinhaea cernua,73621,1,,,,,,,0
4864,Paliurus spina-christi,106693,1,,,,,,,0
4865,Panax sokpayensis,1620823,1,,,,,,,0
4866,Panax stipuleanatus,44682,1,,,,,,,0
4867,Pancratium zeylanicum,310735,1,,,,,,,0
4868,Pandanus amaryllifolius,260201,1,,,,,,,0
4869,Pandanus tectorius,4726,1,,,,,,,0
4870,Panicum miliaceum,4540,1,,,,,,,0
4871,Panicum turgidum,861245,1,,,,,,,0
4872,Papaver macrostomum,357472,1,,,,,,,0
4873,Paphiopedilum concolor,53078,1,,,,,,,0
4874,Parablechnum chilense,120692,1,,,,,,,0
4875,Parapiptadenia rigida,148713,1,,,,,,,0
4876,Pardoglossum cheirifolium,203756,1,,,,,,,0
4877,Parietaria judaica,33127,1,,,,,,,3
4878,Paris quadrifolia,231488,1,,,,,,,0
4879,Parkia javanica,1914267,1,,,,,,,0
4880,Parkinsonia praecox,162871,1,,,,,,,0
4881,Paropyrum anemonoides,432641,1,,,,,,,0
4882,Parthenium incanum,1680480,1,,,,,,,0
4883,Passiflora actinia,159424,1,,,,,,,0
4884,Passiflora caerulea,159428,1,,,,,,,0
4885,Passiflora cincinnata,197924,1,,,,,,,0
4886,Passiflora coriacea,196579,1,,,,,,,0
4887,Passiflora nitida,237871,1,,,,,,,0
4888,Passovia pyrifolia,2661938,1,,,,,,,0
4889,Pastinaca sativa,4041,1,,,,,,,0
4890,Patrinia heterophylla,180073,1,,,,,,,0
4891,Pectis brevipedunculata,1477641,1,,,,,,,0
4892,Pedicularis groenlandica,262426,1,,,,,,,0
4893,Pedicularis sibthorpii,1392192,1,,,,,,,0
4894,Peganum multisectum,673035,1,,,,,,,0
4895,Peganum nigellastrum,673036,1,,,,,,,0
4896,Pelargonium endlicherianum,158596,1,,,,,,,0
4897,Pelargonium quercetorum,158602,1,,,,,,,0
4898,Pelargonium x hortorum,4031,1,,,,,,,0
4899,Peltophorum africanum,321567,1,,,,,,,0
4900,Peniocereus greggii,336131,1,,,,,,,0
4901,Penstemon campanulatus,379496,1,,,,,,,0
4902,Penstemon gentianoides,388147,1,,,,,,,0
4903,Pentadesma butyracea,198785,1,,,,,,,0
4904,Pentalinon andrieuxii,1936448,1,,,,,,,0
4905,Pentatropis spiralis,1718196,1,,,,,,,0
4906,Pentzia incana,379275,1,,,,,,,0
4907,Peperomia blanda,352167,1,,,,,,,0
4908,Peperomia dindygulensis,1972104,1,,,,,,,0
4909,Peperomia vulcanica,1719589,1,,,,,,,0
4910,Pereskia aculeata,3597,1,,,,,,,0
4911,Pericampylus glaucus,152355,1,,,,,,,0
4912,Peristrophe bivalvis,2803929,1,,,,,,,0
4913,Peristrophe japonica,1082503,1,,,,,,,0
4914,Persea willdenovii,590037,1,,,,,,,0
4915,Persicaria glabra,467606,1,,,,,,,0
4916,Persicaria lapathifolia,430754,1,,,,,,,0
4917,Persicaria maackiana,452458,1,,,,,,,0
4918,Persicaria odorata,580473,1,,,,,,,0
4919,Persicaria orientalis,467334,1,,,,,,,0
4920,Persicaria senegalensis,471708,1,,,,,,,0
4921,Petrea volubilis,41233,1,,,,,,,0
4922,Petrosimonia brachiata,454517,1,,,,,,,0
4923,Petrosimonia sibirica,282320,1,,,,,,,0
4924,Peucedanum alsaticum,1533279,1,,,,,,,0
4925,Peucedanum franchetii,2992064,1,,,,,,,0
4926,Peucedanum huangshanense,2995350,1,,,,,,,0
4927,Phaeanthus ophthalmicus,1504475,1,,,,,,,0
4928,Phagnalon niveum,943705,1,,,,,,,0
4929,Phalaenopsis equestris,78828,1,,,,,,,0
4930,Phalaris minor,222563,1,,,,,,,0
4931,Phanera vahlii,653097,1,,,,,,,0
4932,Phedimus kamtschaticus,91120,1,,,,,,,0
4933,Phelipanche purpurea,223125,1,,,,,,,0
4934,Phlebodium aureum,218620,1,,,,,,,0
4935,Phlegmariurus dichotomus,73592,1,,,,,,,0
4936,Phlegmariurus linifolius,69999,1,,,,,,,0
4937,Phlegmariurus taxifolius,41008,1,,,,,,,0
4938,Phlogacanthus pulcherrimus,2867215,1,,,,,,,0
4939,Phlojodicarpus sibiricus,2893997,1,,,,,,,0
4940,Phlojodicarpus villosus,669776,1,,,,,,,0
4941,Phlomidoschema parviflorum,194202,1,,,,,,,0
4942,Phlomis armeniaca,997701,1,,,,,,,0
4943,Phlomis aurea,997702,1,,,,,,,0
4944,Phlomis bruguieri,997708,1,,,,,,,0
4945,Phlomis crinita subsp. mauritanica,316270,1,,,,,,,0
4946,Phlomis cypria,997716,1,,,,,,,0
4947,Phlomis floccosa,572125,1,,,,,,,0
4948,Phlomis grandiflora,997719,1,,,,,,,0
4949,Phlomis longifolia,997727,1,,,,,,,0
4950,Phlomis persica,2019438,1,,,,,,,0
4951,Phlomoides bracteosa,487756,1,,,,,,,0
4952,Phlomoides labiosa,193326,1,,,,,,,0
4953,Phlomoides molucelloides,1081545,1,,,,,,,0
4954,Phlomoides tuberosa,572133,1,,,,,,,0
4955,Phoebe bournei,460784,1,,,,,,,0
4956,Phoenix pusilla,446124,1,,,,,,,0
4957,Phragmanthera regularis,364696,1,,,,,,,0
4958,Phragmites australis,29695,1,,,,,,,0
4959,Phryma leptostachya,41401,1,,,,,,,0
4960,Phycella chilensis,232728,1,,,,,,,0
4961,Phyllanthus cochinchinensis,296041,1,,,,,,,0
4962,Phyllanthus orbicularis,319600,1,,,,,,,0
4963,Phyllonoma laticuspis,23086,1,,,,,,,0
4964,Physalis grisea,2815732,1,,,,,,,0
4965,Physalis longifolia var. subglabrata,482384,1,,,,,,,0
4966,Physalis micrantha,3022427,1,,,,,,,0
4967,Physalis pruinosa,304161,1,,,,,,,0
4968,Physcomitrium patens,3218,1,,,,,,,0
4969,Physochlaina orientalis,451527,1,,,,,,,0
4970,Phytolacca dodecandra,29724,1,,,,,,,0
4971,Phytolacca tetramera,1580012,1,,,,,,,0
4972,Picramnia latifolia,681474,1,,,,,,,0
4973,Picrasma javanica,459140,1,,,,,,,0
4974,Pilea pumila,24776,1,,,,,,,0
4975,Piliostigma reticulatum,228531,1,,,,,,,0
4976,Pilosella officinarum,221204,1,,,,,,,0
4977,Pimenta guatemalensis,1129488,1,,,,,,,0
4978,Pimenta pseudocaryophyllus,375273,1,,,,,,,0
4979,Pimpinella lutea,386071,1,,,,,,,0
4980,Pimpinella tirupatiensis,1378004,1,,,,,,,0
4981,Pinus canariensis,49510,1,,,,,,,0
4982,Pinus gerardiana,71632,1,,,,,,,0
4983,Pinus halepensis,71633,1,,,,,,,0
4984,Pinus massoniana,88730,1,,,,,,,0
4985,Pinus mugo,28528,1,,,,,,,0
4986,Pinus nigra,58042,1,,,,,,,0
4987,Pinus wallichiana,3341,1,,,,,,,0
4988,Piper arboreum,130381,1,,,,,,,0
4989,Piper borbonense,511536,1,,,,,,,0
4990,Piper caninum,130391,1,,,,,,,0
4991,Piper coruscans,1569025,1,,,,,,,0
4992,Piper crassinervium,538253,1,,,,,,,0
4993,Piper cubeba,405322,1,,,,,,,0
4994,Piper hispidum,130401,1,,,,,,,0
4995,Piper kadsura,54803,1,,,,,,,0
4996,Piper mollicomum,538307,1,,,,,,,0
4997,Piper peltatum,130409,1,,,,,,,0
4998,Piper regnellii,1427529,1,,,,,,,0
4999,Piper umbellatum,130418,1,,,,,,,0
5000,Piper vicosanum,538368,1,,,,,,,0
5001,Piptadeniastrum africanum,148720,1,,,,,,,0
5002,Piptanthus nepalensis,70606,1,,,,,,,0
5003,Pipturus albidus,309432,1,,,,,,,0
5004,Pistacia weinmaniifolia,371727,1,,,,,,,0
5005,Pisum fulvum,51020,1,,,,,,,0
5006,Pittosporum eriocarpum,2748907,1,,,,,,,0
5007,Pittosporum napaulense,2575401,1,,,,,,,0
5008,Pittosporum tetraspermum,1508055,1,,,,,,,0
5009,Pityrogramma calomelanos,164274,1,,,,,,,0
5010,Plagiochila disticha,181813,1,,,,,,,0
5011,Plagiorhegma dubium,168834,1,,,,,,,0
5012,Plantago asiatica subsp. erosa,3134526,1,,,,,,,0
5013,Plantago australis,101995,1,,,,,,,0
5014,Platanthera chlorantha,59353,1,,,,,,,0
5015,Plathymenia reticulata,148722,1,,,,,,,0
5016,Platonia insignis,198787,1,,,,,,,0
5017,Platycerium angolense,61310,1,,,,,,,0
5018,Platycerium stemaria,347929,1,,,,,,,0
5019,Plectocephalus varians,1053095,1,,,,,,,0
5020,Plectranthus asirensis,1505756,1,,,,,,,0
5021,Pleioblastus amarus,411665,1,,,,,,,0
5022,Pleione bulbocodioides,141752,1,,,,,,,0
5023,Pleopeltis crassinervata,104280,1,,,,,,,0
5024,Pleopeltis polylepis,104283,1,,,,,,,0
5025,Pleurospermum camtschaticum,49565,1,,,,,,,0
5026,Plicosepalus acaciae,2993124,1,,,,,,,0
5027,Plinia cauliflora,375264,1,,,,,,,0
5028,Plinia trunciflora,1882728,1,,,,,,,0
5029,Pluchea ovalis,1548634,1,,,,,,,0
5030,Pluchea pteropoda,175698,1,,,,,,,0
5031,Plumeria alba,141603,1,,,,,,,0
5032,Plumeria rubra,62097,1,,,,,,,0
5033,Podocarpus macrophyllus,58043,1,,,,,,,0
5034,Podocarpus pilgeri,455454,1,,,,,,,0
5035,Podophyllum peltatum,35933,1,,,,,,,0
5036,Poeciloneuron indicum,279252,1,,,,,,,0
5037,Pogostemon auricularius,1809625,1,,,,,,,0
5038,Pogostemon deccanensis,2126035,1,,,,,,,0
5039,Pogostemon parviflorus,1809638,1,,,,,,,0
5040,Poikilacanthus glandulosus,2038571,1,,,,,,,0
5041,Poliomintha longiflora,751852,1,,,,,,,0
5042,Polyalthia suberosa,105757,1,,,,,,,0
5043,Polygala arillata,174534,1,,,,,,,0
5044,Polygala crotalarioides,2826952,1,,,,,,,0
5045,Polygala fallax,1571642,1,,,,,,,0
5046,Polygala fruticosa,375122,1,,,,,,,0
5047,Polygala molluginifolia,2583899,1,,,,,,,0
5048,Polygonatum humile,34195,1,,,,,,,0
5049,Polygonatum punctatum,261422,1,,,,,,,0
5050,Polygonum equisetiforme,701381,1,,,,,,,0
5051,Polygonum maritimum,512629,1,,,,,,,0
5052,Polypodium vulgare,58048,1,,,,,,,0
5053,Polyscias guilfoylei,46407,1,,,,,,,0
5054,Polystichum braunii,672197,1,,,,,,,0
5055,Pometia pinnata,557028,1,,,,,,,0
5056,Pontechium maculatum,554546,1,,,,,,,0
5057,Populus deltoides,3696,1,,,,,,,0
5058,Populus fremontii,295326,1,,,,,,,0
5059,Populus qiongdaoensis,1903715,1,,,,,,,0
5060,Populus simonii,295327,1,,,,,,,0
5061,Populus tremula,113636,1,,,,,,,0
5062,Populus trichocarpa,3694,1,,,,,,,0
5063,Poranopsis paniculata,197435,1,,,,,,,0
5064,Porophyllum ruderale,169599,1,,,,,,,0
5065,Potamogeton nodosus,99363,1,,,,,,,0
5066,Potamogeton perfoliatus,55320,1,,,,,,,0
5067,Potentilla atrosanguinea,487759,1,,,,,,,0
5068,Potentilla chinensis,210858,1,,,,,,,0
5069,Potentilla discolor,648872,1,,,,,,,0
5070,Potentilla erecta,57940,1,,,,,,,0
5071,Potentilla fragarioides,57939,1,,,,,,,0
5072,Potentilla indica,13044,1,,,,,,,0
5073,Potentilla kleiniana,1082504,1,,,,,,,0
5074,Potentilla longifolia,667264,1,,,,,,,0
5075,Potentilla parvifolia,1045296,1,,,,,,,0
5076,Potentilla recta,538583,1,,,,,,,0
5077,Potentilla reptans,57933,1,,,,,,,0
5078,Potentilla supina subsp. paradoxa,1042676,1,,,,,,,0
5079,Pouteria sapota,233744,1,,,,,,,0
5080,Prangos pabularia,52497,1,,,,,,,0
5081,Premna flavescens,2767533,1,,,,,,,0
5082,Premna herbacea,2185217,1,,,,,,,0
5083,Premna microphylla,54469,1,,,,,,,0
5084,Primula auriculata,175043,1,,,,,,,0
5085,Primula boveana,1198092,1,,,,,,,0
5086,Primula macrophylla,487793,1,,,,,,,0
5087,Primulina eburnea,1245227,1,,,,,,,0
5088,Primulina hedyotidea,1245235,1,,,,,,,0
5089,Prinsepia uniflora,32240,1,,,,,,,0
5090,Prismatomeris memecyloides,1489768,1,,,,,,,0
5091,Pristimera celastroides,123453,1,,,,,,,0
5092,Prosopis africana,433926,1,,,,,,,0
5093,Prosopis strombulifera,433934,1,,,,,,,0
5094,Protea cynaroides,273540,1,,,,,,,0
5095,Protium copal,246367,1,,,,,,,0
5096,Protium javanicum,173698,1,,,,,,,0
5097,Protium spruceanum,1499571,1,,,,,,,0
5098,Prunus dulcis,3755,1,,,,,,,3
5099,Prunus haussknechtii,749918,1,,,,,,,0
5100,Prunus japonica,97319,1,,,,,,,0
5101,Prunus mahaleb,129217,1,,,,,,,0
5102,Prunus padus,97307,1,,,,,,,0
5103,Prunus salicina,88123,1,,,,,,,0
5104,Prunus scoparia,749922,1,,,,,,,0
5105,Prunus serrulata,97321,1,,,,,,,0
5106,Prunus sibirica,151440,1,,,,,,,0
5107,Prunus spinosa,114937,1,,,,,,,0
5108,Prunus spinosissima,983204,1,,,,,,,0
5109,Prunus tenella,140661,1,,,,,,,0
5110,Prunus tomentosa,105667,1,,,,,,,0
5111,Prunus yedoensis,3759,1,,,,,,,0
5112,Pseudarthria hookeri,992776,1,,,,,,,0
5113,Pseudobombax ellipticum,93793,1,,,,,,,0
5114,Pseudocaryopteris foetida,2290801,1,,,,,,,0
5115,Pseudognaphalium cheiranthifolium,1754166,1,,,,,,,0
5116,Pseudognaphalium hypoleucum,415154,1,,,,,,,0
5117,Pseudopodospermum hispanicum,114289,1,,,,,,,0
5118,Pseudopodospermum incisum,871883,1,,,,,,,0
5119,Pseudopodospermum molle,268098,1,,,,,,,0
5120,Pseudopodospermum undulatum,268100,1,,,,,,,0
5121,Pseudotrachydium kotschyi,325732,1,,,,,,,0
5122,Pseuduvaria macrophylla,513628,1,,,,,,,0
5123,Psidium brownianum,2083150,1,,,,,,,0
5124,Psidium cattleyanum,375274,1,,,,,,,0
5125,Psidium galapageium,2292686,1,,,,,,,0
5126,Psidium glaziovianum,2866442,1,,,,,,,0
5127,Psidium myrsinites,1309000,1,,,,,,,0
5128,Psidium salutare,2602891,1,,,,,,,0
5129,Psophocarpus tetragonolobus,3891,1,,,,,,,0
5130,Psorospermum febrifugum,999591,1,,,,,,,0
5131,Psychotria adenophylla,1489770,1,,,,,,,0
5132,Psychotria asiatica,180030,1,,,,,,,0
5133,Psychotria nervosa,77890,1,,,,,,,0
5134,Psychotria succulenta,189189,1,,,,,,,0
5135,Psychotria suterella,2072285,1,,,,,,,0
5136,Psychotria viridiflora,2306787,1,,,,,,,0
5137,Ptaeroxylon obliquum,77019,1,,,,,,,0
5138,Pteridium aquilinum,32101,1,,,,,,,0
5139,Pterocarpus dalbergioides,1071182,1,,,,,,,0
5140,Pterogyne nitens,162890,1,,,,,,,0
5141,Pterolobium hexapetalum,1905003,1,,,,,,,0
5142,Pteronia camphorata,382043,1,,,,,,,0
5143,Pteronia divaricata,379281,1,,,,,,,0
5144,Pteronia onobromoides,2930441,1,,,,,,,0
5145,Pterospermum acerifolium,93794,1,,,,,,,0
5146,Pterospermum rubiginosum,3115860,1,,,,,,,0
5147,Pterospermum truncatolobatum,2303458,1,,,,,,,0
5148,Pteroxygonum denticulatum,517221,1,,,,,,,0
5149,Pterygota macrocarpa,2708961,1,,,,,,,0
5150,Ptychopetalum olacoides,597401,1,,,,,,,0
5151,Puccinellia maritima,492098,1,,,,,,,0
5152,Pulicaria arabica,119185,1,,,,,,,0
5153,Pulicaria burchardii,1548656,1,,,,,,,0
5154,Pulicaria inuloides,557692,1,,,,,,,0
5155,Pulicaria mauritanica,119189,1,,,,,,,0
5156,Pulsatilla tongkangensis,1111685,1,,,,,,,0
5157,Pupalia lappacea,240105,1,,,,,,,0
5158,Pycnanthemum incanum,260611,1,,,,,,,0
5159,Pycnanthemum muticum,326164,1,,,,,,,0
5160,Pycnanthemum virginianum,392642,1,,,,,,,0
5161,Pyracantha coccinea,193309,1,,,,,,,0
5162,Pyrola calliantha,642526,1,,,,,,,0
5163,Pyrrosia davidii,872851,1,,,,,,,0
5164,Pyrrosia lingua,187374,1,,,,,,,0
5165,Pyrrosia longifolia,156492,1,,,,,,,0
5166,Pyrrosia petiolosa,746522,1,,,,,,,0
5167,Pyrus boissieriana,1565113,1,,,,,,,0
5168,Pyrus calleryana,36597,1,,,,,,,0
5169,Pyrus mamorensis,935639,1,,,,,,,0
5170,Qualea multiflora,1892850,1,,,,,,,0
5171,Qualea parviflora,473048,1,,,,,,,0
5172,Quassia amara,43725,1,,,,,,,0
5173,Quercus acutissima,58330,1,,,,,,,0
5174,Quercus agrifolia,97693,1,,,,,,,0
5175,Quercus baloot,568699,1,,,,,,,0
5176,Quercus cerris,39468,1,,,,,,,0
5177,Quercus frainetto,225354,1,,,,,,,0
5178,Quercus ilex,58334,1,,,,,,,0
5179,Quercus incana,262620,1,,,,,,,0
5180,Quercus petraea,38865,1,,,,,,,0
5181,Quercus pontica,568693,1,,,,,,,0
5182,Quercus robur,38942,1,,,,,,,0
5183,Radula complanata,139838,1,,,,,,,0
5184,Rafflesia cantleyi,577517,1,,,,,,,0
5185,Ranunculus muricatus,286945,1,,,,,,,0
5186,Ranunculus sceleratus,147635,1,,,,,,,0
5187,Ranunculus ternatus,376254,1,,,,,,,0
5188,Raphanus raphanistrum,109996,1,,,,,,,0
5189,Raphia hookeri,752824,1,,,,,,,0
5190,Raphia vinifera,1966430,1,,,,,,,0
5191,Rauvolfia cambodiana,498200,1,,,,,,,0
5192,Rauvolfia sellowii,403114,1,,,,,,,0
5193,Rauvolfia verticillata,329875,1,,,,,,,0
5194,Rauvolfia vomitoria,403115,1,,,,,,,0
5195,Ravenala madagascariensis,4664,1,,,,,,,0
5196,Rehmannia chingii,332336,1,,,,,,,0
5197,Rehmannia piasezkii,332338,1,,,,,,,0
5198,Reineckea carnea,100494,1,,,,,,,0
5199,Reissantia grahamii,123464,1,,,,,,,0
5200,Remusatia vivipara,189456,1,,,,,,,0
5201,Reseda muricata,415816,1,,,,,,,0
5202,Rhamnella gilgitica,1630244,1,,,,,,,0
5203,Rhamnidium elaeocarpum,106706,1,,,,,,,0
5204,Rhamnus alaternus,280017,1,,,,,,,0
5205,Rhamnus persica,1630246,1,,,,,,,0
5206,Rhamnus wightii,1819798,1,,,,,,,0
5207,Rhanterium epapposum,313948,1,,,,,,,0
5208,Rhanterium suaveolens,557713,1,,,,,,,0
5209,Rhaphidophora hongkongensis,258288,1,,,,,,,0
5210,Rheum coreanum,240185,1,,,,,,,0
5211,Rheum franzenbachii,240182,1,,,,,,,0
5212,Rheum nanum,137219,1,,,,,,,0
5213,Rheum pumilum,137223,1,,,,,,,0
5214,Rheum undulatum,137227,1,,,,,,,0
5215,Rhizophora stylosa,98588,1,,,,,,,0
5216,Rhodiola coccinea,1442767,1,,,,,,,0
5217,Rhodiola dumulosa,203002,1,,,,,,,0
5218,Rhodiola linearifolia,1439919,1,,,,,,,0
5219,Rhodobryum ontariense,188012,1,,,,,,,0
5220,Rhododendron afghanicum,313317,1,,,,,,,0
5221,Rhododendron agastum,394436,1,,,,,,,0
5222,Rhododendron anthopogon,49619,1,,,,,,,0
5223,Rhododendron aureum,184574,1,,,,,,,0
5224,Rhododendron ferrugineum,49622,1,,,,,,,0
5225,Rhododendron hainanense,488668,1,,,,,,,0
5226,Rhododendron luteum,49467,1,,,,,,,0
5227,Rhododendron obtusum,224352,1,,,,,,,0
5228,Rhododendron oldhamii,118358,1,,,,,,,0
5229,Rhododendron ponticum,49628,1,,,,,,,0
5230,Rhododendron tomentosum subsp. decumbens,1120101,1,,,,,,,0
5231,Rhododendron yunnanense,1044996,1,,,,,,,0
5232,Rhodolirium speciosum,1263233,1,,,,,,,0
5233,Rhus pachyrrhachis,298671,1,,,,,,,0
5234,Rhus potaninii,298664,1,,,,,,,0
5235,Rhus virens,289762,1,,,,,,,0
5236,Rhynchosia precatoria,3091437,1,,,,,,,0
5237,Ribes alpestre,175184,1,,,,,,,0
5238,Ribes himalense,208503,1,,,,,,,0
5239,Ricinodendron heudelotii,316919,1,,,,,,,0
5240,Rindera lanata,1421757,1,,,,,,,0
5241,Rinorea dentata,459916,1,,,,,,,0
5242,Rodgersia podophylla,262050,1,,,,,,,0
5243,Rogeria longiflora,1503126,1,,,,,,,0
5244,Rohdea chinensis,927809,1,,,,,,,0
5245,Rohdea wattii,1045279,1,,,,,,,0
5246,Romulea tempskyana,481130,1,,,,,,,0
5247,Rorida quinquenervia,860714,1,,,,,,,0
5248,Rorippa palustris,50498,1,,,,,,,0
5249,Rosa chinensis,74649,1,,,,,,,0
5250,Rosa cymosa,117261,1,,,,,,,0
5251,Rosa foetida,74629,1,,,,,,,0
5252,Rosa gallica,74632,1,,,,,,,0
5253,Rosa hybrid cultivar,128735,1,,,,,,,0
5254,Rosa indica,2056386,1,,,,,,,0
5255,Rosa laxa,267240,1,,,,,,,0
5256,Rosa odorata,267246,1,,,,,,,0
5257,Roscoea purpurea,97783,1,,,,,,,0
5258,Rosularia adenotricha,2338853,1,,,,,,,0
5259,Rothmannia talbotii,1317881,1,,,,,,,0
5260,Rourea induta,2364061,1,,,,,,,0
5261,Rourea minor,85261,1,,,,,,,0
5262,Roylea cinerea,483864,1,,,,,,,0
5263,Rubia alata,1531355,1,,,,,,,0
5264,Rubia lanceolata,1588807,1,,,,,,,0
5265,Rubia ovatifolia,1531357,1,,,,,,,0
5266,Rubia tibetica,3349183,1,,,,,,,0
5267,Rubia tinctorum,29802,1,,,,,,,0
5268,Rubus apetalus,1220086,1,,,,,,,0
5269,Rubus arcticus,70741,1,,,,,,,0
5270,Rubus canescens,190221,1,,,,,,,0
5271,Rubus corchorifolius,190223,1,,,,,,,0
5272,Rubus crataegifolius,75067,1,,,,,,,0
5273,Rubus delavayi,3058173,1,,,,,,,0
5274,Rubus discolor,457917,1,,,,,,,0
5275,Rubus glaucus,190226,1,,,,,,,0
5276,Rubus imperialis,3091826,1,,,,,,,0
5277,Rubus parvifolius,176136,1,,,,,,,0
5278,Rudbeckia fulgida,52312,1,,,,,,,0
5279,Rudbeckia hirta,52299,1,,,,,,,0
5280,Ruellia blechum,544840,1,,,,,,,0
5281,Ruellia patula,441006,1,,,,,,,0
5282,Rumex abyssinicus,273505,1,,,,,,,0
5283,Rumex acetosa,41241,1,,,,,,,1
5284,Rumex acetosella,61450,1,,,,,,,4
5285,Rumex cyprius,291102,1,,,,,,,0
5286,Rumex gmelinii,945803,1,,,,,,,0
5287,Rumex lunaria,242529,1,,,,,,,0
5288,Rumex pictus,1786036,1,,,,,,,0
5289,Rumex scutatus,242528,1,,,,,,,0
5290,Rumex thianschanicus,1786038,1,,,,,,,0
5291,Rumex thyrsiflorus,696533,1,,,,,,,1
5292,Rungia pectinata,1205775,1,,,,,,,0
5293,Ruta montana,266085,1,,,,,,,0
5294,Rydingia persica,483859,1,,,,,,,0
5295,Sabicea brevipes,409386,1,,,,,,,0
5296,Saccharum spontaneum,62335,1,,,,,,,0
5297,Sacciolepis indica,158156,1,,,,,,,0
5298,Sagittaria montevidensis,118780,1,,,,,,,0
5299,Salacca zalacca,145711,1,,,,,,,0
5300,Salacia chinensis,1009589,1,,,,,,,0
5301,Salacia fruticosa,1225086,1,,,,,,,0
5302,Salacia impressifolia,123469,1,,,,,,,0
5303,Salacia macrosperma,1225087,1,,,,,,,0
5304,Salicornia bigelovii,46105,1,,,,,,,0
5305,Salicornia iranica,2903551,1,,,,,,,0
5306,Salix acmophylla,426347,1,,,,,,,0
5307,Salix babylonica,75706,1,,,,,,,0
5308,Salix cinerea,470278,1,,,,,,,0
5309,Salix kochiana,2893417,1,,,,,,,0
5310,Salix mucronata subsp. subserrata,753747,1,,,,,,,0
5311,Salix nigra,75714,1,,,,,,,0
5312,Salix schwerinii,77068,1,,,,,,,0
5313,Salix viminalis,40686,1,,,,,,,0
5314,Salsola collina,525237,1,,,,,,,0
5315,Salvadora oleoides,1173311,1,,,,,,,0
5316,Salvia absconditiflora,1933698,1,,,,,,,0
5317,Salvia aegyptiaca,392645,1,,,,,,,0
5318,Salvia apiana,392646,1,,,,,,,0
5319,Salvia aramiensis,1933703,1,,,,,,,0
5320,Salvia aristata,392647,1,,,,,,,0
5321,Salvia atropatana,1685711,1,,,,,,,0
5322,Salvia aucheri,392709,1,,,,,,,0
5323,Salvia balansae,2886696,1,,,,,,,0
5324,Salvia bowleyana,424416,1,,,,,,,0
5325,Salvia chamelaeagnea,1520020,1,,,,,,,0
5326,Salvia circinnata,3110499,1,,,,,,,0
5327,Salvia connivens,2026474,1,,,,,,,0
5328,Salvia dentata,379292,1,,,,,,,0
5329,Salvia dianthera,392636,1,,,,,,,0
5330,Salvia digitaloides,268902,1,,,,,,,0
5331,Salvia dolomitica,392659,1,,,,,,,0
5332,Salvia dominica,1520022,1,,,,,,,0
5333,Salvia dorystaechas,268878,1,,,,,,,0
5334,Salvia elegans,888065,1,,,,,,,0
5335,Salvia guaranitica,204224,1,,,,,,,0
5336,Salvia heldreichiana,1933725,1,,,,,,,0
5337,Salvia hypoleuca,1294397,1,,,,,,,0
5338,Salvia jurisicii,1933728,1,,,,,,,0
5339,Salvia lachnocalyx,2490788,1,,,,,,,0
5340,Salvia lachnostachys,2026498,1,,,,,,,0
5341,Salvia macilenta,2490789,1,,,,,,,0
5342,Salvia macrosiphon,1571166,1,,,,,,,0
5343,Salvia microphylla,268916,1,,,,,,,0
5344,Salvia nubicola,268919,1,,,,,,,0
5345,Salvia palaestina,268920,1,,,,,,,0
5346,Salvia pomifera,396869,1,,,,,,,0
5347,Salvia rhytidea,1933753,1,,,,,,,0
5348,Salvia sahendica,1933756,1,,,,,,,0
5349,Salvia sericeotomentosa,1642916,1,,,,,,,0
